acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.07,0.06,-1.12,-16.02,1.05,-4.17
0.06,0.09,-1.11,-16.53,1.18,-4.09
0.06,0.12,-1.10,-14.44,1.82,-3.36
0.06,0.15,-1.08,-10.81,3.01,-1.89
0.06,0.15,-1.06,-6.46,3.97,-1.34
0.07,0.13,-1.06,-2.70,4.29,-1.28
0.07,0.11,-1.06,-0.14,4.35,-1.97
0.09,0.10,-1.06,1.44,4.52,-2.96
0.09,0.08,-1.07,2.23,4.20,-3.62
0.09,0.06,-1.09,1.50,3.24,-3.22
0.09,0.04,-1.10,-1.21,2.03,-1.30
0.10,0.03,-1.12,-4.66,1.21,0.93
0.09,0.03,-1.12,-7.85,0.52,2.64
0.09,0.04,-1.12,-10.40,-0.53,2.95
0.07,0.06,-1.11,-11.95,-1.07,2.55
0.08,0.07,-1.11,-13.21,-1.24,1.30
0.08,0.08,-1.11,-13.73,-1.13,0.90
0.09,0.09,-1.10,-13.02,-0.76,0.61
0.08,0.08,-1.09,-12.58,-0.03,0.35
0.08,0.08,-1.10,-12.46,1.04,-0.72
0.08,0.07,-1.09,-12.70,1.65,-2.18
0.08,0.07,-1.09,-13.04,2.23,-3.11
0.08,0.07,-1.09,-12.87,2.90,-3.94
0.08,0.08,-1.10,-12.95,3.47,-4.03
0.07,0.07,-1.10,-13.65,3.50,-3.36
0.08,0.07,-1.10,-14.55,3.59,-2.23
0.08,0.07,-1.10,-15.54,3.76,-1.44
0.08,0.08,-1.10,-16.31,2.99,-0.92
0.08,0.08,-1.09,-16.12,2.79,-1.13
0.07,0.10,-1.10,-15.82,2.41,-1.40
0.06,0.10,-1.09,-14.84,2.47,-1.33
0.06,0.10,-1.08,-13.79,2.95,-0.78
0.06,0.09,-1.09,-12.72,2.66,0.18
0.06,0.11,-1.08,-12.00,2.38,2.03
0.06,0.11,-1.08,-10.32,1.98,4.24
0.05,0.12,-1.09,-8.79,1.80,5.69
0.05,0.12,-1.09,-7.13,1.27,6.08
0.05,0.12,-1.08,-5.98,0.63,5.44
0.04,0.11,-1.09,-4.55,0.18,4.44
0.05,0.10,-1.09,-4.47,0.14,2.72
0.04,0.10,-1.10,-3.97,0.17,1.48
0.04,0.10,-1.10,-4.61,0.15,0.37
0.03,0.10,-1.12,-4.75,0.67,-0.21
0.03,0.10,-1.12,-5.11,1.02,-0.92
0.03,0.10,-1.13,-4.98,1.48,-1.16
0.03,0.10,-1.13,-4.64,2.14,-1.71
0.03,0.12,-1.12,-2.55,3.04,-2.17
0.03,0.12,-1.13,-1.07,4.02,-2.12
0.04,0.11,-1.12,1.27,5.02,-2.40
0.05,0.10,-1.12,2.44,6.14,-2.84
0.04,0.10,-1.12,4.00,6.66,-2.82
0.06,0.09,-1.13,4.15,6.70,-2.60
0.07,0.09,-1.13,4.58,6.02,-1.86
0.07,0.07,-1.15,3.36,5.11,-0.82
0.07,0.06,-1.15,2.40,4.05,0.32
0.08,0.05,-1.16,-0.44,2.66,1.86
