acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.06,0.10,-1.12,-4.41,2.93,-0.34
0.07,0.08,-1.12,-4.53,3.73,-0.23
0.08,0.07,-1.14,-5.48,3.68,-0.46
0.08,0.06,-1.13,-6.72,3.83,-0.63
0.09,0.06,-1.15,-8.11,3.45,-0.89
0.09,0.07,-1.14,-9.11,2.96,-0.93
0.09,0.07,-1.14,-10.11,2.67,-1.05
0.08,0.07,-1.14,-10.85,2.38,-0.81
0.08,0.08,-1.14,-11.10,2.38,-0.84
0.07,0.08,-1.13,-11.28,2.52,-0.87
0.08,0.09,-1.13,-11.04,2.85,-0.87
0.08,0.10,-1.12,-10.27,3.25,-0.64
0.07,0.11,-1.11,-8.52,3.83,-0.15
0.07,0.12,-1.12,-6.17,4.18,-0.14
0.06,0.11,-1.12,-4.17,4.32,-0.56
0.07,0.11,-1.11,-2.63,4.99,-0.66
0.07,0.10,-1.12,-1.54,4.85,-0.55
0.07,0.10,-1.12,-1.27,4.34,-0.34
0.08,0.08,-1.13,-1.51,4.21,-0.14
0.07,0.08,-1.12,-2.00,3.92,-0.02
0.08,0.08,-1.12,-2.99,3.13,-0.03
0.08,0.07,-1.12,-4.24,2.23,-0.21
0.07,0.08,-1.12,-5.24,2.00,-0.66
0.06,0.08,-1.12,-5.56,1.44,-0.44
0.05,0.09,-1.12,-5.30,1.74,-0.43
0.07,0.10,-1.13,-5.10,2.02,-0.20
0.06,0.09,-1.11,-4.60,2.21,-0.55
0.06,0.09,-1.11,-4.29,2.72,-0.56
0.06,0.09,-1.11,-4.08,3.34,-0.72
0.06,0.09,-1.13,-3.76,3.85,-0.73
0.07,0.09,-1.12,-3.48,4.02,-0.87
0.07,0.08,-1.13,-3.33,3.82,-0.95
0.08,0.08,-1.13,-3.68,3.04,-0.85
0.09,0.07,-1.14,-4.32,2.60,-0.66
0.09,0.07,-1.13,-4.40,1.89,-0.46
0.08,0.07,-1.14,-4.72,0.78,-0.23
0.10,0.07,-1.13,-5.39,-0.26,-0.32
0.09,0.07,-1.14,-6.23,-0.81,0.03
0.08,0.08,-1.13,-7.10,-1.98,-0.06
0.07,0.08,-1.12,-7.65,-2.08,-0.31
0.06,0.10,-1.12,-7.91,-1.89,-0.38
0.06,0.10,-1.11,-7.56,-1.53,-0.02
0.06,0.11,-1.11,-6.78,-0.93,0.03
0.06,0.12,-1.11,-5.59,-0.53,0.21
0.06,0.12,-1.11,-3.97,0.44,0.18
0.06,0.12,-1.11,-2.75,0.89,0.09
0.06,0.11,-1.11,-1.57,1.08,-0.12
0.07,0.11,-1.10,-0.67,1.33,-0.40
0.07,0.09,-1.12,-0.24,1.37,-0.49
0.08,0.09,-1.12,-0.49,1.30,-0.64
0.08,0.07,-1.13,-1.66,1.62,-0.52
0.08,0.07,-1.13,-2.95,1.05,-0.35
0.08,0.07,-1.14,-4.55,0.69,-0.23
0.09,0.07,-1.14,-5.86,0.55,0.06
0.08,0.08,-1.13,-6.64,0.18,0.00
0.08,0.09,-1.14,-6.72,0.08,-0.08
0.07,0.09,-1.13,-5.85,0.02,-0.29
0.07,0.09,-1.13,-5.02,0.23,-0.53
0.07,0.10,-1.12,-4.17,0.32,-0.84
0.07,0.09,-1.13,-3.56,0.60,-1.01
0.07,0.09,-1.13,-3.65,0.47,-1.22
0.07,0.09,-1.13,-3.71,0.34,-1.31
0.07,0.07,-1.13,-4.29,0.03,-1.13
0.07,0.07,-1.13,-4.92,-0.15,-1.10
0.06,0.08,-1.13,-5.65,-0.21,-0.40
0.06,0.09,-1.13,-5.85,-0.40,-0.20
0.05,0.09,-1.14,-6.20,-0.08,0.29
0.05,0.09,-1.13,-6.00,0.06,0.46
0.05,0.09,-1.13,-6.17,0.34,0.49
0.06,0.09,-1.13,-6.17,0.66,0.69
0.07,0.09,-1.13,-6.24,0.64,0.85
0.07,0.09,-1.13,-6.35,0.70,1.51
0.07,0.09,-1.13,-5.85,0.40,1.89
0.08,0.10,-1.13,-5.01,-0.38,2.00
0.08,0.10,-1.13,-4.21,-0.98,1.53
0.07,0.09,-1.13,-3.98,-1.04,1.02
0.08,0.08,-1.13,-3.76,-0.52,0.58
0.06,0.08,-1.14,-4.38,0.23,0.43
0.06,0.08,-1.14,-4.72,0.69,0.66
0.06,0.08,-1.14,-4.78,1.65,0.56
0.06,0.09,-1.14,-5.27,2.24,0.82
0.06,0.09,-1.13,-5.02,2.53,0.82
0.07,0.08,-1.13,-4.63,2.63,0.46
0.07,0.08,-1.13,-4.34,2.21,0.09
0.08,0.08,-1.12,-4.76,1.34,-0.21
0.09,0.07,-1.13,-5.45,0.21,-0.18
0.09,0.07,-1.12,-6.43,-0.63,-0.12
0.08,0.07,-1.11,-7.08,-1.21,-0.40
0.06,0.08,-1.12,-7.37,-1.71,-0.41
0.05,0.09,-1.11,-7.18,-1.47,-0.21
0.03,0.10,-1.11,-6.64,-0.38,-0.21
0.02,0.09,-1.11,-5.44,0.75,0.26
0.02,0.10,-1.11,-4.49,1.86,1.01
0.02,0.11,-1.11,-2.95,2.90,1.48
0.02,0.11,-1.11,-1.40,3.88,2.05
0.02,0.11,-1.11,-0.08,5.30,2.20
0.03,0.10,-1.12,0.93,6.26,2.08
0.03,0.11,-1.12,1.73,7.48,2.20
0.05,0.09,-1.12,1.40,7.59,2.08
0.06,0.08,-1.13,0.55,7.01,1.92
0.08,0.06,-1.13,-1.02,6.08,2.47
0.08,0.06,-1.14,-2.35,4.78,3.13
0.10,0.06,-1.14,-3.91,3.34,3.54
0.09,0.07,-1.14,-5.11,1.57,3.86
0.08,0.07,-1.14,-6.06,0.49,3.48
0.08,0.07,-1.14,-7.28,-0.12,3.13
0.08,0.07,-1.13,-7.48,-0.24,2.67
0.08,0.07,-1.12,-7.54,0.05,2.26
0.08,0.08,-1.13,-7.44,0.58,2.02
0.07,0.08,-1.12,-7.16,0.98,1.88
0.08,0.10,-1.11,-5.94,1.36,1.76
0.07,0.10,-1.11,-4.34,1.59,1.44
0.08,0.10,-1.11,-2.99,1.22,1.04
0.08,0.10,-1.11,-2.20,0.92,0.85
0.09,0.10,-1.11,-1.73,0.84,0.37
0.08,0.11,-1.10,-1.56,0.70,0.27
0.07,0.14,-1.11,-0.96,1.56,0.75
0.07,0.16,-1.12,-0.12,3.27,1.91
0.09,0.18,-1.12,0.61,5.60,2.37
0.11,0.20,-1.13,0.72,7.56,1.82
0.14,0.23,-1.14,0.84,8.09,0.82
0.15,0.26,-1.15,1.11,8.23,-0.78
0.17,0.29,-1.15,1.94,7.40,-2.06
0.19,0.32,-1.16,2.35,6.34,-2.87
0.20,0.32,-1.17,2.79,4.17,-4.53
0.20,0.34,-1.18,2.64,1.39,-6.52
0.21,0.37,-1.20,2.29,-1.42,-8.34
0.20,0.42,-1.21,1.98,-4.27,-9.22
0.19,0.46,-1.25,1.80,-6.63,-9.86
0.17,0.51,-1.26,1.60,-8.53,-10.55
0.16,0.55,-1.27,1.63,-9.92,-10.66
0.13,0.61,-1.28,1.33,-10.73,-10.85
0.12,0.65,-1.29,0.41,-10.43,-10.89
0.11,0.69,-1.29,-1.01,-9.33,-11.05
0.08,0.74,-1.28,-3.11,-7.60,-11.63
0.06,0.76,-1.27,-5.88,-6.12,-11.97
0.05,0.78,-1.26,-8.84,-5.01,-11.48
0.06,0.80,-1.27,-11.79,-5.13,-10.11
0.08,0.82,-1.27,-14.72,-6.41,-9.01
0.08,0.83,-1.24,-17.77,-9.34,-7.30
0.09,0.84,-1.23,-20.46,-12.99,-5.94
0.09,0.84,-1.23,-22.87,-16.50,-4.17
0.08,0.86,-1.22,-23.74,-19.44,-2.63
0.07,0.88,-1.21,-23.73,-21.54,-1.28
0.05,0.90,-1.21,-21.57,-22.95,0.12
-0.00,0.91,-1.21,-17.82,-22.06,1.50
-0.05,0.89,-1.21,-12.95,-19.79,2.84
-0.08,0.84,-1.20,-7.86,-16.70,4.06
-0.09,0.78,-1.21,-3.63,-12.89,6.34
-0.10,0.72,-1.21,-1.13,-9.21,9.42
-0.10,0.66,-1.22,0.03,-5.47,12.82
-0.08,0.60,-1.21,-0.89,-3.15,15.79
-0.06,0.55,-1.22,-4.18,-2.79,18.55
0.00,0.49,-1.22,-10.64,-4.95,20.73
0.04,0.45,-1.22,-18.66,-8.12,21.94
0.06,0.43,-1.21,-26.26,-12.14,22.67
0.07,0.40,-1.21,-31.73,-15.57,22.60
0.05,0.34,-1.21,-35.02,-19.08,20.95
0.02,0.31,-1.20,-34.87,-21.48,19.34
-0.02,0.29,-1.20,-30.32,-21.36,18.02
-0.08,0.27,-1.20,-24.37,-18.47,16.75
-0.13,0.22,-1.17,-18.37,-13.22,15.71
-0.17,0.18,-1.15,-13.54,-5.15,14.95
-0.19,0.11,-1.15,-9.22,4.29,13.37
-0.19,0.01,-1.16,-7.37,13.16,10.67
-0.18,-0.05,-1.14,-7.31,19.77,8.73
-0.16,-0.13,-1.16,-9.50,23.63,8.38
-0.11,-0.23,-1.16,-15.33,24.92,8.64
-0.06,-0.36,-1.17,-22.09,23.79,9.22
-0.00,-0.48,-1.18,-29.05,19.34,9.48
0.05,-0.56,-1.17,-35.44,12.38,8.75
0.06,-0.56,-1.15,-39.13,4.85,8.06
0.04,-0.54,-1.14,-38.75,-0.18,6.78
0.02,-0.53,-1.11,-35.86,-4.37,6.02
0.02,-0.55,-1.07,-30.89,-6.35,7.33
0.02,-0.58,-1.04,-24.15,-6.64,11.83
0.00,-0.57,-1.00,-16.11,-4.75,19.98
-0.01,-0.56,-0.97,-6.69,-0.87,29.88
-0.01,-0.55,-0.95,3.30,5.44,38.70
0.01,-0.57,-0.93,11.37,12.38,44.87
0.04,-0.60,-0.95,15.56,17.30,46.58
0.08,-0.62,-0.95,17.18,22.08,44.14
0.10,-0.62,-0.97,16.27,25.07,39.36
0.13,-0.63,-0.98,12.66,26.24,34.11
0.14,-0.62,-1.00,8.58,24.93,30.32
0.15,-0.60,-1.02,4.84,21.88,28.24
0.17,-0.55,-1.02,2.43,17.40,27.77
0.19,-0.50,-1.04,1.21,11.28,28.52
0.20,-0.41,-1.05,2.50,4.37,29.16
0.19,-0.33,-1.04,6.32,-3.79,28.47
0.19,-0.27,-1.06,10.92,-11.77,25.60
0.18,-0.25,-1.06,14.81,-19.30,20.70
0.16,-0.25,-1.07,17.30,-25.80,15.73
0.14,-0.25,-1.09,18.37,-31.36,10.46
0.13,-0.27,-1.11,17.50,-35.71,5.22
0.12,-0.28,-1.11,13.37,-40.00,0.66
0.09,-0.28,-1.11,7.56,-42.96,-1.68
0.06,-0.27,-1.12,2.26,-44.99,-1.56
0.02,-0.22,-1.11,-2.14,-46.11,0.66
-0.00,-0.18,-1.09,-5.92,-46.50,2.41
-0.02,-0.14,-1.09,-7.24,-45.73,3.94
-0.04,-0.09,-1.08,-6.98,-44.56,4.52
-0.03,-0.06,-1.08,-6.15,-42.99,4.05
-0.01,-0.05,-1.07,-4.56,-41.01,2.96
0.01,-0.04,-1.06,-2.99,-39.25,1.48
-0.01,-0.03,-1.06,-1.62,-36.89,0.31
-0.01,-0.02,-1.04,-0.64,-34.37,-0.85
-0.03,-0.01,-1.04,0.24,-30.79,-1.62
-0.06,-0.00,-1.04,0.41,-27.30,-2.21
-0.10,0.01,-1.03,-0.06,-23.44,-3.10
-0.11,0.00,-1.03,-0.52,-19.25,-3.51
-0.11,0.00,-1.05,-1.56,-14.82,-3.37
-0.11,-0.01,-1.06,-3.22,-10.81,-3.24
-0.11,-0.02,-1.07,-5.19,-7.54,-2.56
-0.09,-0.02,-1.07,-7.19,-4.69,-1.57
-0.07,-0.02,-1.08,-9.01,-2.37,-0.38
-0.07,-0.01,-1.06,-11.44,0.17,1.13
-0.06,0.00,-1.05,-12.89,2.84,2.63
-0.07,0.03,-1.05,-13.28,5.65,3.25
-0.07,0.05,-1.03,-12.66,8.52,4.12
-0.04,0.08,-1.02,-10.60,10.72,4.69
-0.04,0.10,-1.00,-7.11,12.50,4.96
-0.04,0.12,-1.01,-3.50,13.05,4.84
-0.01,0.12,-1.02,1.07,13.28,3.89
0.01,0.13,-1.03,5.47,12.08,2.18
0.04,0.12,-1.05,8.75,9.62,0.03
0.06,0.11,-1.08,10.53,5.48,-1.95
0.07,0.10,-1.11,11.44,1.34,-2.89
0.06,0.09,-1.12,10.96,-3.15,-3.45
0.03,0.06,-1.14,8.49,-6.85,-2.78
0.01,0.04,-1.16,4.49,-9.79,-1.76
-0.03,0.01,-1.18,0.15,-11.37,0.03
-0.05,0.03,-1.17,-3.83,-11.15,2.09
-0.06,0.04,-1.16,-7.21,-9.54,3.95
-0.06,0.06,-1.14,-9.48,-7.33,4.81
-0.05,0.08,-1.13,-9.88,-4.67,4.56
-0.05,0.11,-1.12,-9.40,-2.46,3.97
-0.03,0.11,-1.12,-8.15,-1.08,2.32
-0.00,0.10,-1.10,-6.60,-0.76,0.89
0.01,0.10,-1.10,-5.31,-0.93,-0.81
0.02,0.09,-1.09,-4.60,-1.48,-2.05
0.02,0.08,-1.09,-4.24,-2.41,-2.93
0.00,0.08,-1.09,-3.44,-3.11,-3.22
-0.01,0.09,-1.09,-2.63,-3.68,-3.24
-0.03,0.09,-1.08,-1.66,-2.99,-3.07
-0.05,0.09,-1.07,-0.50,-1.66,-2.82
-0.05,0.09,-1.08,0.29,-0.50,-2.14
-0.04,0.09,-1.10,1.11,0.72,-1.83
-0.01,0.09,-1.11,1.13,1.11,-1.62
0.01,0.07,-1.13,0.89,0.17,-1.74
0.02,0.08,-1.15,0.27,-1.76,-2.14
0.03,0.08,-1.17,-0.41,-4.58,-2.53
0.02,0.10,-1.18,-0.93,-7.50,-3.02
0.02,0.10,-1.17,-1.56,-9.08,-3.11
-0.01,0.09,-1.18,-2.40,-10.17,-3.42
-0.02,0.07,-1.18,-3.40,-10.15,-4.12
-0.03,0.06,-1.17,-5.16,-8.93,-4.55
-0.05,0.06,-1.17,-6.05,-7.45,-5.31
-0.05,0.08,-1.16,-5.98,-5.39,-5.47
-0.05,0.11,-1.16,-5.37,-3.71,-5.60
-0.04,0.11,-1.16,-4.56,-2.20,-5.42
-0.02,0.13,-1.17,-3.48,-2.09,-4.81
-0.02,0.12,-1.18,-2.32,-2.44,-4.06
-0.02,0.09,-1.19,-2.29,-3.05,-3.59
-0.02,0.08,-1.18,-3.22,-4.24,-3.44
-0.03,0.07,-1.18,-5.19,-4.21,-3.33
-0.05,0.05,-1.17,-7.83,-4.29,-2.41
-0.07,0.06,-1.17,-9.82,-4.12,-0.46
-0.07,0.07,-1.15,-11.19,-2.82,1.71
-0.07,0.09,-1.13,-11.63,-1.79,3.51
-0.05,0.11,-1.12,-10.85,-0.89,4.55
-0.04,0.13,-1.11,-8.84,-0.40,5.11
-0.01,0.13,-1.11,-6.31,-0.56,4.41
0.01,0.13,-1.10,-4.29,-1.59,2.98
0.02,0.12,-1.11,-2.20,-3.02,1.74
0.02,0.11,-1.12,-1.16,-4.81,0.27
0.01,0.10,-1.15,-1.10,-7.02,-1.24
-0.01,0.07,-1.15,-1.83,-9.05,-1.92
-0.02,0.06,-1.16,-3.66,-9.36,-1.91
-0.04,0.05,-1.17,-6.26,-9.13,-1.40
-0.06,0.05,-1.16,-8.23,-7.15,-0.60
-0.07,0.06,-1.14,-10.14,-4.03,0.38
-0.07,0.09,-1.13,-10.64,-0.24,1.16
-0.06,0.10,-1.12,-9.76,3.44,1.42
-0.05,0.11,-1.10,-8.21,6.09,1.19
-0.02,0.11,-1.12,-6.90,8.14,0.40
0.01,0.10,-1.10,-6.32,8.89,-0.40
0.01,0.08,-1.10,-6.32,8.37,-1.60
0.00,0.06,-1.11,-7.22,7.16,-2.14
0.01,0.06,-1.11,-8.05,5.19,-2.47
0.00,0.07,-1.11,-9.31,3.54,-2.21
-0.01,0.08,-1.11,-9.79,2.44,-1.59
-0.02,0.10,-1.09,-9.89,1.74,-0.63
-0.02,0.11,-1.09,-9.56,1.98,-0.35
-0.03,0.11,-1.07,-8.60,2.47,-0.18
-0.03,0.11,-1.07,-7.54,3.34,-0.32
-0.03,0.10,-1.08,-6.43,3.98,-0.35
