acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.13,-0.00,-1.14,-7.28,-0.15,-0.27
0.11,-0.00,-1.14,-8.11,-0.64,-0.35
0.11,0.00,-1.14,-8.73,-0.64,-0.31
0.11,0.01,-1.14,-8.95,-0.63,-0.49
0.09,0.03,-1.12,-8.64,0.03,-0.75
0.09,0.02,-1.13,-8.20,0.67,-1.25
0.09,0.02,-1.12,-8.26,1.86,-1.74
0.08,0.02,-1.12,-8.50,3.08,-2.00
0.09,0.01,-1.12,-8.50,3.92,-2.18
0.08,0.02,-1.13,-9.13,4.05,-2.06
0.09,0.02,-1.12,-9.82,3.79,-2.32
0.10,0.01,-1.12,-10.46,3.18,-2.18
0.10,0.01,-1.12,-11.01,1.39,-1.76
0.11,0.01,-1.11,-11.02,0.24,-1.28
0.10,0.03,-1.11,-10.98,-1.22,-1.39
0.09,0.03,-1.11,-10.26,-1.88,-1.30
0.08,0.03,-1.09,-9.10,-1.47,-1.11
0.08,0.03,-1.09,-8.63,-1.22,-0.85
0.08,0.03,-1.09,-8.03,-0.29,-0.82
0.08,0.03,-1.09,-7.45,0.56,-0.79
0.07,0.03,-1.09,-7.13,1.22,-0.76
0.07,0.03,-1.10,-6.89,2.05,-0.87
0.07,0.04,-1.10,-6.72,2.73,-0.73
0.08,0.04,-1.11,-6.17,2.73,-0.27
0.08,0.04,-1.09,-5.30,2.69,0.14
0.09,0.03,-1.10,-4.67,2.34,-0.05
0.09,0.03,-1.11,-4.23,1.45,-0.44
0.10,0.01,-1.11,-4.85,0.60,-1.01
0.09,0.01,-1.10,-5.69,-0.12,-1.53
0.09,0.00,-1.11,-6.96,-0.64,-1.77
0.08,0.00,-1.11,-8.14,-0.67,-2.18
0.07,0.01,-1.11,-9.01,-0.52,-1.69
0.07,0.02,-1.11,-9.37,-0.11,-1.36
0.08,0.03,-1.11,-9.18,-0.15,-1.07
0.08,0.05,-1.11,-7.51,-0.06,-0.66
0.09,0.07,-1.08,-7.51,0.79,0.09
0.07,0.06,-1.11,-3.42,-0.37,0.26
0.07,0.05,-1.09,-2.41,-0.98,-0.31
0.09,0.05,-1.11,-1.45,-1.65,-0.72
0.09,0.03,-1.12,-1.54,-1.62,-0.53
0.07,0.00,-1.12,-2.00,-2.11,0.08
0.07,0.00,-1.14,-3.42,-2.50,-0.12
0.07,0.01,-1.13,-4.93,-2.26,-0.17
0.07,0.02,-1.14,-5.79,-1.95,0.12
0.07,0.03,-1.14,-6.11,-1.44,0.27
0.06,0.03,-1.13,-5.85,-1.04,0.12
0.06,0.03,-1.13,-5.30,-0.23,0.00
0.07,0.04,-1.12,-4.40,0.47,0.02
0.06,0.04,-1.12,-3.65,1.02,-0.08
0.07,0.03,-1.13,-3.48,1.77,-0.18
0.07,0.02,-1.13,-3.77,1.76,-0.24
0.08,0.02,-1.14,-4.23,1.37,0.17
0.09,0.02,-1.14,-4.66,0.67,0.23
0.09,0.03,-1.14,-4.84,-0.18,-0.08
0.09,0.02,-1.15,-4.64,-1.10,-0.46
0.09,0.02,-1.14,-4.47,-1.48,-0.90
0.09,0.02,-1.15,-4.12,-1.31,-1.13
0.07,0.02,-1.14,-3.74,-1.13,-1.16
0.07,0.03,-1.14,-3.11,-0.90,-1.60
0.07,0.02,-1.15,-3.39,-0.38,-1.71
0.06,0.01,-1.14,-4.05,-0.17,-1.66
0.06,0.01,-1.15,-4.58,0.46,-1.22
0.04,0.02,-1.16,-5.27,0.92,-0.95
0.05,0.02,-1.15,-5.76,0.84,-0.64
0.05,0.02,-1.15,-6.15,0.84,-0.37
0.05,0.03,-1.14,-6.15,1.04,-0.08
0.07,0.03,-1.14,-5.88,0.43,0.17
0.08,0.03,-1.13,-5.59,0.37,0.02
0.07,0.03,-1.14,-5.19,0.20,-0.31
0.07,0.02,-1.14,-5.08,-0.21,-0.55
0.05,0.02,-1.14,-4.85,0.09,-0.90
0.06,0.02,-1.13,-4.96,0.37,-1.25
0.05,0.01,-1.14,-5.40,0.70,-1.66
0.04,0.01,-1.15,-5.86,1.13,-2.29
0.04,0.01,-1.15,-6.24,1.28,-2.67
0.03,0.01,-1.14,-6.81,1.92,-2.73
0.02,0.01,-1.15,-7.11,2.92,-2.70
0.01,0.02,-1.14,-6.84,4.02,-2.79
0.00,0.01,-1.14,-6.67,5.37,-3.04
0.01,0.00,-1.13,-7.04,6.52,-3.31
0.01,-0.00,-1.13,-6.99,7.34,-3.77
0.01,-0.00,-1.12,-7.02,7.44,-3.86
0.02,0.01,-1.12,-7.22,8.21,-3.04
-0.00,-0.00,-1.12,-6.11,6.81,-3.77
-0.01,0.00,-1.12,-6.87,6.24,-4.87
0.00,0.00,-1.12,-6.43,5.24,-5.74
-0.02,-0.01,-1.11,-7.39,4.09,-6.37
-0.03,-0.02,-1.12,-7.65,3.94,-7.08
-0.05,-0.03,-1.11,-8.37,3.44,-8.08
-0.06,-0.03,-1.10,-9.21,3.69,-9.50
-0.05,-0.02,-1.08,-11.04,5.36,-10.43
-0.08,-0.03,-1.09,-10.58,5.73,-12.17
-0.09,-0.03,-1.06,-12.52,6.67,-15.40
-0.09,-0.03,-1.05,-13.05,8.12,-19.80
-0.10,-0.03,-1.04,-13.94,9.42,-24.72
-0.12,-0.02,-1.02,-14.38,10.72,-29.11
-0.14,-0.00,-1.02,-14.29,11.30,-34.37
-0.16,-0.01,-1.03,-13.27,11.57,-36.84
-0.18,-0.00,-1.04,-13.53,9.98,-38.81
-0.19,0.02,-1.06,-13.57,9.24,-41.42
-0.25,0.02,-1.10,-13.18,7.28,-44.29
-0.30,0.02,-1.12,-14.11,3.82,-45.42
-0.34,0.03,-1.15,-17.74,0.63,-42.49
-0.37,0.01,-1.18,-21.60,-2.34,-37.27
-0.40,0.03,-1.18,-23.39,-4.32,-31.74
-0.42,-0.00,-1.19,-25.94,-5.34,-25.79
-0.43,0.00,-1.19,-28.92,-6.44,-23.51
-0.41,-0.00,-1.20,-32.89,-6.49,-25.60
-0.41,-0.01,-1.20,-37.16,-5.54,-29.60
-0.45,0.01,-1.19,-41.05,-3.31,-31.80
-0.45,0.01,-1.19,-42.20,-0.21,-30.93
-0.47,0.03,-1.16,-41.62,3.02,-30.00
-0.46,0.06,-1.14,-39.31,7.33,-27.40
-0.47,0.09,-1.15,-34.17,10.93,-24.38
-0.46,0.11,-1.10,-29.36,14.75,-21.66
-0.47,0.10,-1.10,-21.88,16.76,-18.43
-0.43,0.08,-1.06,-16.81,18.17,-15.60
-0.39,0.07,-1.06,-12.21,19.50,-13.11
-0.34,0.02,-1.09,-10.89,17.95,-10.85
-0.29,-0.01,-1.11,-9.02,12.40,-9.10
-0.26,-0.05,-1.11,-10.55,4.56,-7.82
-0.21,-0.08,-1.15,-16.73,-5.40,-4.82
-0.16,-0.10,-1.19,-22.03,-16.44,-0.67
-0.14,-0.12,-1.20,-27.51,-25.74,2.08
-0.16,-0.12,-1.21,-32.93,-32.78,3.89
-0.17,-0.07,-1.22,-37.56,-36.29,4.21
-0.22,-0.07,-1.22,-38.60,-39.31,3.15
-0.26,-0.02,-1.17,-38.61,-38.90,1.13
-0.30,-0.00,-1.19,-38.98,-33.94,-0.66
-0.27,0.09,-1.12,-39.48,-24.31,-4.82
-0.34,0.00,-1.14,-33.69,-14.60,-5.10
-0.32,0.01,-1.10,-25.39,-7.40,-5.94
-0.27,0.06,-1.09,-16.20,-0.46,-7.31
-0.24,0.09,-1.09,-7.36,5.60,-8.06
-0.21,0.08,-1.12,-0.79,8.72,-7.28
-0.16,0.05,-1.12,4.76,9.65,-6.52
-0.11,-0.03,-1.13,6.60,9.65,-8.98
-0.06,-0.09,-1.17,3.85,7.28,-13.19
-0.00,-0.14,-1.20,2.75,2.58,-18.96
0.01,-0.17,-1.18,1.60,-2.18,-25.74
0.00,-0.10,-1.19,1.28,-8.21,-29.28
-0.01,-0.05,-1.20,1.24,-14.24,-27.63
-0.01,-0.03,-1.18,1.73,-18.82,-23.60
-0.03,-0.04,-1.16,4.20,-21.34,-19.18
-0.05,-0.04,-1.14,7.05,-21.22,-16.20
-0.10,-0.03,-1.14,12.58,-18.81,-14.76
-0.11,-0.03,-1.12,16.38,-12.82,-15.54
-0.10,-0.04,-1.11,19.51,-3.28,-17.77
-0.07,-0.07,-1.14,27.71,3.57,-21.19
-0.00,-0.06,-1.11,28.72,12.37,-24.96
0.03,-0.07,-1.14,31.11,13.79,-24.24
0.09,-0.05,-1.19,31.57,14.35,-19.05
0.20,0.04,-1.21,26.87,9.83,-13.40
0.12,-0.09,-1.24,24.76,3.47,-1.04
0.11,-0.11,-1.25,20.93,-2.72,13.51
0.09,-0.05,-1.25,18.46,-4.11,27.47
0.03,-0.11,-1.27,9.82,-5.95,38.96
0.05,-0.18,-1.25,2.27,-6.03,44.47
0.05,-0.18,-1.23,-4.31,-3.31,46.41
0.02,-0.12,-1.21,-9.74,2.18,50.27
0.03,-0.06,-1.18,-13.16,10.12,55.62
0.13,-0.03,-1.14,-15.45,14.76,59.44
0.29,0.10,-1.11,-16.11,18.06,60.17
0.29,-0.06,-1.12,-14.34,11.63,63.45
0.39,-0.04,-1.09,-8.96,8.38,61.19
0.48,0.01,-1.10,-5.30,1.65,55.27
0.47,0.08,-1.08,-2.44,-3.86,52.67
0.43,0.08,-1.10,0.29,-9.60,57.15
0.38,0.04,-1.10,2.05,-11.88,61.59
0.35,0.02,-1.11,1.08,-11.13,65.22
0.34,0.04,-1.08,-0.69,-7.83,68.06
0.37,0.04,-1.10,-2.81,-3.83,68.20
0.39,0.04,-1.11,-5.63,-4.43,70.55
0.43,0.10,-1.05,-6.08,1.88,70.85
0.44,0.12,-1.06,-7.57,0.73,69.16
0.50,0.17,-1.02,-7.01,0.69,68.75
0.45,0.14,-1.02,-1.97,-4.15,68.17
0.47,0.18,-1.01,4.46,-4.99,65.77
0.48,0.20,-1.01,9.60,-7.82,63.76
0.45,0.15,-1.02,14.08,-9.62,62.82
0.42,0.13,-1.04,17.25,-9.80,62.37
0.40,0.14,-1.06,18.95,-9.30,61.63
0.39,0.11,-1.09,19.07,-8.11,60.31
0.36,0.09,-1.12,16.34,-6.03,58.98
0.38,0.11,-1.12,12.32,-1.66,60.00
0.35,0.05,-1.14,7.47,-2.95,60.67
0.41,0.09,-1.13,3.68,-1.88,58.90
0.47,0.14,-1.13,0.06,-4.15,55.89
0.50,0.17,-1.10,-1.91,-6.81,53.68
0.51,0.19,-1.08,-2.81,-8.72,50.55
0.54,0.19,-1.05,-3.25,-10.02,45.69
0.54,0.19,-1.03,-2.92,-12.15,41.59
0.51,0.19,-1.03,-0.95,-13.47,37.44
0.46,0.20,-1.02,2.47,-13.13,32.53
0.42,0.22,-1.01,5.74,-12.69,29.07
0.40,0.21,-1.02,8.95,-12.84,27.37
0.37,0.18,-1.04,10.64,-13.51,26.14
0.32,0.15,-1.07,11.33,-14.05,24.61
