acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.06,0.00,-1.15,-7.04,1.48,-0.79
0.08,0.00,-1.14,-6.89,1.98,-0.47
0.07,0.01,-1.14,-6.90,2.02,-0.20
0.08,0.01,-1.14,-7.10,1.53,-0.09
0.08,0.01,-1.15,-7.16,1.13,0.17
0.08,0.00,-1.14,-7.63,0.95,0.31
0.08,0.00,-1.13,-8.21,0.32,0.56
0.08,-0.01,-1.14,-8.70,0.20,0.44
0.09,0.00,-1.14,-8.73,0.26,0.41
0.08,0.01,-1.13,-8.47,0.24,0.17
0.08,0.01,-1.13,-8.29,0.63,0.24
0.08,0.00,-1.12,-7.83,0.99,0.18
0.09,0.01,-1.12,-7.94,0.96,-0.09
0.09,0.01,-1.12,-7.73,1.16,-0.27
0.09,0.01,-1.12,-7.37,1.02,-0.93
0.09,0.01,-1.12,-7.60,0.61,-1.15
0.09,0.01,-1.11,-7.76,0.23,-1.39
0.08,0.01,-1.12,-7.85,0.06,-1.42
0.09,0.00,-1.11,-7.88,-0.06,-1.40
0.08,0.01,-1.12,-8.05,-0.67,-1.45
0.08,0.01,-1.12,-8.09,-0.87,-1.63
0.08,0.01,-1.10,-7.95,-1.05,-1.68
0.08,0.02,-1.11,-7.80,-0.98,-2.17
0.06,0.02,-1.11,-7.80,-0.63,-1.95
0.06,0.01,-1.11,-7.39,-0.24,-1.82
0.07,0.01,-1.10,-7.45,0.09,-1.68
0.07,0.01,-1.10,-7.07,0.29,-1.68
0.08,0.01,-1.10,-6.82,0.44,-1.68
0.08,0.00,-1.10,-6.47,0.31,-1.59
0.08,0.01,-1.10,-5.85,0.41,-1.73
0.07,0.01,-1.10,-5.36,0.27,-1.56
0.07,0.01,-1.10,-4.89,0.20,-1.31
0.07,0.00,-1.10,-4.60,-0.06,-0.76
0.07,0.00,-1.11,-4.46,-0.66,-0.43
0.08,0.00,-1.11,-4.14,-0.95,-0.37
0.06,0.01,-1.11,-4.08,-0.98,0.00
0.07,0.00,-1.11,-4.18,-1.30,0.08
0.07,0.00,-1.12,-4.12,-0.78,0.20
0.07,0.01,-1.12,-4.26,-0.70,0.46
0.06,0.00,-1.11,-4.53,-0.20,0.29
0.07,0.01,-1.12,-4.35,0.53,0.69
0.06,0.01,-1.12,-4.66,0.85,0.46
0.07,0.00,-1.12,-4.52,1.02,0.55
0.07,0.00,-1.12,-4.84,1.33,0.61
0.08,-0.00,-1.13,-5.07,1.45,0.72
0.08,-0.00,-1.12,-5.04,1.48,0.37
0.08,0.00,-1.13,-4.96,1.39,-0.08
0.08,0.01,-1.12,-4.96,1.10,-0.11
0.07,-0.00,-1.13,-4.95,1.51,-0.06
0.08,-0.00,-1.12,-4.87,1.57,-0.17
0.08,-0.00,-1.13,-4.60,1.95,-0.40
0.07,0.00,-1.13,-4.84,2.06,-0.75
0.08,-0.01,-1.12,-4.82,2.64,-0.82
0.08,-0.00,-1.13,-4.99,3.22,-0.58
0.08,-0.00,-1.13,-5.10,3.15,-0.64
0.09,-0.00,-1.14,-5.42,2.93,-0.37
0.09,0.00,-1.13,-5.59,2.66,-0.17
0.08,0.01,-1.13,-5.68,1.83,-0.18
0.09,0.01,-1.13,-5.66,1.65,-0.61
0.08,-0.00,-1.13,-6.11,1.07,-1.37
0.07,-0.01,-1.12,-6.20,1.01,-1.37
0.07,-0.00,-1.13,-6.52,0.87,-1.25
0.07,0.00,-1.12,-6.55,1.19,-0.99
0.06,-0.00,-1.12,-6.50,1.62,-0.73
0.06,0.00,-1.11,-6.23,1.54,-0.73
0.07,0.01,-1.11,-5.82,1.59,-0.67
0.07,0.00,-1.12,-5.40,1.60,-0.79
0.08,0.01,-1.11,-5.11,1.74,-0.69
0.08,0.01,-1.12,-4.79,1.47,-0.70
0.08,0.01,-1.12,-4.38,1.04,-0.60
0.07,0.01,-1.14,-4.08,1.24,-0.44
0.06,0.01,-1.13,-3.63,1.04,-0.24
0.06,0.01,-1.13,-3.82,1.28,-0.15
0.06,0.00,-1.14,-3.92,1.82,0.18
0.06,0.00,-1.13,-4.09,2.35,0.31
0.07,0.00,-1.13,-4.75,2.58,0.47
0.07,0.01,-1.13,-4.84,2.75,0.81
0.08,0.02,-1.12,-4.92,2.76,0.96
0.08,0.00,-1.13,-4.84,2.47,0.64
0.08,0.01,-1.13,-5.01,1.66,0.43
0.09,0.01,-1.14,-5.11,1.16,0.06
0.08,0.01,-1.14,-5.31,0.79,-0.37
0.08,0.01,-1.13,-5.34,0.58,-0.37
0.08,0.01,-1.13,-5.86,0.46,-0.72
0.07,-0.00,-1.13,-6.15,0.82,-0.49
0.06,0.01,-1.13,-6.53,1.13,-0.41
0.07,0.01,-1.13,-6.46,1.71,0.00
0.08,0.02,-1.13,-6.40,2.09,0.15
0.07,0.02,-1.12,-6.17,2.47,0.37
0.09,0.01,-1.12,-5.79,2.53,0.32
0.09,0.01,-1.12,-5.53,2.23,0.23
0.09,0.01,-1.12,-5.62,1.62,-0.03
0.09,0.00,-1.12,-5.40,1.13,-0.37
0.09,-0.00,-1.13,-5.45,0.29,-0.67
0.10,0.00,-1.13,-5.60,0.03,-0.75
0.09,0.01,-1.11,-5.63,0.06,-0.44
0.08,0.01,-1.11,-5.51,0.06,-0.38
0.07,0.01,-1.11,-5.40,0.82,-0.55
0.07,0.00,-1.11,-5.31,1.19,-0.53
0.09,-0.00,-1.11,-5.21,1.31,-0.69
0.09,0.01,-1.12,-5.22,1.05,-0.73
0.09,0.01,-1.13,-4.87,1.04,-1.02
0.09,0.01,-1.12,-4.66,0.72,-1.34
0.09,0.01,-1.13,-4.69,0.49,-1.50
0.08,-0.00,-1.13,-5.37,0.40,-1.50
0.07,-0.01,-1.13,-6.00,0.75,-1.57
0.07,-0.01,-1.13,-6.64,0.98,-1.66
0.06,-0.01,-1.12,-7.01,1.59,-1.28
0.07,0.00,-1.13,-7.18,2.44,-0.60
0.06,0.01,-1.12,-7.10,3.07,-0.38
0.07,0.02,-1.13,-6.49,3.19,-0.37
0.08,0.02,-1.12,-6.00,3.59,-0.70
0.08,0.01,-1.11,-5.56,3.34,-1.13
0.08,0.02,-1.11,-5.22,3.24,-1.39
0.08,0.01,-1.11,-4.73,2.81,-1.10
0.08,0.01,-1.12,-4.38,2.72,-0.99
0.08,0.01,-1.11,-3.73,2.40,-1.04
0.08,0.01,-1.11,-3.50,2.00,-1.11
0.08,0.01,-1.12,-3.33,1.62,-1.28
0.06,0.01,-1.12,-3.48,1.40,-1.11
0.06,0.01,-1.13,-3.59,1.27,-0.84
0.07,0.00,-1.13,-4.00,1.33,-0.40
0.05,0.00,-1.13,-4.32,1.51,-0.12
0.06,0.01,-1.12,-4.64,1.50,0.35
0.06,0.01,-1.13,-4.63,2.08,0.66
0.07,0.02,-1.11,-4.52,1.57,0.84
0.07,0.01,-1.12,-4.35,1.73,0.72
0.08,0.02,-1.12,-4.32,1.11,0.73
0.08,0.02,-1.13,-3.79,0.55,1.04
0.08,0.01,-1.13,-3.44,0.29,1.15
0.08,0.01,-1.12,-3.24,-0.34,1.08
0.08,0.01,-1.13,-2.72,-0.87,1.07
0.07,0.02,-1.13,-2.66,-0.79,0.43
0.07,0.01,-1.14,-2.53,-0.61,0.44
0.07,0.01,-1.14,-2.93,-0.06,0.32
0.07,0.01,-1.14,-3.48,0.50,0.26
0.06,0.02,-1.15,-4.17,1.19,0.41
0.06,0.01,-1.14,-4.47,1.89,0.85
0.06,0.01,-1.15,-5.21,2.69,0.93
0.07,0.01,-1.14,-5.83,3.05,0.55
0.08,0.01,-1.15,-6.27,3.25,0.26
0.08,0.00,-1.14,-6.87,3.11,0.12
0.08,0.01,-1.14,-7.13,2.99,0.02
0.08,0.01,-1.15,-7.24,2.44,0.27
0.07,0.01,-1.14,-7.65,2.67,0.34
0.08,0.01,-1.14,-7.71,2.49,0.41
0.08,0.01,-1.12,-7.63,2.87,0.35
0.07,0.00,-1.12,-7.59,3.54,0.14
0.08,0.02,-1.13,-7.37,3.71,0.18
0.08,0.02,-1.10,-6.93,4.18,0.23
0.09,0.02,-1.12,-6.21,4.53,0.55
0.09,0.01,-1.11,-5.50,4.56,0.27
0.09,0.01,-1.10,-4.95,4.38,0.24
0.09,0.00,-1.11,-4.58,3.60,-0.05
0.09,0.00,-1.11,-4.70,2.84,-0.17
