acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.03,-0.04,-1.15,9.08,3.13,5.65
0.04,-0.07,-1.14,5.25,3.83,5.19
0.04,-0.07,-1.14,1.56,4.06,3.65
0.04,-0.06,-1.13,-2.44,4.31,1.92
0.06,-0.05,-1.13,-5.80,4.11,0.46
0.06,-0.02,-1.12,-8.37,4.47,-0.17
0.05,-0.00,-1.11,-9.65,4.93,0.55
0.06,0.02,-1.10,-9.56,5.31,1.39
0.06,0.02,-1.10,-9.04,5.36,1.86
0.07,0.03,-1.09,-7.88,5.34,1.94
0.08,0.03,-1.11,-5.97,4.72,2.21
0.08,0.05,-1.11,-4.00,4.05,1.91
0.07,0.04,-1.13,-2.98,3.22,2.00
0.06,0.01,-1.14,-3.22,2.72,1.66
0.06,-0.00,-1.14,-4.03,2.58,1.24
0.06,-0.00,-1.14,-5.53,2.40,1.10
0.05,0.00,-1.13,-6.75,2.20,1.36
0.04,0.00,-1.13,-7.45,2.63,1.33
0.04,0.01,-1.13,-7.88,2.82,0.61
0.05,0.02,-1.13,-7.36,4.06,-0.40
0.05,0.02,-1.12,-6.87,4.61,-0.75
0.05,0.02,-1.13,-6.73,5.27,-1.18
0.06,0.02,-1.14,-6.56,6.05,-1.33
0.06,0.01,-1.15,-6.40,6.12,-0.82
0.07,0.01,-1.15,-6.00,6.66,-0.18
0.07,0.01,-1.14,-6.20,6.70,-0.06
0.07,0.01,-1.15,-5.88,7.11,-0.05
0.07,0.00,-1.15,-5.92,7.21,-0.46
0.09,0.00,-1.14,-5.74,7.40,-0.46
0.09,0.01,-1.13,-5.16,7.37,-1.02
0.09,0.01,-1.13,-4.41,7.28,-1.53
0.10,0.01,-1.13,-4.05,6.98,-2.23
0.10,0.02,-1.14,-3.27,6.70,-2.95
0.10,0.03,-1.17,-2.81,6.35,-3.79
0.11,0.01,-1.19,-2.49,5.28,-3.53
0.09,0.01,-1.20,-2.60,4.64,-3.15
0.08,-0.01,-1.22,-3.86,4.35,-2.18
0.08,-0.02,-1.22,-6.26,3.85,-1.82
0.07,-0.01,-1.22,-8.09,3.73,-1.79
0.06,-0.01,-1.20,-10.29,3.54,-2.32
0.06,0.00,-1.19,-11.45,3.77,-3.25
0.07,0.01,-1.17,-12.46,4.17,-4.11
0.07,0.02,-1.17,-12.05,4.32,-4.98
0.08,0.03,-1.17,-11.83,4.64,-4.92
0.08,0.03,-1.16,-10.81,4.66,-4.70
0.08,0.04,-1.17,-10.24,4.87,-4.67
0.09,0.03,-1.17,-9.11,4.96,-5.10
0.08,0.02,-1.17,-9.13,5.68,-5.15
0.09,0.01,-1.17,-9.36,5.68,-5.79
0.08,-0.00,-1.17,-10.98,6.03,-6.37
0.08,0.00,-1.16,-12.29,6.61,-6.82
0.07,0.00,-1.15,-14.31,7.16,-7.40
0.07,0.00,-1.15,-15.73,7.71,-8.11
0.07,0.01,-1.13,-17.25,8.27,-9.08
0.06,0.02,-1.12,-17.13,9.15,-10.06
0.05,0.05,-1.12,-16.44,9.02,-10.29
0.04,0.06,-1.11,-14.05,9.51,-9.68
0.05,0.06,-1.11,-11.80,9.51,-8.76
0.06,0.06,-1.11,-9.02,9.07,-7.71
0.06,0.05,-1.10,-6.92,8.69,-6.53
0.08,0.04,-1.10,-6.21,7.91,-6.32
0.07,0.02,-1.12,-6.32,7.16,-6.38
0.07,-0.00,-1.13,-7.91,5.83,-6.08
0.06,-0.01,-1.13,-10.56,5.40,-5.16
0.06,0.00,-1.12,-12.14,4.44,-3.74
0.07,0.03,-1.11,-12.27,3.97,-2.58
0.07,0.05,-1.10,-11.05,3.45,-2.05
0.09,0.05,-1.10,-9.68,2.58,-2.38
0.09,0.06,-1.10,-7.44,2.09,-2.99
0.09,0.06,-1.10,-5.50,1.71,-3.66
0.10,0.04,-1.12,-4.17,1.31,-3.68
0.09,0.03,-1.12,-4.09,1.10,-3.82
0.08,0.01,-1.14,-4.92,1.13,-3.86
0.08,0.01,-1.15,-6.58,1.15,-3.79
0.06,0.00,-1.15,-8.37,1.56,-3.66
0.06,0.01,-1.14,-10.43,1.73,-3.62
0.06,0.02,-1.13,-11.19,2.26,-3.60
0.05,0.03,-1.13,-11.39,2.90,-3.08
0.05,0.04,-1.12,-11.08,3.53,-2.81
0.05,0.04,-1.12,-9.82,3.63,-2.67
0.05,0.05,-1.11,-8.14,3.91,-2.20
