acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.23,0.10,-1.10,-4.81,2.40,0.46
0.23,0.10,-1.10,-5.36,2.32,0.61
0.22,0.10,-1.10,-5.44,2.60,0.95
0.24,0.10,-1.10,-5.63,2.64,1.25
0.24,0.10,-1.10,-5.65,2.27,1.15
0.25,0.10,-1.09,-5.82,1.71,1.05
0.24,0.10,-1.09,-6.05,1.40,1.19
0.24,0.11,-1.09,-5.63,1.37,1.07
0.24,0.10,-1.09,-5.25,1.40,1.04
0.24,0.10,-1.08,-5.21,1.47,0.81
0.25,0.10,-1.08,-4.73,1.80,0.90
0.25,0.11,-1.09,-4.43,2.21,0.70
0.24,0.11,-1.08,-3.98,2.82,0.46
0.25,0.11,-1.08,-3.44,2.87,0.38
0.25,0.11,-1.08,-3.73,2.58,0.34
0.25,0.09,-1.09,-3.94,2.81,0.29
0.25,0.09,-1.10,-4.43,1.88,0.18
0.26,0.10,-1.09,-5.39,1.02,-0.29
0.26,0.09,-1.10,-6.27,0.26,-0.47
0.26,0.09,-1.10,-7.01,-0.38,-0.47
0.25,0.10,-1.10,-7.56,-1.15,-0.29
0.25,0.10,-1.10,-7.73,-1.05,-0.34
0.24,0.10,-1.10,-7.68,-1.01,-0.35
0.24,0.10,-1.10,-7.54,-0.46,-0.12
0.24,0.10,-1.10,-7.30,0.00,0.06
0.24,0.11,-1.10,-7.33,0.47,0.56
0.23,0.11,-1.09,-6.84,0.99,0.55
0.24,0.12,-1.10,-6.26,1.07,1.10
0.24,0.12,-1.09,-5.47,0.87,1.21
0.25,0.11,-1.10,-4.90,1.02,1.39
0.24,0.12,-1.09,-3.89,1.15,1.59
0.24,0.12,-1.09,-3.04,1.60,2.09
0.24,0.11,-1.10,-2.50,1.42,2.41
0.25,0.12,-1.09,-2.44,1.82,2.61
0.25,0.11,-1.10,-2.82,1.74,2.76
0.25,0.11,-1.11,-3.27,1.57,2.27
0.25,0.12,-1.10,-4.21,1.60,2.17
0.25,0.12,-1.11,-5.16,1.33,1.89
0.24,0.13,-1.11,-5.74,1.27,2.06
0.25,0.14,-1.11,-5.91,1.28,1.95
0.25,0.17,-1.10,-5.71,1.47,2.29
0.25,0.20,-1.09,-4.93,1.88,2.29
0.25,0.23,-1.09,-3.48,2.20,2.34
0.26,0.28,-1.10,-1.65,3.28,2.26
0.28,0.31,-1.11,0.12,4.69,2.15
0.28,0.33,-1.11,2.27,5.65,1.86
0.30,0.36,-1.13,4.52,6.53,1.21
0.31,0.37,-1.14,6.35,6.79,0.43
0.31,0.39,-1.17,7.60,5.98,-0.52
0.31,0.42,-1.19,8.84,5.10,-1.22
0.30,0.45,-1.21,9.13,3.54,-2.46
0.29,0.47,-1.23,8.06,2.03,-3.83
0.28,0.49,-1.24,5.86,0.11,-5.56
0.27,0.51,-1.25,1.89,-1.74,-7.54
0.27,0.54,-1.25,-3.37,-3.83,-8.56
0.27,0.58,-1.24,-9.13,-5.37,-9.68
0.27,0.64,-1.23,-15.02,-6.35,-10.44
0.27,0.72,-1.21,-19.66,-7.08,-11.59
0.27,0.76,-1.20,-23.31,-7.37,-12.93
0.27,0.79,-1.19,-26.12,-7.30,-14.14
0.26,0.82,-1.19,-27.97,-7.45,-14.78
0.26,0.84,-1.18,-29.01,-8.63,-15.37
0.26,0.84,-1.17,-29.39,-10.31,-16.05
0.24,0.83,-1.16,-29.39,-12.20,-17.16
0.22,0.83,-1.15,-29.19,-14.21,-17.65
0.20,0.83,-1.14,-27.95,-15.76,-17.62
0.20,0.84,-1.14,-26.03,-16.18,-16.26
0.19,0.83,-1.13,-23.31,-16.21,-14.60
0.19,0.82,-1.14,-20.93,-16.29,-12.23
0.19,0.82,-1.15,-18.32,-16.02,-10.06
0.20,0.79,-1.15,-16.49,-15.10,-7.63
0.23,0.75,-1.15,-15.85,-14.17,-5.80
0.25,0.71,-1.16,-16.06,-14.06,-4.27
0.28,0.67,-1.16,-17.76,-14.92,-4.34
0.31,0.62,-1.16,-19.71,-15.92,-5.54
0.31,0.58,-1.16,-22.02,-17.79,-6.92
0.31,0.57,-1.17,-24.35,-20.40,-8.60
0.32,0.55,-1.15,-26.06,-23.02,-10.35
0.29,0.55,-1.12,-27.07,-25.82,-11.01
0.28,0.54,-1.11,-27.42,-28.52,-10.64
0.28,0.53,-1.10,-27.28,-31.79,-10.09
0.30,0.51,-1.09,-25.73,-35.11,-8.60
0.31,0.48,-1.08,-22.85,-38.60,-5.92
0.31,0.46,-1.09,-18.21,-42.32,-2.08
0.30,0.43,-1.11,-12.61,-45.40,1.45
0.30,0.39,-1.12,-6.92,-48.17,4.63
0.29,0.30,-1.13,-1.91,-49.51,6.21
0.28,0.24,-1.15,2.05,-50.24,7.18
0.28,0.18,-1.17,4.72,-49.60,7.50
0.27,0.13,-1.18,5.47,-48.66,6.60
0.25,0.05,-1.19,4.47,-47.36,4.90
0.21,0.02,-1.21,2.93,-45.56,3.15
0.16,0.01,-1.19,1.33,-42.52,1.02
0.11,-0.00,-1.19,0.79,-38.69,0.00
0.09,-0.06,-1.20,0.75,-35.42,0.08
0.08,-0.12,-1.17,0.84,-33.02,1.47
0.07,-0.15,-1.16,1.30,-31.57,4.55
0.09,-0.19,-1.15,2.03,-31.63,8.61
0.15,-0.23,-1.14,2.75,-32.64,11.34
0.17,-0.29,-1.13,4.02,-34.56,12.67
0.16,-0.30,-1.10,6.24,-36.58,14.32
0.18,-0.31,-1.08,9.53,-38.49,15.65
0.16,-0.32,-1.05,13.47,-38.37,15.44
0.13,-0.33,-1.05,17.95,-36.61,14.81
0.10,-0.34,-1.04,22.26,-32.95,14.69
0.04,-0.36,-1.04,25.54,-28.41,15.48
-0.01,-0.39,-1.05,28.44,-22.85,17.45
-0.06,-0.43,-1.07,30.75,-17.37,21.37
-0.05,-0.47,-1.09,32.98,-13.13,27.27
-0.05,-0.51,-1.12,36.34,-9.98,34.67
-0.06,-0.54,-1.13,40.14,-8.12,40.82
-0.08,-0.55,-1.14,42.32,-7.54,44.63
-0.08,-0.59,-1.16,41.94,-6.73,48.09
-0.10,-0.65,-1.16,38.73,-4.89,52.20
-0.09,-0.71,-1.13,32.96,-1.91,56.37
-0.11,-0.70,-1.09,27.19,3.68,60.61
-0.12,-0.65,-1.02,21.39,10.52,66.09
-0.07,-0.58,-0.96,17.63,16.47,71.13
0.03,-0.48,-0.92,18.81,20.06,74.92
0.18,-0.38,-0.90,24.50,18.61,74.87
0.33,-0.34,-0.91,32.98,10.87,69.98
0.44,-0.32,-0.94,42.11,-2.99,60.60
0.52,-0.32,-0.99,50.03,-20.72,48.18
0.55,-0.33,-1.08,55.59,-39.19,34.35
0.50,-0.36,-1.15,56.09,-55.02,20.18
0.42,-0.40,-1.20,50.11,-65.51,7.27
0.27,-0.44,-1.24,39.85,-71.31,-1.54
0.16,-0.43,-1.26,27.18,-69.95,-5.77
0.08,-0.37,-1.28,13.69,-62.82,-6.40
