acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.08,-0.01,-1.11,-7.42,-8.00,2.56
0.05,-0.01,-1.10,-7.24,-7.10,3.22
0.04,-0.00,-1.10,-6.85,-4.41,4.09
0.03,0.01,-1.10,-5.98,-1.25,4.67
0.03,0.01,-1.09,-5.31,1.71,5.62
0.04,0.02,-1.09,-4.11,3.89,5.94
0.06,0.02,-1.10,-2.90,5.39,6.09
0.07,0.02,-1.10,-2.05,5.73,6.41
0.09,0.01,-1.10,-1.30,5.40,6.44
0.10,0.01,-1.11,-0.43,4.09,6.08
0.11,0.00,-1.10,-0.21,2.29,5.56
0.11,-0.00,-1.11,0.00,0.66,5.18
0.11,-0.00,-1.11,0.03,-1.07,4.61
0.11,-0.00,-1.11,0.17,-2.00,4.14
0.10,-0.01,-1.12,-0.55,-3.01,3.45
0.10,-0.00,-1.12,-1.02,-3.82,3.02
0.10,-0.00,-1.13,-1.50,-4.17,2.49
0.08,-0.00,-1.12,-2.14,-4.24,2.14
0.08,-0.00,-1.13,-2.61,-3.94,1.83
0.08,-0.01,-1.13,-2.61,-3.85,1.98
0.08,-0.01,-1.13,-3.24,-3.08,2.06
0.07,-0.02,-1.12,-3.36,-2.29,1.95
0.08,-0.01,-1.14,-3.95,-1.10,1.95
0.08,-0.01,-1.12,-4.03,-0.26,1.92
0.08,-0.01,-1.13,-3.83,0.49,1.82
0.09,-0.00,-1.12,-3.57,0.82,1.73
0.09,-0.01,-1.12,-3.15,0.72,1.77
0.10,-0.00,-1.12,-2.55,0.60,1.51
0.10,0.00,-1.12,-2.31,0.40,0.95
0.10,-0.00,-1.12,-2.27,-0.26,0.66
0.10,-0.01,-1.13,-2.69,-0.70,0.15
0.09,-0.00,-1.13,-2.81,-0.82,-0.50
0.09,-0.01,-1.13,-3.36,-0.73,-0.26
0.08,-0.00,-1.14,-4.29,-1.01,-0.18
0.07,-0.01,-1.14,-4.87,-0.64,0.21
0.06,-0.01,-1.13,-5.68,0.03,0.29
0.06,-0.01,-1.14,-6.11,0.60,0.66
0.06,0.00,-1.14,-6.34,1.02,0.81
0.06,0.01,-1.13,-6.18,2.09,1.05
0.06,0.01,-1.14,-5.94,2.85,1.63
0.06,0.00,-1.14,-5.50,3.54,1.83
0.06,0.00,-1.13,-5.53,4.64,1.88
0.07,-0.00,-1.13,-5.57,5.02,1.68
0.08,-0.02,-1.13,-5.68,5.18,1.80
0.10,-0.02,-1.13,-5.54,4.82,1.68
0.10,-0.01,-1.13,-5.95,4.21,0.72
0.10,-0.01,-1.13,-5.91,3.22,0.26
0.10,-0.01,-1.13,-5.69,3.21,-0.15
0.09,-0.00,-1.13,-5.25,2.58,-0.24
0.08,0.00,-1.13,-5.28,2.32,-0.37
0.08,-0.01,-1.12,-4.92,2.50,-0.66
0.07,-0.01,-1.13,-5.08,2.27,-0.73
0.07,-0.01,-1.13,-5.33,2.63,-0.53
0.07,-0.01,-1.13,-5.48,2.99,-0.64
0.07,-0.01,-1.14,-5.36,3.33,-0.64
0.06,-0.00,-1.13,-5.57,3.36,-0.53
0.07,0.00,-1.12,-5.39,2.93,-0.69
0.07,-0.00,-1.12,-5.02,2.95,-0.61
0.08,-0.00,-1.12,-4.79,2.60,-0.81
0.08,-0.00,-1.12,-4.92,2.47,-1.13
0.08,-0.01,-1.12,-4.64,2.37,-1.15
0.07,-0.01,-1.12,-4.60,2.06,-1.28
0.07,-0.00,-1.13,-4.55,2.18,-1.50
