acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.06,0.00,-1.13,-8.06,6.21,0.46
0.06,0.01,-1.13,-8.06,5.66,0.60
0.07,0.01,-1.13,-8.00,4.78,0.49
0.08,0.01,-1.12,-8.17,3.85,-0.12
0.07,0.01,-1.13,-8.32,2.85,-1.16
0.06,0.00,-1.12,-9.36,2.43,-1.76
0.05,-0.01,-1.12,-10.43,1.92,-1.39
0.04,-0.01,-1.11,-11.50,2.00,-1.13
0.04,-0.00,-1.10,-12.47,2.23,-1.57
0.04,0.01,-1.10,-13.08,2.46,-2.08
0.03,0.01,-1.10,-13.44,2.52,-1.92
0.03,0.03,-1.08,-12.27,2.60,-1.45
0.03,0.05,-1.08,-10.23,2.55,-0.81
0.03,0.06,-1.07,-7.74,2.85,-0.89
0.03,0.06,-1.09,-5.62,2.58,-1.28
0.03,0.04,-1.08,-3.76,2.14,-1.59
0.03,0.02,-1.08,-2.61,2.55,-1.40
0.03,0.02,-1.10,-2.06,3.02,-1.42
0.03,0.01,-1.10,-2.96,3.19,-1.24
0.02,-0.01,-1.12,-4.38,3.65,-1.22
0.02,-0.01,-1.12,-6.14,4.02,-0.67
0.01,-0.01,-1.11,-7.92,4.40,-0.34
-0.02,0.00,-1.10,-8.76,5.50,1.11
0.02,0.02,-1.13,-8.58,5.24,-0.03
0.04,0.04,-1.11,-8.72,4.11,-0.03
0.04,0.01,-1.11,-8.26,3.33,0.08
0.03,0.01,-1.13,-8.32,1.68,0.31
0.04,0.01,-1.12,-8.29,0.18,0.06
0.04,0.01,-1.13,-8.41,-0.85,-0.09
0.04,0.01,-1.12,-8.64,-1.48,0.23
0.04,-0.00,-1.13,-8.98,-1.66,0.56
0.02,0.01,-1.12,-9.08,-1.05,0.92
0.02,0.01,-1.12,-8.84,-0.89,1.31
0.03,0.01,-1.11,-8.49,-0.17,1.66
0.03,0.02,-1.11,-7.85,0.46,1.80
0.03,0.03,-1.11,-6.73,0.82,1.83
0.04,0.03,-1.12,-5.89,1.21,1.77
0.05,0.02,-1.12,-5.24,0.66,1.69
0.06,0.01,-1.13,-5.50,0.31,0.93
0.06,-0.00,-1.13,-5.98,-0.53,0.70
0.06,-0.02,-1.14,-7.16,-0.87,0.87
0.06,-0.01,-1.14,-8.06,-0.60,1.47
0.06,-0.00,-1.15,-8.43,-0.18,1.30
0.05,-0.00,-1.15,-8.72,0.56,0.47
0.04,0.02,-1.13,-8.67,2.32,-0.37
0.03,0.02,-1.12,-7.92,4.49,-0.89
0.03,0.02,-1.12,-7.63,6.55,-1.02
0.04,0.02,-1.12,-7.11,7.62,-0.87
0.04,0.01,-1.13,-6.93,7.76,-1.22
0.04,0.01,-1.14,-7.10,7.69,-0.96
0.05,0.01,-1.15,-7.18,6.49,-0.49
0.05,0.01,-1.16,-7.60,5.71,0.50
0.04,0.01,-1.15,-7.50,5.28,0.99
0.04,0.02,-1.14,-7.16,5.34,1.18
0.04,0.02,-1.14,-7.36,5.25,0.69
0.05,0.01,-1.13,-7.30,5.07,0.79
0.05,0.02,-1.14,-7.47,5.40,1.19
0.05,0.02,-1.13,-7.25,5.27,1.48
0.06,0.02,-1.13,-7.85,5.48,1.79
0.06,0.00,-1.14,-8.52,5.47,1.69
0.07,0.01,-1.14,-9.18,5.53,0.96
0.06,0.01,-1.14,-9.30,5.63,-0.18
0.05,0.02,-1.12,-8.44,7.39,-1.02
0.05,0.03,-1.12,-7.25,9.31,-1.56
0.06,0.04,-1.11,-5.51,11.68,-2.50
0.07,0.02,-1.12,-4.24,13.51,-3.13
0.08,0.02,-1.12,-3.71,14.23,-3.48
0.09,0.01,-1.14,-3.86,13.88,-3.18
0.11,0.00,-1.13,-4.55,11.82,-2.70
0.10,0.00,-1.15,-5.76,9.42,-2.26
0.10,0.00,-1.15,-6.92,6.50,-2.08
0.10,0.01,-1.14,-8.21,3.66,-1.77
0.10,0.01,-1.14,-9.69,0.69,-1.45
0.09,0.01,-1.13,-10.60,-1.36,-1.47
0.09,0.01,-1.13,-11.28,-2.70,-1.88
0.09,0.02,-1.12,-12.23,-4.06,-2.89
0.09,0.03,-1.12,-12.70,-4.66,-3.48
0.09,0.03,-1.10,-12.63,-5.34,-4.21
0.08,0.03,-1.11,-12.09,-5.53,-4.79
0.08,0.04,-1.09,-11.39,-5.59,-5.25
0.07,0.03,-1.10,-10.79,-5.86,-5.77
0.07,0.03,-1.09,-9.82,-5.63,-5.51
0.06,0.02,-1.08,-9.48,-4.82,-5.33
0.05,0.02,-1.08,-9.19,-4.02,-4.98
0.04,0.02,-1.07,-9.24,-2.58,-5.27
0.02,0.01,-1.07,-9.83,-0.56,-5.77
0.02,0.01,-1.05,-10.47,1.73,-6.06
0.03,0.00,-1.05,-11.15,3.66,-5.89
0.04,0.01,-1.03,-11.71,5.24,-5.66
0.05,0.01,-1.01,-12.03,6.14,-5.28
0.05,0.02,-0.99,-12.29,6.85,-5.59
0.06,0.02,-0.98,-12.75,6.82,-5.83
0.06,0.01,-0.96,-13.34,6.15,-6.09
0.06,0.01,-0.94,-13.94,5.02,-5.85
0.07,-0.00,-0.93,-14.87,4.35,-5.88
0.07,0.00,-0.91,-15.95,3.13,-6.03
0.06,-0.01,-0.89,-17.28,2.29,-6.79
0.06,-0.02,-0.86,-19.13,2.41,-7.27
0.04,-0.03,-0.82,-21.13,2.89,-7.62
0.03,-0.03,-0.78,-22.44,5.28,-7.30
0.01,-0.03,-0.74,-22.75,8.66,-7.04
-0.00,-0.02,-0.69,-22.81,13.07,-7.40
0.02,-0.02,-0.64,-23.44,16.70,-8.84
0.02,-0.03,-0.61,-23.42,20.27,-9.71
0.04,-0.02,-0.56,-23.65,23.33,-9.69
0.05,0.01,-0.52,-22.69,25.16,-9.50
0.06,0.02,-0.50,-21.82,25.85,-10.44
0.07,0.02,-0.49,-20.43,24.56,-11.73
0.08,0.01,-0.50,-21.54,21.92,-12.70
0.09,-0.00,-0.50,-21.42,19.02,-11.82
0.09,-0.01,-0.51,-22.06,15.98,-10.82
0.08,-0.02,-0.52,-23.65,12.43,-10.82
0.06,-0.03,-0.53,-25.94,9.01,-11.60
0.05,-0.02,-0.53,-27.39,5.88,-11.62
0.02,-0.02,-0.53,-29.01,3.59,-10.87
0.01,-0.04,-0.55,-31.97,2.20,-10.75
-0.01,-0.07,-0.56,-36.35,1.39,-11.27
-0.04,-0.09,-0.56,-41.74,1.10,-10.50
-0.04,-0.12,-0.54,-51.36,1.89,-10.32
-0.04,-0.17,-0.55,-57.40,5.22,-8.89
-0.02,-0.16,-0.52,-62.61,8.55,-6.50
-0.02,-0.10,-0.52,-61.95,12.29,-2.92
-0.01,0.02,-0.50,-56.96,16.95,0.81
0.02,0.13,-0.50,-47.34,21.85,2.72
0.02,0.20,-0.51,-32.69,25.54,2.43
0.04,0.24,-0.52,-16.72,27.40,1.92
0.05,0.23,-0.53,-0.34,28.23,2.02
0.09,0.15,-0.58,13.10,27.11,2.87
0.11,0.06,-0.64,21.42,23.86,3.69
0.14,-0.03,-0.70,24.93,19.31,5.15
0.14,-0.13,-0.78,25.54,12.43,6.56
0.15,-0.21,-0.82,21.30,5.34,8.00
0.16,-0.25,-0.85,13.44,-0.49,7.94
0.18,-0.31,-0.89,1.44,-6.12,6.67
0.20,-0.35,-0.93,-10.37,-11.54,4.26
0.19,-0.34,-0.96,-20.47,-15.53,0.84
0.19,-0.28,-0.97,-29.98,-18.99,-2.61
0.19,-0.21,-1.00,-36.41,-20.84,-5.95
0.18,-0.12,-1.00,-39.37,-21.51,-8.44
0.18,-0.07,-0.97,-39.19,-22.03,-10.09
0.19,0.02,-0.97,-36.58,-20.73,-14.15
0.15,0.02,-0.88,-28.11,-16.24,-15.50
0.15,-0.01,-0.87,-20.61,-13.83,-16.32
0.17,-0.03,-0.85,-15.11,-11.25,-16.78
0.18,-0.10,-0.87,-11.56,-9.76,-16.96
0.17,-0.23,-0.92,-14.34,-9.53,-16.98
0.14,-0.31,-0.95,-17.21,-9.04,-16.49
0.11,-0.32,-0.97,-19.27,-7.77,-15.60
0.08,-0.26,-1.01,-21.50,-6.29,-15.05
0.08,-0.23,-1.03,-24.89,-5.13,-16.08
0.09,-0.19,-1.05,-27.85,-4.03,-19.21
0.09,-0.16,-1.06,-30.96,-2.23,-23.21
0.10,-0.13,-1.07,-32.82,-1.82,-27.50
0.10,-0.11,-1.05,-33.27,-2.81,-30.44
0.13,-0.06,-1.05,-29.71,-6.03,-30.24
0.14,-0.02,-1.04,-22.78,-10.73,-28.37
0.12,0.01,-1.03,-13.22,-15.31,-26.75
0.10,0.03,-1.03,-2.34,-19.39,-26.00
0.09,0.03,-1.05,9.10,-22.03,-25.57
0.08,-0.01,-1.07,17.88,-22.14,-24.98
0.06,-0.07,-1.12,24.75,-19.92,-24.93
0.04,-0.12,-1.16,31.34,-15.63,-25.66
0.02,-0.12,-1.22,35.27,-10.69,-25.56
-0.01,-0.14,-1.27,35.91,-5.42,-22.95
-0.02,-0.15,-1.30,33.57,0.21,-19.95
-0.01,-0.15,-1.31,31.80,4.11,-16.76
0.00,-0.11,-1.31,32.03,7.54,-13.59
0.00,-0.05,-1.29,34.37,9.69,-12.70
0.04,-0.04,-1.30,40.18,11.24,-9.11
0.07,-0.01,-1.31,48.93,9.88,-7.56
0.10,0.04,-1.33,58.32,8.60,-6.61
0.10,0.01,-1.37,64.32,6.95,-5.57
0.11,-0.04,-1.43,67.37,4.52,-5.63
0.13,-0.08,-1.51,67.42,1.73,-6.79
0.13,-0.09,-1.56,66.61,-1.05,-8.35
0.08,-0.04,-1.60,64.31,-1.50,-7.50
0.02,0.01,-1.63,60.58,0.41,-4.34
-0.03,0.02,-1.66,57.19,4.29,-1.62
-0.05,0.04,-1.66,55.25,11.16,0.73
-0.04,0.07,-1.67,52.87,19.13,3.25
-0.02,0.09,-1.68,49.86,24.81,6.50
0.02,0.11,-1.69,47.02,27.76,9.30
0.06,0.14,-1.68,45.25,28.18,10.23
0.07,0.16,-1.65,43.39,27.88,9.83
0.09,0.14,-1.67,42.64,25.21,10.96
0.11,0.16,-1.65,43.08,21.68,10.90
0.11,0.18,-1.62,42.99,18.96,10.24
0.11,0.16,-1.64,44.61,15.68,10.52
0.10,0.17,-1.64,44.95,14.31,9.28
0.08,0.15,-1.65,43.19,13.68,6.79
0.08,0.14,-1.66,41.34,13.71,5.19
0.08,0.16,-1.66,40.26,13.54,4.29
0.06,0.19,-1.66,39.89,14.66,4.99
0.06,0.23,-1.65,37.95,19.07,7.44
0.02,0.15,-1.65,36.92,18.78,7.50
0.03,0.15,-1.64,34.08,22.96,9.51
0.05,0.18,-1.62,29.83,26.17,9.91
0.06,0.19,-1.60,26.12,29.22,9.73
0.05,0.17,-1.59,24.29,29.83,10.81
0.10,0.17,-1.57,22.02,28.11,10.24
0.13,0.18,-1.55,20.20,25.04,9.63
0.14,0.19,-1.54,19.48,21.44,7.77
0.14,0.20,-1.51,20.67,18.08,5.16
0.14,0.23,-1.48,19.77,15.65,0.38
0.15,0.16,-1.50,21.83,13.88,-1.01
0.17,0.17,-1.48,22.08,10.92,-5.60
0.17,0.16,-1.48,21.16,8.46,-9.18
0.15,0.15,-1.48,19.98,5.80,-11.57
0.12,0.14,-1.46,18.40,4.56,-12.69
0.09,0.14,-1.47,16.58,5.19,-13.37
0.05,0.12,-1.45,14.95,6.89,-12.95
0.04,0.12,-1.45,12.27,9.66,-11.79
0.02,0.11,-1.44,8.69,12.60,-11.28
0.02,0.10,-1.42,6.72,14.08,-9.50
0.03,0.12,-1.38,5.11,15.02,-7.40
0.04,0.14,-1.38,4.40,14.60,-4.87
0.05,0.13,-1.37,3.68,13.79,-3.69
0.07,0.11,-1.35,3.28,12.21,-2.31
0.09,0.10,-1.35,2.60,10.44,-1.95
0.10,0.08,-1.35,1.16,8.20,-2.56
0.11,0.07,-1.36,-0.63,7.21,-4.31
