acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.08,-0.10,-1.13,-6.98,-2.75,3.94
0.07,-0.10,-1.13,-7.92,-3.54,3.77
0.07,-0.10,-1.11,-8.61,-3.42,3.65
0.06,-0.10,-1.12,-8.95,-2.99,3.92
0.06,-0.09,-1.11,-8.84,-1.65,3.85
0.06,-0.09,-1.11,-8.64,-0.35,3.71
0.07,-0.08,-1.11,-8.26,0.84,3.42
0.07,-0.08,-1.10,-7.66,1.48,3.45
0.09,-0.09,-1.10,-6.89,1.33,3.22
0.10,-0.08,-1.09,-6.78,0.96,2.93
0.10,-0.09,-1.10,-6.05,0.27,2.93
0.10,-0.08,-1.08,-5.54,0.02,2.61
0.10,-0.09,-1.09,-5.65,-0.23,2.11
0.09,-0.10,-1.09,-5.40,-0.23,1.59
0.09,-0.09,-1.08,-5.65,-0.23,1.42
0.09,-0.09,-1.09,-5.47,-0.34,1.37
0.09,-0.08,-1.09,-5.08,-0.21,1.04
0.09,-0.07,-1.09,-4.43,-0.21,1.13
0.09,-0.07,-1.09,-3.28,-0.41,0.73
0.09,-0.07,-1.09,-2.08,-0.38,0.61
0.10,-0.08,-1.11,-1.48,-0.73,0.63
0.09,-0.09,-1.11,-1.65,-1.25,0.66
0.09,-0.10,-1.12,-2.35,-2.15,1.08
0.09,-0.10,-1.12,-3.28,-2.44,0.79
0.09,-0.10,-1.13,-4.44,-2.93,0.82
0.08,-0.11,-1.13,-5.01,-2.67,0.72
0.08,-0.10,-1.13,-5.40,-1.89,0.55
0.07,-0.09,-1.13,-5.77,-1.28,0.35
0.08,-0.09,-1.13,-5.36,-0.40,0.56
0.08,-0.09,-1.12,-5.10,0.40,0.32
0.09,-0.09,-1.13,-5.02,0.96,-0.05
0.10,-0.09,-1.13,-4.72,1.18,-0.44
0.10,-0.10,-1.14,-4.29,1.19,-0.37
0.10,-0.10,-1.14,-4.23,0.64,-0.49
0.11,-0.10,-1.14,-4.67,-0.03,-0.20
0.11,-0.11,-1.13,-5.22,-0.85,-0.85
0.10,-0.10,-1.14,-5.37,-1.92,-1.40
0.09,-0.10,-1.14,-5.47,-2.44,-1.94
0.09,-0.10,-1.15,-5.01,-2.56,-2.06
0.08,-0.09,-1.14,-4.55,-2.29,-2.14
0.08,-0.10,-1.15,-4.73,-1.45,-2.49
0.08,-0.10,-1.14,-4.99,-0.49,-3.08
0.07,-0.10,-1.14,-5.27,0.27,-3.59
0.07,-0.10,-1.13,-5.65,1.24,-3.97
0.08,-0.10,-1.13,-6.23,1.56,-4.72
0.08,-0.10,-1.13,-6.43,1.77,-4.84
0.08,-0.11,-1.14,-6.58,1.47,-4.72
0.08,-0.10,-1.13,-6.87,1.54,-4.55
0.08,-0.10,-1.14,-6.98,0.92,-4.64
0.08,-0.10,-1.12,-7.05,0.79,-4.73
0.07,-0.10,-1.13,-7.02,0.17,-4.63
0.08,-0.10,-1.12,-6.84,0.08,-4.37
0.06,-0.09,-1.13,-6.32,0.38,-4.18
0.06,-0.10,-1.13,-6.06,0.23,-4.20
0.07,-0.10,-1.12,-5.98,0.58,-4.11
0.06,-0.10,-1.13,-5.91,0.41,-4.20
0.06,-0.10,-1.12,-6.38,0.31,-3.98
0.06,-0.11,-1.12,-5.79,0.56,-3.57
0.06,-0.10,-1.13,-5.60,0.24,-3.59
0.07,-0.10,-1.11,-5.51,0.55,-3.83
0.06,-0.09,-1.11,-5.13,1.08,-3.79
0.06,-0.09,-1.12,-4.89,1.31,-3.92
0.06,-0.10,-1.12,-4.70,1.45,-3.98
0.06,-0.10,-1.12,-4.64,1.57,-4.14
0.06,-0.11,-1.12,-5.05,1.05,-4.00
0.06,-0.11,-1.14,-5.48,0.24,-3.54
0.05,-0.10,-1.13,-5.74,-0.14,-3.16
0.05,-0.10,-1.13,-6.11,-0.53,-2.66
0.05,-0.10,-1.13,-6.35,-0.49,-2.37
0.04,-0.10,-1.13,-6.50,-0.14,-2.23
0.04,-0.10,-1.11,-6.70,1.10,-2.40
0.04,-0.10,-1.12,-6.58,2.56,-2.58
0.03,-0.09,-1.12,-6.23,3.89,-2.41
0.04,-0.09,-1.12,-5.88,5.24,-2.34
0.05,-0.10,-1.12,-5.69,5.63,-2.12
0.06,-0.10,-1.11,-5.54,5.88,-2.06
0.07,-0.11,-1.12,-5.68,5.57,-2.27
0.07,-0.10,-1.11,-5.21,5.44,-2.31
0.08,-0.10,-1.12,-4.81,4.76,-2.24
0.08,-0.09,-1.12,-4.17,3.60,-2.47
0.08,-0.09,-1.12,-3.60,3.13,-2.55
0.08,-0.10,-1.13,-3.08,2.41,-2.81
0.07,-0.10,-1.13,-2.90,1.54,-2.79
0.07,-0.10,-1.14,-2.60,1.31,-2.61
0.07,-0.10,-1.16,-2.87,0.84,-2.55
0.06,-0.11,-1.16,-2.53,0.21,-2.50
0.06,-0.11,-1.18,-2.78,-0.02,-1.94
0.06,-0.11,-1.17,-2.67,-0.44,-1.53
0.07,-0.12,-1.18,-3.08,-0.50,-1.11
0.08,-0.12,-1.19,-3.44,-1.25,-0.69
0.10,-0.11,-1.20,-3.18,-1.45,-0.61
0.13,-0.12,-1.21,-3.04,-2.53,-0.70
0.16,-0.11,-1.22,-2.17,-3.65,-1.62
0.17,-0.09,-1.24,-0.09,-5.08,-2.82
0.17,-0.07,-1.28,2.37,-7.24,-5.21
0.17,-0.07,-1.32,5.48,-9.01,-7.83
0.14,-0.05,-1.40,9.15,-10.08,-10.46
0.11,-0.07,-1.46,13.05,-10.63,-12.75
0.06,-0.08,-1.53,16.55,-10.67,-14.21
0.04,-0.10,-1.59,19.48,-10.18,-13.65
-0.00,-0.13,-1.67,21.39,-9.97,-12.20
-0.03,-0.13,-1.74,22.02,-9.62,-10.40
-0.04,-0.13,-1.82,23.05,-8.53,-7.80
-0.05,-0.13,-1.90,22.82,-8.67,-4.84
-0.04,-0.17,-1.97,20.43,-9.53,-2.43
-0.02,-0.20,-2.02,15.80,-11.33,-0.24
-0.00,-0.24,-2.08,9.44,-13.82,1.68
0.01,-0.25,-2.12,3.59,-16.08,3.60
0.00,-0.25,-2.14,-2.21,-18.40,5.37
0.01,-0.25,-2.16,-7.89,-20.35,6.58
0.02,-0.25,-2.15,-12.87,-21.34,6.89
0.04,-0.26,-2.13,-18.00,-22.35,7.56
0.06,-0.25,-2.11,-21.62,-23.15,8.03
0.08,-0.25,-2.11,-24.11,-24.23,8.32
0.10,-0.22,-2.09,-24.56,-26.17,7.74
0.10,-0.22,-2.08,-23.50,-27.50,6.52
0.11,-0.23,-2.09,-21.62,-28.56,4.49
0.10,-0.23,-2.08,-18.09,-30.26,2.84
0.09,-0.23,-2.06,-14.23,-31.91,1.62
