acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.12,-0.02,-1.12,-7.28,-1.13,-0.26
0.12,-0.02,-1.12,-7.53,-1.24,-0.12
0.12,-0.01,-1.13,-7.15,-1.79,0.17
0.12,-0.01,-1.13,-6.90,-2.87,0.27
0.12,0.00,-1.13,-5.83,-3.54,0.44
0.12,0.00,-1.12,-5.07,-3.51,0.12
0.12,-0.01,-1.13,-4.53,-3.92,-0.11
0.11,-0.01,-1.12,-4.49,-3.92,0.00
0.12,-0.01,-1.12,-4.67,-3.76,-0.20
0.11,-0.02,-1.13,-5.25,-4.08,-0.58
0.10,-0.01,-1.13,-5.82,-4.05,-0.34
0.11,-0.01,-1.14,-6.43,-4.50,0.03
0.12,-0.00,-1.14,-6.70,-4.89,0.60
0.12,-0.00,-1.14,-6.53,-5.10,0.75
0.11,0.00,-1.15,-6.60,-5.56,0.63
0.11,0.00,-1.15,-5.85,-5.83,0.67
0.11,0.01,-1.14,-5.01,-5.74,0.84
0.11,-0.00,-1.15,-4.17,-5.21,1.01
0.11,-0.01,-1.14,-4.11,-4.61,0.81
0.11,-0.01,-1.15,-4.41,-3.48,0.55
0.11,-0.02,-1.15,-4.85,-2.12,-0.24
0.11,-0.03,-1.16,-5.57,-0.87,-0.89
0.11,-0.03,-1.16,-6.52,0.29,-1.13
0.11,-0.02,-1.15,-6.75,1.01,-1.36
0.12,-0.01,-1.17,-6.55,1.51,-1.07
0.13,-0.00,-1.16,-6.15,1.76,-0.73
0.12,-0.00,-1.15,-5.44,2.03,-0.24
0.12,-0.01,-1.15,-4.95,1.94,-0.08
0.13,-0.02,-1.14,-4.85,2.35,-0.63
0.12,-0.03,-1.14,-5.40,2.63,-1.05
0.12,-0.02,-1.14,-6.27,2.82,-1.74
0.12,-0.03,-1.14,-7.24,2.64,-2.05
0.13,-0.04,-1.14,-8.05,2.41,-1.83
0.14,-0.01,-1.15,-7.76,1.44,-1.05
0.14,0.01,-1.14,-6.53,0.21,-0.61
0.14,0.01,-1.14,-4.79,-1.04,-0.09
0.13,0.01,-1.16,-3.19,-2.21,-0.14
0.12,0.01,-1.17,-1.05,-2.70,-1.01
0.11,0.00,-1.19,0.11,-2.52,-2.50
0.10,-0.01,-1.22,0.58,-1.51,-3.53
0.09,-0.01,-1.24,-0.06,-0.43,-4.11
0.10,-0.02,-1.27,-1.25,1.04,-4.26
0.11,-0.03,-1.28,-2.20,1.85,-4.41
0.12,0.00,-1.30,-2.79,2.55,-4.52
0.13,0.02,-1.33,-2.53,2.67,-4.67
0.14,0.03,-1.35,-1.37,1.82,-4.66
0.14,0.05,-1.37,0.89,0.98,-4.49
0.14,0.07,-1.41,3.91,-0.31,-3.82
0.13,0.07,-1.44,6.81,-0.84,-3.27
0.12,0.04,-1.49,8.18,-1.39,-2.82
0.12,0.02,-1.53,8.31,-2.76,-2.67
0.11,0.02,-1.56,7.36,-2.55,-1.85
0.09,0.02,-1.61,5.80,-2.03,-0.14
0.07,0.01,-1.64,4.26,-0.40,2.02
0.07,-0.00,-1.65,2.37,2.23,3.28
0.06,-0.02,-1.66,0.08,5.04,3.51
0.07,-0.03,-1.66,-2.84,8.29,2.44
0.08,-0.03,-1.67,-5.24,11.47,1.40
0.09,0.00,-1.67,-6.17,13.95,1.02
0.11,0.03,-1.68,-5.68,16.63,1.68
0.15,0.07,-1.67,-3.54,17.89,1.56
0.17,0.10,-1.69,-0.12,18.09,0.52
0.20,0.11,-1.72,4.37,16.92,-1.31
0.21,0.12,-1.75,9.80,13.85,-3.11
0.21,0.10,-1.78,15.19,10.06,-4.53
0.21,0.08,-1.80,19.40,5.63,-5.69
0.22,0.06,-1.82,22.40,1.39,-7.50
0.20,0.02,-1.84,24.46,-1.94,-9.74
0.20,-0.01,-1.82,25.28,-4.20,-11.77
0.18,-0.03,-1.83,26.14,-5.77,-13.19
0.16,-0.04,-1.84,27.07,-6.96,-13.40
0.14,-0.06,-1.83,27.79,-7.22,-11.27
0.14,-0.08,-1.84,27.92,-7.42,-8.79
0.14,-0.12,-1.83,27.34,-6.67,-6.69
0.15,-0.18,-1.84,23.44,-6.06,-5.82
0.15,-0.20,-1.84,19.04,-5.45,-5.92
0.18,-0.21,-1.82,13.97,-5.47,-8.14
0.20,-0.21,-1.80,9.79,-5.62,-12.32
0.23,-0.20,-1.75,6.93,-6.44,-18.11
0.25,-0.19,-1.72,6.06,-7.50,-24.66
0.25,-0.19,-1.68,6.02,-8.89,-30.21
0.20,-0.20,-1.68,4.49,-10.72,-30.99
0.16,-0.24,-1.66,2.20,-11.71,-28.38
0.12,-0.28,-1.66,-1.66,-11.95,-22.29
0.11,-0.31,-1.64,-9.40,-12.23,-16.21
0.10,-0.32,-1.62,-17.24,-12.32,-11.76
0.10,-0.31,-1.57,-24.76,-13.66,-7.86
0.09,-0.30,-1.52,-30.37,-15.16,-4.43
0.12,-0.26,-1.48,-33.33,-16.98,-2.95
0.15,-0.20,-1.42,-32.64,-19.53,-4.92
0.13,-0.15,-1.37,-31.05,-23.28,-8.67
0.11,-0.13,-1.34,-26.95,-26.49,-13.31
0.09,-0.12,-1.29,-21.97,-29.80,-16.56
0.07,-0.16,-1.25,-17.44,-32.38,-18.90
0.04,-0.21,-1.27,-14.24,-33.85,-20.46
0.01,-0.27,-1.28,-11.65,-35.45,-20.35
-0.02,-0.31,-1.29,-11.13,-36.84,-18.56
-0.04,-0.30,-1.33,-8.73,-37.47,-15.08
-0.05,-0.29,-1.34,-2.67,-37.85,-12.18
-0.05,-0.30,-1.35,-0.18,-38.35,-10.46
-0.07,-0.33,-1.35,-1.34,-39.56,-9.13
