acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.05,-0.03,-1.13,-6.47,-1.68,-1.39
0.06,-0.04,-1.12,-6.12,-2.43,-1.95
0.06,-0.03,-1.13,-5.50,-3.63,-2.53
0.05,-0.03,-1.12,-4.99,-4.82,-2.55
0.05,-0.03,-1.13,-4.79,-5.91,-2.20
0.05,-0.05,-1.13,-4.85,-6.60,-1.74
0.05,-0.05,-1.13,-5.31,-7.07,-1.33
0.04,-0.06,-1.13,-6.18,-7.19,-1.08
0.03,-0.05,-1.13,-7.18,-6.98,-0.67
0.03,-0.05,-1.13,-7.66,-6.17,-0.26
0.02,-0.05,-1.12,-7.85,-5.57,-0.02
0.02,-0.04,-1.11,-7.83,-4.34,0.17
0.01,-0.04,-1.11,-8.27,-2.69,-0.43
0.01,-0.04,-1.12,-8.29,-0.70,-1.24
0.00,-0.03,-1.10,-8.27,1.04,-1.25
0.00,-0.02,-1.11,-7.92,3.25,-1.22
0.01,-0.02,-1.10,-7.24,4.79,-0.93
0.01,-0.02,-1.09,-6.50,6.14,-1.34
0.02,-0.01,-1.09,-6.06,6.27,-1.34
0.03,-0.01,-1.10,-5.76,5.57,-1.56
0.04,0.00,-1.10,-5.05,4.41,-1.57
0.05,-0.00,-1.11,-4.37,2.67,-1.21
0.05,-0.01,-1.11,-4.03,0.14,-1.28
0.05,-0.02,-1.12,-4.73,-2.05,-1.68
0.03,-0.03,-1.13,-5.25,-3.63,-1.60
0.02,-0.02,-1.13,-6.34,-3.97,-1.18
0.01,-0.02,-1.13,-7.04,-3.60,-0.73
0.00,-0.02,-1.14,-8.23,-2.73,-0.60
-0.00,-0.03,-1.14,-9.28,-1.60,-1.33
-0.00,-0.02,-1.14,-10.44,-0.03,-1.48
0.00,0.00,-1.14,-9.77,1.56,-0.81
-0.00,0.00,-1.13,-8.82,3.10,-0.38
0.00,0.01,-1.12,-7.28,4.18,-0.70
0.02,0.00,-1.12,-6.32,4.46,-0.82
0.02,-0.01,-1.13,-5.62,4.47,-0.87
