acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.02,0.03,-1.19,-16.40,-3.40,1.07
-0.03,0.07,-1.19,-12.37,-3.66,3.98
-0.02,0.07,-1.17,-8.12,-3.65,4.56
-0.02,0.05,-1.16,-4.44,-3.59,1.94
-0.02,0.02,-1.16,-2.81,-2.67,-1.15
-0.03,-0.01,-1.17,-2.92,-1.34,-2.56
-0.05,-0.03,-1.17,-3.94,1.24,-1.85
-0.05,-0.04,-1.17,-5.85,3.42,-0.73
-0.04,-0.04,-1.16,-7.44,5.44,-0.32
-0.02,-0.03,-1.17,-9.07,5.82,-0.58
-0.01,-0.03,-1.17,-10.89,6.11,-1.08
0.00,-0.04,-1.17,-13.50,5.16,-1.74
0.01,-0.06,-1.17,-16.53,3.54,-2.17
0.02,-0.06,-1.18,-19.89,1.48,-2.15
0.02,-0.05,-1.17,-22.50,-0.47,-1.28
0.02,-0.03,-1.16,-25.07,-1.89,-0.50
0.01,0.00,-1.15,-22.76,-2.85,1.50
0.01,0.03,-1.12,-20.40,-3.13,1.94
0.00,0.05,-1.11,-15.77,-2.50,2.27
-0.01,0.05,-1.10,-11.18,-0.76,1.94
-0.01,0.05,-1.10,-7.37,1.98,1.63
-0.01,0.03,-1.09,-4.60,4.55,1.86
-0.00,0.00,-1.09,-2.82,7.45,2.05
0.01,-0.00,-1.10,-1.63,9.25,2.03
0.02,-0.00,-1.10,-1.47,10.05,1.95
0.02,-0.01,-1.10,-1.89,9.86,1.66
0.04,-0.01,-1.12,-2.89,9.40,1.51
0.04,-0.03,-1.11,-4.69,8.17,1.45
0.05,-0.04,-1.11,-7.13,5.95,0.73
0.06,-0.03,-1.11,-9.31,4.02,0.72
0.05,-0.02,-1.10,-10.17,2.14,1.25
0.05,0.00,-1.09,-10.17,0.55,1.82
0.06,0.01,-1.08,-9.63,-0.78,1.69
0.05,0.01,-1.08,-8.79,-1.60,1.37
0.04,0.01,-1.08,-8.34,-2.03,1.19
0.04,0.01,-1.07,-7.85,-2.12,0.93
0.04,0.01,-1.08,-7.05,-1.98,0.85
0.03,0.02,-1.07,-6.34,-1.37,0.96
0.03,0.02,-1.08,-5.47,-1.01,0.89
0.02,0.02,-1.07,-4.31,-0.58,0.95
0.03,0.02,-1.08,-3.28,-0.40,1.24
0.03,0.01,-1.08,-2.93,-0.05,1.04
0.03,0.01,-1.09,-2.34,-0.02,0.85
0.03,0.01,-1.09,-2.08,-0.21,1.05
0.03,0.00,-1.10,-2.53,-0.14,0.61
0.04,-0.01,-1.11,-3.62,0.00,0.08
0.05,-0.01,-1.10,-5.05,-0.31,-0.34
0.04,-0.01,-1.11,-6.27,-0.49,-0.85
0.04,0.00,-1.11,-6.14,0.03,-0.49
0.03,0.01,-1.10,-5.33,0.11,-0.05
0.03,0.02,-1.09,-3.91,0.27,-0.11
0.03,0.02,-1.08,-2.20,0.87,-0.11
0.03,0.01,-1.09,-0.82,1.63,0.15
0.03,0.01,-1.09,0.32,2.32,0.41
0.03,-0.00,-1.10,0.73,2.47,0.53
0.03,-0.01,-1.10,1.02,2.32,0.55
0.03,-0.01,-1.11,1.18,2.17,0.69
0.03,-0.01,-1.11,1.08,1.50,1.04
0.03,-0.02,-1.11,0.81,0.67,1.04
0.03,-0.03,-1.13,-0.40,-0.44,1.19
0.03,-0.03,-1.13,-1.88,-0.84,1.60
0.03,-0.03,-1.12,-3.47,-0.66,1.54
0.02,-0.03,-1.14,-5.31,-0.50,0.81
0.01,-0.02,-1.13,-5.97,0.24,0.31
0.01,-0.01,-1.13,-6.37,1.10,-0.24
0.02,-0.01,-1.13,-6.09,1.86,-0.26
0.01,-0.01,-1.13,-6.24,2.46,-0.75
0.02,-0.02,-1.13,-6.49,2.52,-0.84
0.03,-0.03,-1.13,-7.19,2.11,-1.10
0.03,-0.02,-1.14,-7.86,1.66,-1.24
0.03,-0.00,-1.13,-7.34,0.85,-0.72
0.03,0.00,-1.13,-6.15,0.21,-0.17
0.02,0.01,-1.12,-4.56,-0.26,-0.09
0.02,0.01,-1.12,-3.18,-0.31,-0.34
0.01,0.01,-1.12,-1.63,0.05,-0.67
0.01,0.00,-1.11,-0.82,1.05,-1.05
0.00,-0.00,-1.12,-0.26,2.21,-1.66
0.00,-0.01,-1.12,0.06,3.27,-1.36
-0.00,-0.02,-1.13,-0.20,3.98,-1.01
0.00,-0.03,-1.14,-1.18,4.21,-1.01
0.01,-0.03,-1.15,-2.82,3.82,-1.28
0.02,-0.04,-1.15,-4.82,2.81,-0.99
0.01,-0.02,-1.16,-6.40,1.50,-0.82
0.02,-0.00,-1.16,-7.18,0.53,-0.12
0.00,0.01,-1.15,-6.46,-0.67,0.63
0.01,0.02,-1.14,-5.50,-0.92,0.96
-0.00,0.02,-1.14,-4.41,-0.56,1.24
0.00,0.01,-1.13,-3.69,-0.15,1.40
0.00,-0.00,-1.14,-3.39,1.24,1.37
0.01,-0.01,-1.14,-4.08,1.53,1.13
0.02,-0.03,-1.14,-4.99,1.97,0.98
0.01,-0.02,-1.14,-5.34,2.52,1.08
0.02,-0.01,-1.15,-5.50,2.24,1.39
0.02,-0.01,-1.14,-5.57,2.37,2.14
0.02,-0.01,-1.14,-5.48,2.03,2.14
0.02,-0.02,-1.14,-5.37,2.20,1.83
0.03,-0.01,-1.14,-5.79,2.26,1.44
0.02,-0.02,-1.14,-5.88,2.20,1.48
0.03,-0.02,-1.12,-6.03,2.47,1.07
0.03,-0.02,-1.13,-6.09,2.53,0.96
0.03,-0.02,-1.13,-6.60,2.41,0.81
0.03,-0.02,-1.14,-6.96,1.89,0.93
0.02,-0.02,-1.13,-7.19,1.86,1.36
0.03,-0.02,-1.12,-7.11,1.36,1.88
0.03,0.00,-1.13,-6.29,1.34,1.92
0.02,-0.00,-1.12,-5.22,1.33,2.11
0.03,-0.00,-1.12,-4.06,1.30,1.89
0.02,-0.01,-1.11,-3.37,1.36,1.73
0.03,-0.01,-1.12,-3.05,1.60,1.74
0.04,-0.02,-1.11,-2.85,1.73,1.57
0.03,-0.02,-1.10,-3.08,1.76,1.71
0.03,-0.02,-1.13,-3.33,1.71,1.37
0.03,-0.03,-1.12,-4.14,1.68,0.81
0.03,-0.03,-1.13,-5.24,1.48,0.53
0.03,-0.04,-1.13,-6.69,0.78,0.05
0.03,-0.04,-1.13,-7.80,0.69,-0.58
0.02,-0.02,-1.13,-8.53,1.02,-0.53
0.02,-0.02,-1.12,-8.67,1.71,-0.52
0.02,-0.01,-1.12,-8.35,2.17,-0.60
0.02,-0.01,-1.12,-7.91,2.55,-0.72
0.03,-0.01,-1.11,-7.28,3.02,-1.07
0.03,-0.01,-1.11,-6.85,3.36,-1.16
0.02,-0.01,-1.11,-6.15,3.62,-1.21
0.03,-0.00,-1.09,-5.54,3.91,-1.07
0.02,-0.01,-1.10,-5.13,4.38,-0.75
0.03,-0.01,-1.11,-4.89,4.26,-0.72
0.04,-0.01,-1.11,-5.18,4.20,-0.63
0.04,-0.01,-1.11,-5.18,3.53,-0.78
0.04,-0.00,-1.11,-5.02,2.76,-0.34
0.04,-0.01,-1.11,-4.78,1.79,-0.23
0.04,-0.01,-1.10,-4.66,0.72,-0.46
0.04,-0.01,-1.11,-4.55,0.00,-0.66
0.03,-0.01,-1.11,-4.61,-0.64,-0.40
0.03,-0.01,-1.11,-4.43,-0.53,-0.15
0.02,-0.01,-1.11,-4.27,-0.27,-0.35
0.02,-0.01,-1.12,-4.18,0.37,-0.52
0.01,-0.01,-1.12,-4.46,1.47,-0.66
0.01,-0.02,-1.13,-4.52,2.50,-0.46
0.01,-0.01,-1.12,-4.79,4.03,0.06
0.02,-0.01,-1.12,-4.21,5.60,0.43
0.01,-0.00,-1.12,-3.48,6.56,0.40
0.03,-0.01,-1.12,-3.22,6.78,0.12
0.04,-0.02,-1.12,-3.08,6.46,-0.21
0.05,-0.02,-1.12,-3.13,6.18,-0.21
0.06,-0.02,-1.13,-2.72,4.70,-0.44
0.06,-0.03,-1.12,-3.28,3.10,-0.75
0.05,-0.03,-1.14,-4.06,2.00,-0.72
0.06,-0.04,-1.14,-5.11,1.11,-0.92
0.05,-0.03,-1.13,-5.88,0.32,-1.16
0.04,-0.02,-1.14,-5.94,0.34,-1.28
0.03,-0.02,-1.13,-5.65,0.60,-1.25
0.03,-0.01,-1.13,-4.67,1.50,-1.19
0.03,-0.01,-1.11,-3.92,2.27,-1.34
0.02,-0.01,-1.11,-3.40,3.42,-1.86
0.02,-0.02,-1.13,-2.82,4.11,-1.92
0.03,-0.02,-1.12,-2.93,4.53,-2.20
0.04,-0.02,-1.14,-3.51,4.47,-2.26
0.04,-0.03,-1.13,-4.34,3.89,-2.06
0.04,-0.03,-1.14,-5.62,3.27,-2.08
0.04,-0.03,-1.14,-6.18,2.32,-1.82
0.04,-0.01,-1.13,-6.11,1.45,-1.54
0.03,-0.01,-1.13,-5.66,0.89,-1.36
0.03,-0.01,-1.14,-5.45,0.18,-1.85
0.04,-0.02,-1.13,-5.42,-0.17,-1.80
0.02,-0.01,-1.11,-5.02,-0.15,-1.86
0.03,-0.01,-1.12,-4.92,0.05,-1.92
0.02,-0.01,-1.13,-4.50,0.00,-1.69
0.02,-0.01,-1.12,-4.24,-0.38,-1.63
0.02,-0.01,-1.13,-4.05,-0.52,-1.28
0.02,-0.01,-1.13,-3.82,-0.41,-1.51
0.02,-0.01,-1.13,-3.62,-0.17,-1.71
0.01,-0.01,-1.14,-3.11,0.31,-1.50
0.01,-0.02,-1.14,-2.95,0.79,-1.04
0.00,-0.03,-1.14,-3.24,1.22,-1.08
0.01,-0.03,-1.13,-3.80,1.69,-1.28
0.02,-0.03,-1.15,-4.17,2.23,-1.24
0.02,-0.02,-1.14,-4.26,2.08,-0.96
0.01,-0.02,-1.14,-4.87,1.83,-0.56
0.02,-0.03,-1.15,-5.51,1.11,-0.63
0.02,-0.03,-1.14,-6.50,0.99,-0.55
0.02,-0.03,-1.14,-7.27,0.67,-0.63
0.01,-0.03,-1.14,-7.98,0.87,-0.69
0.02,-0.02,-1.13,-7.80,0.76,-0.69
0.02,0.00,-1.12,-6.50,1.45,-0.32
0.02,-0.00,-1.12,-5.02,1.91,-0.21
0.02,0.00,-1.11,-4.02,2.02,-0.26
0.02,-0.01,-1.10,-2.87,2.89,-0.41
0.03,-0.02,-1.11,-2.47,3.15,-0.78
0.04,-0.03,-1.12,-2.69,3.59,-1.25
0.03,-0.04,-1.11,-2.92,3.56,-1.65
0.03,-0.03,-1.12,-3.21,3.31,-1.66
0.04,-0.03,-1.12,-3.86,3.01,-1.66
0.05,-0.04,-1.13,-5.28,1.63,-1.40
0.04,-0.03,-1.13,-6.41,0.58,-1.19
0.03,-0.02,-1.13,-6.69,-0.43,-0.58
0.03,0.00,-1.13,-6.20,-1.24,-0.11
0.02,-0.01,-1.12,-5.73,-1.76,0.03
0.02,-0.01,-1.12,-5.08,-1.48,0.03
0.02,-0.01,-1.12,-4.73,-0.79,-0.23
0.01,-0.02,-1.13,-4.49,0.31,-0.26
0.01,-0.02,-1.12,-4.21,1.59,-0.58
0.01,-0.01,-1.12,-4.06,2.87,-0.87
0.02,-0.02,-1.12,-4.00,3.82,-0.84
0.02,-0.01,-1.11,-3.66,3.88,-0.99
0.03,-0.02,-1.14,-3.92,3.57,-0.85
0.05,-0.03,-1.13,-4.31,2.93,-0.98
0.05,-0.03,-1.13,-4.87,1.65,-0.67
0.06,-0.03,-1.13,-5.53,-0.09,-0.90
0.05,-0.03,-1.14,-6.11,-1.16,-1.01
0.04,-0.03,-1.12,-6.79,-1.79,-1.05
0.04,-0.03,-1.12,-7.02,-1.56,-0.99
0.03,-0.03,-1.13,-7.36,-0.81,-0.78
0.02,-0.03,-1.12,-7.48,0.08,-1.15
0.02,-0.02,-1.11,-7.59,1.13,-1.59
0.02,-0.01,-1.12,-6.99,2.26,-1.86
0.03,-0.01,-1.10,-6.03,3.53,-2.12
0.02,-0.01,-1.12,-5.31,3.82,-2.31
0.04,-0.02,-1.12,-4.92,3.69,-2.17
0.04,-0.01,-1.12,-4.17,3.21,-2.09
0.04,-0.01,-1.13,-3.47,2.34,-1.94
0.04,-0.01,-1.13,-3.33,1.47,-2.02
0.04,-0.02,-1.13,-3.79,0.75,-2.18
0.04,-0.03,-1.13,-4.26,0.26,-2.03
0.03,-0.03,-1.13,-4.46,0.11,-2.03
0.02,-0.03,-1.13,-4.87,0.73,-1.95
0.02,-0.02,-1.14,-5.02,1.39,-1.98
0.01,-0.02,-1.13,-4.72,2.26,-2.24
0.02,-0.02,-1.14,-4.70,2.49,-2.31
0.02,-0.02,-1.12,-4.41,3.22,-2.17
0.02,-0.02,-1.13,-4.43,3.21,-1.95
0.03,-0.02,-1.12,-4.35,2.75,-1.85
0.03,-0.02,-1.12,-4.27,2.34,-1.92
0.03,-0.02,-1.12,-4.38,1.92,-1.94
0.03,-0.02,-1.11,-4.15,1.40,-1.73
0.03,-0.03,-1.12,-4.17,1.42,-1.45
0.03,-0.03,-1.12,-4.02,1.50,-1.63
0.03,-0.02,-1.11,-3.45,1.65,-1.85
0.03,-0.02,-1.11,-2.66,2.34,-2.27
