acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.10,0.04,-1.13,-7.45,-1.88,-1.45
0.10,0.04,-1.13,-8.12,-3.54,-0.70
0.10,0.04,-1.14,-8.18,-5.28,-0.08
0.09,0.05,-1.13,-8.43,-5.92,0.35
0.08,0.05,-1.12,-8.11,-5.79,0.69
0.07,0.05,-1.12,-7.68,-5.40,0.64
0.06,0.06,-1.12,-7.47,-4.27,0.75
0.06,0.05,-1.10,-6.70,-2.21,1.18
0.07,0.05,-1.11,-6.55,-0.18,1.56
0.08,0.05,-1.11,-6.47,1.51,1.77
0.09,0.05,-1.11,-6.55,2.89,1.59
0.09,0.05,-1.11,-6.20,3.63,0.72
0.10,0.05,-1.11,-6.37,4.35,-0.18
0.11,0.06,-1.11,-6.27,3.94,-0.78
0.12,0.05,-1.12,-6.46,3.31,-1.71
0.13,0.05,-1.12,-6.82,1.59,-2.15
0.13,0.04,-1.12,-7.08,0.09,-2.43
0.12,0.04,-1.12,-7.68,-1.63,-2.43
0.10,0.05,-1.12,-7.82,-3.10,-2.53
0.10,0.05,-1.12,-7.82,-3.86,-2.18
0.09,0.05,-1.12,-8.18,-4.66,-1.62
0.09,0.06,-1.13,-8.37,-5.24,-0.66
0.08,0.06,-1.13,-8.50,-5.44,0.24
0.08,0.07,-1.12,-8.34,-5.16,1.13
0.07,0.08,-1.11,-7.97,-3.94,1.36
0.06,0.08,-1.11,-7.13,-2.61,1.65
0.07,0.07,-1.10,-6.35,-0.92,1.98
0.07,0.08,-1.11,-5.45,0.61,2.11
0.08,0.07,-1.11,-4.93,1.76,2.15
0.09,0.06,-1.11,-4.72,2.34,2.53
0.09,0.05,-1.11,-4.90,2.60,2.40
0.10,0.05,-1.11,-5.11,2.37,2.20
0.11,0.06,-1.10,-5.39,1.74,1.62
0.11,0.06,-1.11,-5.51,0.79,1.21
0.11,0.06,-1.11,-5.22,-0.18,0.75
0.11,0.06,-1.11,-4.90,-0.41,0.78
0.11,0.07,-1.11,-4.29,-0.27,0.44
0.11,0.05,-1.12,-3.79,-0.15,0.61
0.11,0.05,-1.12,-3.47,0.50,0.76
0.10,0.05,-1.12,-3.60,0.72,1.02
0.11,0.04,-1.12,-3.95,1.36,1.04
0.11,0.04,-1.11,-4.38,1.92,0.95
0.11,0.05,-1.12,-4.76,1.66,0.73
0.11,0.05,-1.12,-4.60,1.40,0.58
0.12,0.06,-1.11,-4.52,1.08,0.38
0.12,0.06,-1.12,-4.29,0.98,0.24
0.12,0.06,-1.12,-3.85,0.49,-0.20
0.11,0.05,-1.13,-3.73,0.84,-0.26
0.12,0.04,-1.12,-3.76,1.01,-0.40
0.12,0.05,-1.13,-4.31,1.86,-0.78
0.12,0.04,-1.14,-4.92,1.76,-1.01
0.12,0.04,-1.14,-5.65,1.34,-1.37
0.12,0.04,-1.14,-6.29,1.30,-1.47
0.12,0.04,-1.14,-6.85,0.82,-1.54
0.12,0.06,-1.13,-6.72,0.27,-1.76
0.12,0.07,-1.12,-6.69,0.00,-2.21
0.11,0.06,-1.13,-6.60,-0.41,-2.26
0.11,0.07,-1.13,-6.11,-0.41,-2.09
0.10,0.08,-1.11,-5.50,-0.40,-1.62
0.10,0.07,-1.12,-4.76,0.26,-1.28
0.10,0.07,-1.12,-4.43,1.05,-1.51
0.10,0.06,-1.12,-4.06,1.88,-1.71
0.10,0.06,-1.12,-4.11,2.53,-1.59
0.10,0.05,-1.12,-4.32,3.24,-1.85
0.11,0.05,-1.12,-4.95,3.05,-1.94
0.11,0.05,-1.13,-5.33,2.73,-1.92
0.11,0.05,-1.13,-6.05,2.06,-1.76
0.11,0.05,-1.12,-6.76,1.53,-1.65
0.11,0.05,-1.12,-7.21,0.70,-1.65
0.10,0.06,-1.13,-7.27,0.21,-1.18
0.10,0.06,-1.12,-7.05,-0.06,-1.40
0.10,0.07,-1.11,-6.46,0.09,-1.47
0.10,0.08,-1.10,-5.94,0.66,-1.33
0.09,0.08,-1.11,-5.34,1.16,-1.36
0.09,0.08,-1.12,-4.75,1.30,-0.75
0.09,0.07,-1.12,-4.12,1.44,-0.98
0.10,0.06,-1.12,-3.88,1.77,-0.90
0.10,0.06,-1.12,-3.74,1.79,-0.87
0.10,0.06,-1.13,-3.74,1.62,-0.98
0.10,0.06,-1.12,-4.00,1.94,-1.13
0.10,0.05,-1.13,-4.18,1.80,-0.90
0.10,0.05,-1.12,-4.69,1.88,-0.87
0.10,0.05,-1.13,-4.55,2.03,-0.72
0.10,0.05,-1.12,-4.98,2.09,-0.61
0.09,0.05,-1.13,-5.01,2.09,-0.67
0.10,0.05,-1.13,-5.48,1.89,-0.46
0.10,0.04,-1.12,-5.76,1.95,-0.46
0.10,0.05,-1.12,-5.98,1.53,-0.20
0.11,0.05,-1.12,-6.02,1.16,-0.26
0.09,0.06,-1.12,-5.89,1.04,-0.32
0.10,0.06,-1.12,-5.69,0.61,-0.60
0.10,0.06,-1.11,-5.57,0.66,-0.61
0.10,0.05,-1.11,-4.81,1.34,-0.43
0.09,0.06,-1.11,-4.23,1.37,-0.38
0.09,0.06,-1.11,-3.79,2.08,-0.56
0.09,0.05,-1.11,-3.27,2.66,-0.34
0.10,0.05,-1.11,-3.15,2.87,-0.35
0.10,0.05,-1.11,-2.84,2.87,-0.44
0.11,0.05,-1.12,-3.05,2.99,-0.17
0.11,0.04,-1.12,-3.98,2.43,-0.14
0.10,0.03,-1.13,-4.98,1.48,-0.06
0.10,0.04,-1.14,-5.74,0.85,0.09
0.10,0.05,-1.12,-6.29,0.14,-0.18
0.09,0.06,-1.12,-6.38,-0.02,-0.56
0.09,0.06,-1.12,-6.24,0.23,-0.61
0.08,0.06,-1.11,-5.79,0.82,-0.85
0.09,0.07,-1.12,-5.47,1.21,-0.31
0.08,0.07,-1.12,-4.95,1.45,0.38
0.09,0.07,-1.11,-4.15,2.23,0.69
0.10,0.08,-1.11,-3.27,2.18,0.75
0.10,0.07,-1.11,-2.49,2.23,0.41
0.11,0.05,-1.12,-2.43,2.23,0.17
0.11,0.05,-1.12,-2.52,1.82,-0.15
0.11,0.04,-1.13,-3.07,1.65,-0.20
0.11,0.04,-1.13,-3.65,0.61,0.05
0.11,0.04,-1.13,-4.24,-0.26,0.32
0.10,0.05,-1.13,-4.58,-0.66,0.38
0.10,0.05,-1.13,-5.02,-0.75,0.21
0.09,0.05,-1.13,-5.07,-0.64,-0.03
0.09,0.06,-1.12,-5.30,0.40,-0.05
0.09,0.06,-1.13,-5.39,1.40,-0.03
0.09,0.06,-1.13,-5.39,2.34,0.03
0.09,0.06,-1.13,-5.22,3.01,0.03
