acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.13,0.07,-1.11,-3.22,-0.61,-0.79
0.14,0.06,-1.12,-2.79,0.02,-0.78
0.14,0.05,-1.11,-3.07,0.79,-0.73
0.14,0.05,-1.12,-3.79,1.50,-0.44
0.15,0.04,-1.13,-4.78,1.76,0.00
0.14,0.03,-1.13,-5.92,1.60,0.08
0.15,0.02,-1.12,-7.94,1.76,-0.06
0.16,0.03,-1.13,-9.68,1.27,0.41
0.15,0.04,-1.14,-11.08,0.64,0.63
0.16,0.04,-1.14,-11.68,-0.11,1.10
0.15,0.04,-1.13,-12.11,-0.49,1.51
0.15,0.05,-1.13,-12.24,-0.43,1.31
0.14,0.06,-1.12,-11.97,-0.46,1.47
0.15,0.06,-1.12,-11.40,-0.40,1.44
0.14,0.06,-1.12,-10.78,0.05,1.62
0.14,0.07,-1.11,-9.79,0.15,1.94
0.14,0.07,-1.11,-8.82,0.61,2.53
0.15,0.07,-1.11,-7.45,1.13,2.72
0.14,0.07,-1.11,-6.53,1.60,3.02
0.15,0.07,-1.11,-5.57,1.53,2.79
0.15,0.06,-1.11,-4.76,1.95,2.61
0.15,0.06,-1.10,-3.95,2.56,2.38
0.15,0.07,-1.10,-3.48,2.85,2.17
0.16,0.06,-1.11,-3.33,3.15,2.27
0.15,0.05,-1.12,-3.56,3.07,1.92
0.16,0.04,-1.11,-4.15,2.52,1.91
0.15,0.04,-1.12,-4.95,1.77,2.24
0.16,0.04,-1.12,-5.53,1.21,2.32
0.17,0.04,-1.11,-5.92,0.38,2.53
0.16,0.04,-1.12,-5.91,-0.09,2.46
0.16,0.05,-1.12,-5.94,-0.52,2.35
0.15,0.05,-1.12,-5.42,-0.73,2.40
0.15,0.06,-1.12,-4.95,-0.69,2.17
0.15,0.08,-1.11,-4.21,-0.34,2.31
0.15,0.07,-1.12,-3.15,-0.40,1.77
0.15,0.06,-1.12,-2.69,0.02,1.82
0.15,0.07,-1.12,-1.91,0.17,1.47
0.15,0.06,-1.11,-1.39,0.35,1.63
0.15,0.06,-1.12,-1.25,0.26,1.21
0.15,0.05,-1.12,-1.53,0.05,1.18
0.15,0.05,-1.12,-2.27,-0.26,1.28
0.15,0.05,-1.11,-3.04,-0.15,1.48
0.15,0.06,-1.12,-3.40,-0.31,1.74
0.14,0.06,-1.12,-2.96,-0.52,2.02
0.15,0.06,-1.11,-2.64,-0.64,2.09
0.15,0.06,-1.11,-2.85,-0.41,1.65
0.15,0.06,-1.12,-2.82,-0.56,1.56
0.15,0.06,-1.12,-3.18,-0.76,1.37
0.15,0.05,-1.12,-3.37,-1.01,1.37
0.15,0.06,-1.11,-3.69,-0.98,1.56
0.14,0.07,-1.10,-3.98,-0.78,1.69
0.14,0.06,-1.12,-4.29,-0.95,1.86
0.14,0.07,-1.12,-4.34,-0.78,1.80
0.14,0.06,-1.12,-4.31,-0.40,2.00
0.14,0.07,-1.12,-3.97,-0.06,2.15
0.13,0.07,-1.12,-3.22,0.24,2.61
0.13,0.08,-1.12,-2.47,0.47,2.56
0.14,0.07,-1.11,-2.00,1.24,2.50
0.14,0.06,-1.12,-2.03,1.86,2.47
0.15,0.06,-1.12,-2.08,1.51,2.40
0.15,0.05,-1.12,-2.84,1.53,2.41
0.15,0.05,-1.12,-3.42,0.95,2.92
0.16,0.05,-1.13,-4.43,0.09,3.19
0.15,0.05,-1.12,-4.92,-0.24,3.63
0.16,0.06,-1.11,-5.18,-0.81,3.79
0.15,0.07,-1.12,-4.66,-1.10,3.97
0.15,0.09,-1.11,-3.73,-1.25,3.95
0.15,0.09,-1.10,-2.56,-1.15,3.34
0.15,0.10,-1.10,-1.31,-0.72,3.39
0.15,0.10,-1.10,-0.50,-0.40,3.21
0.15,0.09,-1.11,0.11,-0.15,3.11
0.15,0.08,-1.11,0.15,0.18,3.34
0.15,0.10,-1.11,-0.02,0.17,3.42
0.17,0.11,-1.11,-0.34,-0.08,3.71
