acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.07,-0.05,-1.15,-9.02,-0.41,-6.82
0.06,-0.05,-1.15,-9.89,0.37,-5.89
0.05,-0.04,-1.15,-10.08,1.86,-4.76
0.05,-0.03,-1.14,-10.32,2.92,-3.80
0.06,-0.03,-1.14,-10.34,3.92,-3.07
0.06,-0.03,-1.13,-10.17,4.64,-2.58
0.06,-0.03,-1.13,-9.66,5.02,-1.98
0.07,-0.03,-1.11,-9.24,5.91,-1.60
0.06,-0.04,-1.12,-8.81,6.37,-1.51
0.06,-0.03,-1.10,-8.43,6.56,-1.47
0.06,-0.05,-1.09,-8.27,6.70,-1.37
0.07,-0.05,-1.11,-8.24,6.99,-1.50
0.07,-0.05,-1.09,-8.44,7.42,-1.65
0.06,-0.06,-1.09,-9.19,7.53,-1.53
0.08,-0.07,-1.11,-10.00,6.87,-1.89
0.07,-0.07,-1.11,-10.58,5.57,-1.63
0.09,-0.05,-1.10,-10.82,5.40,-3.77
0.05,-0.06,-1.10,-11.02,5.54,0.09
0.11,-0.03,-1.10,-10.78,3.42,-2.49
0.07,-0.03,-1.11,-10.17,0.56,-5.80
0.08,-0.04,-1.09,-9.59,3.86,-2.79
0.08,-0.05,-1.08,-8.93,6.85,-0.06
0.06,-0.05,-1.10,-8.14,5.44,0.02
0.03,-0.01,-1.10,-6.96,4.69,-1.73
0.05,-0.00,-1.09,-5.97,3.34,-2.56
0.09,-0.02,-1.09,-5.07,2.93,-2.20
0.10,-0.04,-1.10,-4.47,1.25,-1.54
0.10,-0.03,-1.09,-4.11,-0.23,-1.74
0.09,-0.03,-1.11,-3.98,-3.07,-2.96
0.09,-0.03,-1.10,-4.11,-4.92,-4.18
0.08,-0.03,-1.10,-3.65,-5.71,-5.15
0.07,-0.03,-1.11,-4.08,-5.97,-5.05
0.05,-0.04,-1.11,-4.63,-5.47,-4.85
0.04,-0.04,-1.12,-5.10,-4.49,-4.35
0.03,-0.04,-1.12,-5.68,-3.85,-3.76
0.04,-0.03,-1.13,-6.32,-3.30,-3.37
0.04,-0.02,-1.12,-6.69,-2.52,-2.72
0.03,-0.02,-1.12,-6.44,-2.50,-1.91
0.04,-0.02,-1.11,-6.08,-2.21,-1.40
0.05,-0.01,-1.11,-5.57,-2.44,-0.66
0.06,-0.02,-1.11,-5.08,-3.36,-0.21
0.06,-0.03,-1.12,-4.84,-3.73,0.02
0.06,-0.03,-1.11,-4.58,-4.40,-0.31
0.06,-0.03,-1.11,-4.47,-4.78,-0.95
0.07,-0.03,-1.11,-4.46,-5.28,-1.33
0.06,-0.03,-1.12,-4.40,-5.50,-1.07
0.06,-0.03,-1.12,-4.40,-5.77,-0.49
0.05,-0.02,-1.12,-4.21,-5.25,0.47
0.05,-0.02,-1.12,-3.74,-4.35,0.81
0.05,-0.03,-1.12,-3.53,-3.16,1.21
0.05,-0.03,-1.11,-3.36,-1.86,1.33
0.05,-0.04,-1.11,-3.34,-1.18,1.13
0.06,-0.04,-1.13,-3.62,-0.66,0.81
0.07,-0.04,-1.12,-3.80,-1.18,0.75
0.08,-0.04,-1.13,-3.95,-1.94,0.34
0.09,-0.05,-1.13,-4.17,-2.75,0.24
0.08,-0.04,-1.13,-4.18,-3.74,0.60
0.07,-0.04,-1.14,-4.46,-4.49,0.84
