acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.06,0.04,-1.06,-3.24,11.01,1.73
0.08,0.02,-1.05,-0.21,14.99,-0.09
0.12,0.00,-1.05,2.23,17.33,-1.82
0.16,-0.01,-1.06,4.27,17.44,-3.15
0.18,-0.01,-1.08,6.26,15.51,-3.69
0.20,-0.02,-1.10,7.04,11.44,-4.21
0.19,-0.04,-1.11,6.64,7.10,-5.50
0.18,-0.06,-1.13,4.92,2.78,-6.52
0.17,-0.07,-1.14,2.79,-1.56,-8.06
0.15,-0.07,-1.15,-0.87,-5.31,-9.31
0.13,-0.07,-1.15,-4.20,-7.53,-10.31
0.11,-0.05,-1.14,-7.08,-8.66,-10.15
0.09,-0.04,-1.14,-9.16,-8.60,-10.14
0.08,-0.03,-1.12,-10.79,-7.59,-10.72
0.07,0.01,-1.11,-10.35,-6.02,-10.78
0.06,0.04,-1.10,-8.75,-4.20,-9.91
0.06,0.05,-1.09,-6.14,-2.56,-9.07
0.06,0.06,-1.09,-2.96,-1.04,-8.56
0.05,0.05,-1.10,-0.43,0.26,-8.23
0.06,0.03,-1.11,1.36,0.98,-8.61
0.06,0.02,-1.11,2.55,1.22,-8.66
0.06,0.01,-1.13,2.64,0.44,-8.50
0.07,0.00,-1.14,2.11,-1.11,-8.31
0.07,-0.00,-1.13,0.58,-2.46,-8.29
0.06,-0.01,-1.14,-1.47,-3.50,-8.03
0.07,-0.02,-1.15,-3.85,-4.70,-7.68
0.07,-0.01,-1.15,-5.44,-5.62,-7.95
0.07,-0.02,-1.15,-7.02,-6.95,-8.81
0.06,-0.03,-1.16,-9.47,-8.11,-10.96
0.07,-0.03,-1.15,-12.27,-8.85,-12.18
0.06,-0.04,-1.15,-15.02,-9.56,-12.09
0.06,-0.02,-1.16,-16.67,-10.06,-11.71
0.05,-0.01,-1.15,-17.51,-10.24,-10.78
0.05,-0.01,-1.14,-18.11,-9.76,-10.75
0.05,0.00,-1.13,-17.60,-9.13,-10.70
0.05,0.02,-1.12,-15.74,-7.51,-9.86
0.05,0.02,-1.11,-13.53,-5.94,-8.99
0.05,0.01,-1.11,-11.74,-4.76,-8.70
0.06,-0.00,-1.12,-10.21,-3.13,-8.15
0.06,0.00,-1.11,-9.50,-1.66,-7.80
0.06,-0.00,-1.12,-9.31,-0.46,-7.28
0.07,-0.00,-1.12,-8.89,1.11,-7.08
0.06,0.00,-1.13,-8.81,1.73,-6.37
0.07,-0.01,-1.12,-9.16,2.38,-5.73
0.07,-0.01,-1.11,-9.42,2.24,-5.22
0.08,-0.02,-1.12,-10.03,2.03,-5.11
0.09,-0.02,-1.12,-10.76,1.36,-5.73
0.09,-0.01,-1.13,-10.67,0.00,-5.97
0.08,-0.00,-1.12,-10.47,-1.18,-5.36
0.09,-0.01,-1.12,-10.64,-2.50,-4.75
0.08,-0.01,-1.12,-10.05,-3.40,-4.20
0.08,-0.01,-1.11,-9.83,-4.61,-4.11
0.07,-0.00,-1.12,-9.44,-5.25,-4.58
0.07,-0.01,-1.12,-9.77,-5.10,-4.43
0.06,-0.02,-1.12,-9.62,-4.82,-4.05
0.05,-0.00,-1.12,-9.28,-4.20,-3.13
0.04,0.01,-1.13,-8.27,-3.42,-2.43
0.04,0.02,-1.11,-7.53,-2.60,-2.24
0.05,-0.00,-1.12,-7.48,-2.46,-2.47
0.06,-0.01,-1.13,-7.94,-2.44,-2.79
0.06,-0.02,-1.15,-9.13,-3.16,-2.96
0.06,-0.01,-1.15,-9.44,-4.00,-3.31
0.05,0.00,-1.15,-9.50,-4.78,-3.33
0.06,0.00,-1.14,-9.80,-5.51,-3.34
0.04,-0.02,-1.14,-10.46,-6.09,-3.86
0.04,-0.01,-1.14,-10.49,-5.94,-3.62
