acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.06,-0.09,-1.14,-6.69,-0.93,-0.32
0.05,-0.08,-1.12,-6.43,-0.69,-0.60
0.05,-0.08,-1.13,-5.77,-0.72,-0.52
0.06,-0.09,-1.12,-5.45,-0.31,-1.10
0.05,-0.08,-1.13,-5.65,0.43,-1.63
0.05,-0.09,-1.13,-5.74,1.02,-2.20
0.04,-0.08,-1.15,-6.31,1.42,-2.58
0.04,-0.09,-1.14,-6.61,1.98,-2.55
0.04,-0.08,-1.13,-6.27,2.00,-2.18
0.04,-0.08,-1.13,-6.24,2.41,-1.24
0.04,-0.09,-1.13,-5.77,2.05,-0.73
0.04,-0.09,-1.12,-5.66,1.69,-0.85
0.05,-0.08,-1.12,-5.44,1.42,-0.64
0.05,-0.09,-1.10,-5.68,1.59,-0.96
0.05,-0.08,-1.12,-6.27,1.39,-0.99
0.05,-0.08,-1.12,-6.37,1.21,-1.21
0.06,-0.08,-1.11,-6.69,0.82,-1.47
0.06,-0.09,-1.12,-6.92,0.84,-1.42
0.05,-0.08,-1.13,-7.18,0.32,-1.28
0.05,-0.08,-1.12,-7.04,-0.05,-0.95
0.04,-0.08,-1.13,-7.11,-0.26,-0.70
0.04,-0.08,-1.14,-6.82,-0.67,-0.46
0.04,-0.08,-1.13,-6.75,-0.66,-0.35
0.03,-0.07,-1.12,-6.46,-0.09,-0.46
0.02,-0.08,-1.13,-6.64,0.76,-0.47
0.02,-0.09,-1.12,-6.99,1.74,-0.53
0.02,-0.09,-1.11,-7.40,2.56,-0.82
0.03,-0.09,-1.11,-7.86,3.42,-0.78
0.04,-0.09,-1.10,-8.06,3.62,-0.82
0.05,-0.09,-1.11,-8.20,3.18,-0.55
0.06,-0.08,-1.11,-8.08,2.66,-0.11
0.07,-0.09,-1.11,-7.79,1.33,0.63
0.07,-0.08,-1.11,-7.50,0.17,0.93
0.07,-0.08,-1.10,-6.90,-1.11,1.37
0.06,-0.06,-1.10,-5.76,-2.03,1.24
0.05,-0.06,-1.10,-4.70,-2.56,1.07
0.04,-0.06,-1.12,-3.48,-2.76,1.42
0.03,-0.07,-1.11,-2.46,-2.18,1.27
0.03,-0.06,-1.12,-1.63,-1.27,1.13
0.03,-0.07,-1.13,-1.51,-0.03,1.45
0.02,-0.08,-1.13,-1.92,0.75,1.56
0.03,-0.09,-1.14,-2.29,2.09,1.56
0.04,-0.09,-1.14,-2.76,2.70,1.56
0.04,-0.09,-1.14,-3.98,2.92,1.16
