acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.04,0.00,-1.12,-3.34,0.14,2.43
0.04,0.01,-1.13,-2.53,-0.24,2.05
0.04,-0.00,-1.14,-2.08,-0.49,1.92
0.04,-0.01,-1.14,-1.62,0.15,2.17
0.04,-0.01,-1.14,-1.76,0.34,2.21
0.04,-0.02,-1.14,-1.94,0.78,2.02
0.04,-0.03,-1.15,-3.07,1.05,1.73
0.04,-0.03,-1.15,-4.41,0.92,1.74
0.04,-0.04,-1.15,-5.45,0.73,1.28
0.04,-0.03,-1.16,-6.64,0.06,1.10
0.05,-0.02,-1.16,-7.25,-0.98,1.13
0.05,-0.01,-1.15,-6.90,-1.91,1.56
0.05,-0.00,-1.14,-6.31,-2.69,1.71
0.05,-0.00,-1.14,-5.85,-3.39,1.51
0.05,-0.02,-1.14,-5.39,-3.47,1.24
0.04,-0.02,-1.14,-5.51,-3.30,0.90
0.04,-0.03,-1.14,-6.08,-2.73,0.73
0.03,-0.04,-1.14,-6.72,-1.89,0.50
0.02,-0.04,-1.14,-7.11,-0.64,0.61
0.02,-0.03,-1.14,-7.88,-0.06,0.60
0.02,-0.03,-1.14,-8.44,0.44,0.47
0.02,-0.03,-1.14,-9.04,0.76,0.84
0.02,-0.03,-1.14,-8.87,0.55,1.56
0.03,-0.02,-1.12,-8.23,0.56,1.91
0.03,-0.02,-1.12,-7.68,0.08,1.60
0.03,-0.01,-1.12,-7.04,0.18,1.40
0.03,-0.00,-1.11,-5.57,0.49,1.24
0.02,-0.01,-1.11,-4.35,0.81,0.89
0.03,-0.01,-1.11,-3.07,1.59,0.20
0.02,-0.01,-1.12,-2.17,2.09,0.00
0.02,-0.02,-1.12,-1.69,2.32,0.15
0.03,-0.02,-1.12,-1.83,2.20,0.35
0.03,-0.03,-1.15,-2.81,0.98,0.73
0.04,-0.05,-1.16,-3.86,-0.02,1.19
0.04,-0.04,-1.15,-5.19,-1.40,1.34
0.04,-0.04,-1.16,-6.63,-2.46,1.50
0.03,-0.04,-1.15,-7.57,-2.84,1.42
0.04,-0.03,-1.16,-8.60,-2.78,0.70
0.03,-0.01,-1.14,-8.76,-1.79,0.75
0.02,-0.01,-1.13,-8.72,-1.25,0.66
0.03,-0.01,-1.13,-8.63,0.17,0.87
0.03,-0.02,-1.12,-8.29,1.07,0.55
0.03,-0.01,-1.11,-7.98,1.31,-0.20
0.03,-0.01,-1.12,-7.40,1.79,-0.49
0.04,-0.01,-1.11,-7.07,1.08,-0.23
0.03,-0.01,-1.12,-6.61,0.66,0.06
0.03,-0.02,-1.12,-6.93,-0.26,0.40
0.03,-0.02,-1.12,-7.18,-1.47,0.93
0.03,-0.02,-1.12,-7.39,-1.68,1.19
