acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.06,-0.00,-1.15,-0.34,0.32,7.39
0.06,-0.01,-1.15,0.70,0.95,6.89
0.07,-0.02,-1.15,0.18,1.40,6.29
0.07,-0.03,-1.17,-0.60,1.76,5.48
0.07,-0.04,-1.17,-2.00,1.63,4.58
0.07,-0.04,-1.17,-3.54,1.50,3.59
0.08,-0.05,-1.18,-4.90,0.75,2.90
0.07,-0.03,-1.17,-4.84,0.61,2.58
0.08,-0.02,-1.16,-4.72,0.35,2.17
0.07,-0.02,-1.16,-4.17,0.63,1.69
0.07,-0.02,-1.15,-4.49,0.46,1.24
0.07,-0.04,-1.14,-4.44,0.98,0.66
0.06,-0.03,-1.14,-5.48,1.36,0.67
0.07,-0.03,-1.15,-6.58,1.76,0.58
0.07,-0.03,-1.16,-7.85,1.77,0.56
0.07,-0.03,-1.17,-8.85,1.22,0.61
0.07,-0.04,-1.17,-10.38,0.53,0.47
0.07,-0.04,-1.17,-11.59,-0.05,0.47
0.06,-0.04,-1.17,-13.15,-0.78,0.93
0.06,-0.03,-1.16,-13.88,-1.24,1.89
0.05,-0.02,-1.15,-14.21,-1.11,2.66
0.06,-0.01,-1.14,-13.80,-0.61,2.96
0.05,-0.01,-1.12,-13.50,-0.15,2.55
0.06,0.01,-1.12,-11.89,1.18,1.83
0.05,0.01,-1.10,-10.35,1.73,1.27
0.06,0.01,-1.10,-7.74,1.62,1.25
0.05,0.02,-1.11,-5.63,2.43,1.33
0.06,0.01,-1.11,-3.60,1.98,1.62
0.06,-0.01,-1.11,-2.38,1.69,1.50
0.05,-0.01,-1.12,-1.48,1.24,1.27
0.06,-0.02,-1.13,-1.82,0.85,0.49
0.06,-0.03,-1.13,-2.49,0.52,-0.34
0.05,-0.03,-1.14,-4.50,0.43,-1.05
0.05,-0.05,-1.14,-6.27,0.32,-2.35
0.06,-0.05,-1.14,-9.05,0.47,-3.36
0.04,-0.04,-1.14,-10.96,0.26,-3.85
0.05,-0.03,-1.13,-12.98,0.82,-4.00
0.04,-0.03,-1.13,-13.91,0.87,-4.17
0.04,-0.01,-1.11,-13.95,0.95,-3.69
0.04,-0.01,-1.11,-13.91,1.37,-3.24
