acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.06,0.01,-1.12,-2.70,-2.44,-1.48
0.05,0.01,-1.13,-2.95,-2.02,-1.28
0.06,-0.00,-1.14,-3.65,-1.73,-1.11
0.06,-0.01,-1.14,-5.04,-2.21,-1.01
0.06,-0.02,-1.14,-6.24,-2.15,-1.07
0.07,-0.01,-1.14,-7.18,-2.26,-0.49
0.08,-0.01,-1.14,-7.80,-1.91,-0.38
0.08,0.01,-1.13,-7.63,-1.98,-0.40
0.09,0.01,-1.12,-7.42,-1.95,-0.44
0.10,0.02,-1.12,-6.08,-1.95,-0.76
0.10,0.02,-1.12,-5.07,-2.31,-1.48
0.09,0.01,-1.12,-4.23,-3.02,-1.71
0.09,0.01,-1.12,-3.42,-2.05,-2.58
0.10,-0.01,-1.12,-3.98,-3.68,-1.95
0.09,0.01,-1.12,-3.79,-3.40,-4.21
0.06,0.00,-1.13,-4.00,-3.98,-2.40
0.07,-0.01,-1.12,-4.29,-2.66,-1.27
0.07,-0.00,-1.14,-4.95,-2.79,-2.53
0.05,-0.00,-1.13,-5.65,-2.41,-3.57
0.04,0.00,-1.13,-5.89,-1.21,-4.08
0.05,0.00,-1.14,-6.05,-0.78,-3.44
0.05,0.01,-1.14,-6.17,-0.23,-2.69
0.05,0.02,-1.12,-6.47,0.92,-1.82
0.05,0.01,-1.13,-6.79,1.30,-1.07
0.06,0.01,-1.13,-7.21,1.30,-1.08
0.07,0.01,-1.12,-7.50,1.44,-1.07
0.07,0.02,-1.12,-7.27,1.74,-1.11
0.07,0.03,-1.11,-7.11,1.80,-1.40
0.06,0.03,-1.11,-6.67,1.63,-1.66
0.08,0.03,-1.10,-6.40,1.92,-1.89
0.07,0.02,-1.11,-5.48,1.89,-1.91
0.07,0.02,-1.12,-5.25,1.91,-1.91
0.07,0.01,-1.12,-5.22,1.30,-2.08
0.08,0.01,-1.12,-5.45,0.81,-1.77
0.07,0.02,-1.13,-5.56,0.44,-1.82
0.07,0.01,-1.13,-5.88,0.27,-1.74
0.07,0.01,-1.11,-6.49,-0.17,-1.76
0.08,0.01,-1.11,-7.05,-0.34,-1.28
