acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.06,0.03,-1.15,-8.58,-1.89,-0.40
0.06,0.04,-1.15,-8.82,-2.52,-0.49
0.04,0.04,-1.15,-8.55,-2.78,-0.37
0.04,0.04,-1.15,-8.09,-2.52,0.09
0.03,0.04,-1.13,-7.66,-1.73,0.29
0.03,0.03,-1.13,-7.63,-0.44,0.12
0.03,0.02,-1.14,-7.76,1.19,-0.05
0.03,0.02,-1.13,-7.91,2.24,-0.38
0.05,0.03,-1.13,-7.94,2.78,-0.44
0.05,0.03,-1.13,-8.20,3.10,-0.52
0.05,0.02,-1.13,-8.17,3.71,-0.24
0.05,0.03,-1.13,-8.40,3.69,-0.02
0.05,0.03,-1.14,-8.64,3.39,-0.31
0.05,0.04,-1.13,-8.38,3.57,-0.72
0.04,0.04,-1.13,-8.50,3.01,-0.87
0.04,0.04,-1.12,-8.73,2.89,-0.96
0.04,0.04,-1.12,-8.93,2.66,-1.22
0.04,0.03,-1.11,-9.27,2.52,-1.22
0.04,0.03,-1.10,-9.57,2.29,-1.22
0.03,0.04,-1.11,-9.42,2.21,-1.44
0.03,0.05,-1.10,-9.22,1.83,-1.15
0.04,0.05,-1.10,-8.66,1.65,-1.10
0.04,0.05,-1.10,-8.15,1.65,-1.19
0.03,0.05,-1.09,-7.65,1.88,-1.22
0.01,0.05,-1.10,-7.08,2.18,-0.73
0.02,0.05,-1.09,-6.60,2.82,0.05
0.02,0.05,-1.10,-6.18,4.05,0.70
0.02,0.05,-1.10,-5.97,4.95,0.56
0.01,0.05,-1.10,-5.57,6.24,0.63
0.03,0.05,-1.09,-5.51,7.16,0.67
0.03,0.05,-1.09,-5.47,7.88,0.64
0.03,0.05,-1.11,-5.33,8.17,0.50
0.04,0.05,-1.10,-5.10,7.80,0.43
0.05,0.05,-1.11,-5.10,7.48,-0.03
0.06,0.04,-1.11,-5.30,6.81,-0.09
0.07,0.04,-1.12,-5.74,5.11,-0.27
0.08,0.03,-1.12,-6.11,3.71,-0.32
0.07,0.03,-1.12,-6.53,2.37,-0.63
0.06,0.04,-1.12,-7.18,1.39,-0.92
0.06,0.03,-1.11,-7.34,0.58,-1.02
0.05,0.04,-1.12,-7.25,0.32,-0.47
0.05,0.05,-1.11,-7.02,0.18,-0.38
0.05,0.04,-1.11,-6.53,0.41,-0.35
0.05,0.04,-1.11,-6.15,0.93,-0.41
0.04,0.03,-1.11,-6.02,1.18,-0.34
0.04,0.04,-1.11,-5.79,1.53,-0.02
0.04,0.04,-1.12,-5.44,2.41,0.00
0.04,0.05,-1.11,-4.96,2.82,0.00
0.05,0.05,-1.11,-4.44,3.05,0.21
0.04,0.05,-1.12,-4.14,3.51,0.06
0.05,0.04,-1.13,-3.94,3.73,0.18
0.05,0.03,-1.12,-3.76,3.89,0.49
0.05,0.04,-1.13,-3.66,3.86,0.32
0.06,0.04,-1.14,-4.05,3.71,0.12
0.06,0.04,-1.12,-4.24,3.54,-0.02
0.06,0.03,-1.13,-4.46,3.13,-0.09
0.07,0.03,-1.13,-4.90,3.02,-0.47
0.06,0.03,-1.14,-5.42,2.98,-0.85
0.06,0.03,-1.15,-6.18,2.92,-1.40
0.05,0.04,-1.13,-6.52,3.25,-0.99
0.05,0.03,-1.14,-6.60,3.19,-0.31
0.05,0.04,-1.13,-6.84,2.95,-0.09
0.05,0.04,-1.14,-7.08,3.04,-0.17
0.06,0.04,-1.13,-7.15,3.08,-0.31
0.05,0.05,-1.13,-6.75,3.15,0.17
0.06,0.05,-1.14,-6.56,3.74,0.38
0.05,0.05,-1.14,-5.85,4.38,0.09
0.06,0.05,-1.13,-4.96,4.84,-0.12
0.06,0.05,-1.14,-4.58,5.54,-0.50
0.06,0.04,-1.14,-4.24,6.26,-0.78
0.06,0.04,-1.15,-4.56,6.78,-1.11
0.06,0.04,-1.15,-4.70,6.53,-1.02
0.06,0.04,-1.14,-5.18,6.41,-0.70
0.06,0.04,-1.15,-5.95,5.68,-0.64
0.07,0.03,-1.16,-7.60,4.18,-0.75
0.07,0.03,-1.16,-8.85,2.56,-0.40
0.07,0.03,-1.16,-9.76,1.27,-0.47
0.06,0.04,-1.15,-10.18,0.44,-0.53
0.06,0.05,-1.15,-10.44,-0.02,-0.56
0.06,0.05,-1.13,-10.12,0.20,-0.84
0.05,0.06,-1.13,-9.27,0.73,-0.85
0.04,0.06,-1.13,-8.44,1.62,-0.98
0.04,0.06,-1.13,-7.62,2.05,-1.10
0.05,0.06,-1.13,-6.85,2.52,-0.92
0.06,0.05,-1.14,-5.82,2.53,-0.73
0.06,0.06,-1.13,-5.31,2.69,-0.90
0.06,0.06,-1.13,-4.89,2.73,-1.01
0.05,0.05,-1.14,-4.41,3.27,-1.27
