acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.05,-0.10,-1.11,-7.56,1.34,-2.27
0.05,-0.10,-1.11,-7.97,1.15,-2.12
0.04,-0.09,-1.11,-7.98,1.42,-2.31
0.04,-0.08,-1.10,-8.18,1.89,-2.12
0.04,-0.08,-1.11,-7.77,2.37,-1.98
0.04,-0.08,-1.09,-7.54,2.43,-2.38
0.03,-0.09,-1.10,-7.54,3.11,-2.14
0.03,-0.08,-1.09,-7.48,3.15,-1.82
0.04,-0.09,-1.11,-7.66,2.89,-1.42
0.03,-0.09,-1.10,-7.39,2.55,-1.19
0.03,-0.09,-1.09,-7.47,1.82,-1.36
0.03,-0.09,-1.09,-7.24,1.45,-1.19
0.03,-0.09,-1.09,-7.02,1.33,-1.05
0.02,-0.09,-1.09,-6.79,1.44,-0.92
0.02,-0.09,-1.08,-6.37,1.77,-0.47
0.01,-0.09,-1.07,-6.23,2.24,-0.53
0.01,-0.09,-1.07,-5.98,3.31,-0.34
0.01,-0.09,-1.08,-5.31,4.53,-0.58
0.01,-0.08,-1.08,-5.04,5.01,-0.76
0.02,-0.08,-1.07,-4.63,4.98,-0.63
0.02,-0.09,-1.08,-4.46,4.23,-0.52
0.03,-0.09,-1.08,-4.35,3.54,-0.38
0.03,-0.09,-1.09,-4.44,2.60,-0.50
0.03,-0.09,-1.10,-4.18,1.37,-0.41
0.04,-0.10,-1.10,-3.98,0.23,-0.11
0.03,-0.10,-1.10,-3.89,-0.34,0.21
0.03,-0.09,-1.11,-4.14,-0.81,0.47
0.02,-0.09,-1.11,-3.88,-0.32,0.43
0.01,-0.09,-1.10,-3.79,0.32,0.44
0.01,-0.09,-1.10,-3.62,1.57,0.35
0.01,-0.09,-1.10,-3.50,2.82,0.20
0.02,-0.08,-1.10,-2.90,3.24,0.31
0.03,-0.08,-1.10,-2.23,3.79,-0.05
0.04,-0.09,-1.11,-1.40,3.57,-0.47
0.03,-0.08,-1.11,-0.55,2.95,-0.73
0.03,-0.08,-1.12,-0.20,1.92,-0.21
0.04,-0.10,-1.12,0.05,1.02,0.60
0.03,-0.10,-1.13,-0.26,0.09,1.24
0.03,-0.10,-1.14,-0.56,-0.85,1.73
0.03,-0.10,-1.13,-0.76,-1.45,1.57
0.02,-0.11,-1.12,-1.74,-0.98,1.62
0.01,-0.10,-1.13,-2.58,0.46,1.51
-0.01,-0.10,-1.11,-3.42,2.61,1.74
-0.00,-0.10,-1.12,-3.77,4.50,1.82
0.01,-0.09,-1.13,-3.98,6.47,2.20
0.02,-0.09,-1.11,-3.50,7.85,1.68
0.03,-0.08,-1.11,-3.16,8.56,1.34
0.05,-0.08,-1.11,-2.49,7.97,0.82
0.06,-0.08,-1.12,-2.02,6.69,0.56
0.06,-0.09,-1.12,-1.50,4.85,0.93
0.06,-0.09,-1.13,-1.37,2.98,1.11
0.06,-0.10,-1.13,-1.39,1.33,1.42
0.05,-0.11,-1.13,-1.79,-0.53,1.40
0.05,-0.09,-1.14,-2.20,-1.40,1.30
0.04,-0.09,-1.13,-2.11,-2.05,1.34
0.03,-0.10,-1.14,-1.97,-1.86,1.33
0.02,-0.09,-1.15,-1.88,-1.13,1.66
0.02,-0.10,-1.14,-1.33,-0.09,1.77
0.02,-0.10,-1.15,-1.40,0.93,1.92
0.02,-0.11,-1.14,-1.62,1.88,2.06
0.03,-0.10,-1.15,-1.47,2.37,2.20
0.05,-0.10,-1.15,-1.08,2.29,2.41
0.06,-0.09,-1.16,-0.35,1.60,2.84
0.08,-0.09,-1.17,0.67,0.37,2.99
0.09,-0.08,-1.18,1.47,-0.52,2.18
0.08,-0.10,-1.20,2.41,-1.65,1.48
0.09,-0.11,-1.23,2.64,-3.42,0.47
0.08,-0.11,-1.24,2.66,-3.95,-0.38
0.08,-0.12,-1.26,2.64,-5.08,-0.90
0.05,-0.10,-1.28,2.98,-5.02,-1.01
0.05,-0.09,-1.30,4.32,-4.67,-0.52
0.05,-0.08,-1.32,6.00,-3.74,0.24
0.06,-0.08,-1.34,7.85,-3.04,0.23
0.07,-0.08,-1.37,9.86,-2.00,-0.24
0.08,-0.10,-1.42,12.18,-1.36,-0.52
0.10,-0.10,-1.47,14.60,-1.30,-0.98
0.10,-0.11,-1.54,17.31,-1.92,-2.12
0.09,-0.11,-1.58,20.72,-3.34,-4.24
0.07,-0.09,-1.66,24.58,-5.01,-6.40
0.04,-0.08,-1.74,29.36,-6.64,-6.96
0.02,-0.10,-1.80,32.73,-7.05,-5.62
-0.01,-0.16,-1.86,34.26,-6.98,-4.12
-0.02,-0.21,-1.90,33.13,-6.27,-2.53
-0.04,-0.25,-1.95,31.54,-3.82,0.32
-0.06,-0.27,-1.97,29.07,0.00,3.89
-0.06,-0.28,-2.00,26.52,4.11,6.55
-0.05,-0.29,-2.01,22.99,8.67,8.18
-0.03,-0.30,-2.03,20.17,11.53,8.63
0.01,-0.31,-2.03,18.81,13.02,9.98
0.04,-0.30,-2.03,19.63,12.66,10.64
0.07,-0.30,-2.05,21.01,9.92,9.53
0.11,-0.30,-2.05,22.56,5.92,8.08
0.12,-0.30,-2.05,24.38,0.75,7.82
0.12,-0.33,-2.04,25.83,-3.76,8.82
0.13,-0.40,-2.05,24.66,-8.85,9.34
0.13,-0.46,-2.03,20.61,-14.79,9.66
0.15,-0.50,-1.99,15.27,-20.02,9.88
0.14,-0.51,-1.97,10.35,-24.55,10.98
0.12,-0.51,-1.94,3.83,-28.79,11.92
0.13,-0.57,-1.91,-5.83,-33.62,10.14
0.12,-0.59,-1.90,-16.72,-38.08,6.79
0.08,-0.58,-1.88,-26.89,-41.04,4.84
0.03,-0.55,-1.85,-35.85,-42.06,6.15
-0.03,-0.54,-1.83,-43.68,-41.27,9.88
-0.05,-0.52,-1.79,-49.92,-39.66,13.80
-0.05,-0.50,-1.75,-55.19,-36.41,17.08
-0.08,-0.49,-1.70,-58.85,-33.18,19.34
-0.07,-0.46,-1.65,-61.76,-29.97,19.89
-0.09,-0.45,-1.60,-63.54,-26.21,19.48
-0.09,-0.43,-1.56,-64.90,-22.05,18.63
-0.10,-0.41,-1.52,-65.10,-18.46,18.60
-0.07,-0.41,-1.49,-65.51,-15.97,18.89
-0.04,-0.39,-1.45,-66.15,-13.68,20.15
-0.03,-0.38,-1.40,-66.26,-10.95,21.15
-0.04,-0.37,-1.36,-66.53,-8.56,21.94
-0.03,-0.36,-1.32,-67.36,-5.98,20.81
0.01,-0.36,-1.31,-68.76,-4.49,17.74
-0.00,-0.35,-1.26,-70.58,-3.05,14.06
-0.01,-0.38,-1.24,-73.57,-1.39,11.40
-0.02,-0.42,-1.21,-76.29,1.02,9.47
-0.03,-0.43,-1.20,-77.89,2.37,9.22
-0.04,-0.42,-1.19,-79.89,3.77,9.69
-0.05,-0.40,-1.18,-80.96,5.31,10.89
-0.06,-0.36,-1.14,-82.37,8.98,12.37
-0.09,-0.34,-1.07,-83.56,10.17,13.79
-0.07,-0.29,-1.04,-87.60,14.06,14.58
-0.08,-0.22,-1.00,-91.82,18.78,9.10
-0.13,-0.18,-0.96,-93.45,22.61,3.33
-0.16,-0.18,-0.89,-94.99,28.35,-0.37
-0.16,-0.16,-0.84,-93.68,33.68,-1.01
-0.14,-0.11,-0.80,-92.05,38.23,-0.31
-0.14,-0.06,-0.77,-88.43,42.06,0.61
-0.11,0.00,-0.74,-84.38,43.30,1.30
-0.08,0.02,-0.71,-79.82,42.14,2.78
-0.03,0.03,-0.71,-76.99,38.99,3.30
0.01,0.02,-0.67,-74.78,35.47,3.60
0.02,0.02,-0.64,-74.24,31.57,2.84
0.02,0.03,-0.62,-74.12,28.89,2.23
0.01,0.05,-0.58,-73.47,27.66,2.75
0.00,0.05,-0.56,-72.96,26.27,4.90
0.05,0.03,-0.55,-71.18,21.95,7.68
0.13,0.05,-0.55,-68.32,15.02,11.83
0.19,0.06,-0.56,-63.92,3.76,17.85
0.23,0.05,-0.55,-63.16,-8.75,21.79
0.20,0.04,-0.54,-62.26,-23.45,24.73
0.21,0.07,-0.53,-61.62,-35.76,26.52
0.16,0.13,-0.53,-59.59,-45.40,27.92
0.09,0.12,-0.52,-60.31,-52.31,29.47
0.04,0.10,-0.50,-59.11,-55.08,29.44
-0.07,0.10,-0.48,-57.74,-53.94,29.19
-0.14,0.10,-0.46,-58.93,-47.95,29.18
-0.18,0.12,-0.44,-59.65,-38.03,28.85
-0.19,0.11,-0.42,-60.35,-27.66,29.15
-0.11,0.12,-0.40,-61.21,-18.24,29.83
-0.00,0.12,-0.43,-58.98,-13.16,29.73
0.09,0.10,-0.44,-55.74,-13.33,29.89
0.14,0.11,-0.46,-49.68,-17.22,31.91
0.22,0.17,-0.49,-45.89,-24.95,36.87
0.28,0.24,-0.41,-42.03,-20.75,30.56
0.16,0.20,-0.50,-40.18,-35.37,30.84
0.19,0.21,-0.45,-38.92,-37.95,33.80
0.18,0.23,-0.46,-39.01,-38.02,28.24
0.04,0.24,-0.45,-40.27,-35.57,20.43
-0.05,0.24,-0.44,-41.94,-29.08,17.16
-0.09,0.24,-0.42,-43.86,-18.31,11.82
-0.15,0.27,-0.41,-43.57,-6.37,6.24
-0.16,0.33,-0.41,-40.43,6.03,4.17
-0.04,0.33,-0.44,-35.31,15.27,2.75
0.05,0.32,-0.46,-29.63,19.47,0.35
0.12,0.31,-0.51,-23.77,18.60,-0.72
0.20,0.30,-0.55,-18.79,14.12,-0.46
0.23,0.32,-0.61,-15.01,7.89,-0.82
0.19,0.34,-0.65,-12.46,1.54,-2.08
0.15,0.33,-0.70,-11.45,-3.57,-3.73
0.09,0.32,-0.72,-12.52,-5.88,-4.66
0.02,0.32,-0.73,-14.78,-5.10,-5.89
-0.08,0.28,-0.72,-16.67,-0.56,-7.60
-0.15,0.26,-0.72,-19.63,3.79,-7.24
-0.14,0.27,-0.72,-21.51,9.13,-6.52
-0.12,0.30,-0.72,-22.17,12.44,-7.59
-0.09,0.32,-0.72,-21.80,13.24,-8.46
-0.03,0.34,-0.73,-20.03,11.62,-7.40
0.03,0.36,-0.76,-17.02,7.36,-5.15
0.08,0.37,-0.79,-13.97,0.53,-2.47
0.08,0.34,-0.80,-11.74,-6.21,-0.08
0.04,0.35,-0.80,-10.14,-12.24,1.91
-0.01,0.35,-0.82,-8.79,-15.45,3.10
-0.02,0.34,-0.83,-6.89,-17.42,5.53
-0.03,0.33,-0.86,-5.34,-18.99,8.05
-0.05,0.33,-0.86,-2.84,-20.27,8.05
-0.06,0.33,-0.88,-0.23,-19.91,6.00
-0.10,0.31,-0.90,2.47,-17.97,4.58
-0.16,0.31,-0.93,5.16,-14.46,4.23
-0.16,0.29,-0.96,7.16,-10.32,4.60
-0.13,0.26,-0.99,7.79,-6.84,4.38
-0.11,0.25,-1.02,6.82,-4.56,3.83
-0.09,0.25,-1.04,5.11,-3.07,2.60
-0.09,0.24,-1.06,3.44,-0.92,1.53
-0.08,0.25,-1.05,1.47,1.71,1.30
-0.10,0.24,-1.03,-0.26,4.61,0.32
-0.10,0.24,-1.03,-0.79,7.19,-1.31
-0.07,0.24,-1.04,-0.17,8.85,-1.79
-0.05,0.25,-1.04,1.45,8.92,-0.70
-0.00,0.24,-1.04,3.51,7.16,0.35
0.04,0.21,-1.06,4.92,3.77,0.93
0.05,0.17,-1.09,5.42,-0.24,1.59
0.03,0.15,-1.09,5.02,-3.60,2.06
0.00,0.13,-1.12,4.61,-5.40,1.50
-0.04,0.14,-1.11,4.15,-4.23,0.29
-0.09,0.17,-1.12,3.13,-1.01,-0.85
-0.12,0.20,-1.12,1.66,4.20,-3.07
-0.10,0.22,-1.10,0.12,9.31,-5.44
-0.08,0.21,-1.09,-1.39,12.85,-7.28
-0.03,0.20,-1.08,-2.31,13.82,-8.37
-0.01,0.20,-1.09,-2.34,12.69,-8.70
0.00,0.19,-1.08,-1.62,9.89,-7.95
0.01,0.20,-1.10,-0.85,6.79,-5.85
0.01,0.20,-1.10,-0.21,3.63,-4.21
-0.02,0.22,-1.11,-0.41,1.47,-3.40
-0.04,0.22,-1.11,-0.90,0.49,-3.66
-0.07,0.20,-1.11,-2.15,0.53,-3.31
-0.08,0.18,-1.10,-3.69,1.44,-2.44
-0.10,0.17,-1.10,-5.01,2.44,-2.49
-0.13,0.17,-1.08,-5.21,3.54,-2.46
-0.12,0.17,-1.06,-4.89,5.40,-1.22
-0.10,0.19,-1.06,-3.80,6.60,-0.05
-0.06,0.22,-1.05,-2.40,6.67,-0.34
-0.03,0.21,-1.04,-2.03,5.85,-1.18
-0.01,0.21,-1.05,-1.68,5.36,-1.88
-0.00,0.23,-1.04,-0.87,4.79,-1.89
0.00,0.24,-1.05,0.85,4.56,-1.79
-0.00,0.24,-1.06,2.78,3.82,-2.24
-0.05,0.22,-1.09,3.86,4.03,-3.39
-0.11,0.21,-1.09,4.20,5.63,-3.95
-0.13,0.19,-1.11,4.70,7.89,-2.95
-0.12,0.18,-1.12,4.63,9.16,-1.30
-0.10,0.17,-1.14,4.70,8.93,1.01
-0.08,0.17,-1.14,4.95,6.69,3.15
-0.03,0.17,-1.15,4.38,3.28,4.75
-0.02,0.16,-1.13,2.61,-0.35,6.27
0.01,0.16,-1.13,0.40,-3.53,7.13
0.02,0.15,-1.12,-1.86,-6.08,6.69
0.00,0.16,-1.10,-3.54,-7.56,5.85
-0.02,0.16,-1.10,-4.38,-7.34,5.02
-0.02,0.17,-1.10,-4.11,-7.15,3.68
-0.02,0.17,-1.11,-2.75,-6.37,2.98
-0.04,0.19,-1.10,-1.34,-4.95,1.51
-0.08,0.19,-1.11,-0.15,-2.84,0.29
-0.08,0.16,-1.12,0.60,-0.55,-0.69
-0.05,0.14,-1.14,0.29,0.99,-0.43
-0.04,0.15,-1.14,-0.26,1.16,0.23
-0.04,0.16,-1.15,-0.47,1.04,-0.17
-0.03,0.18,-1.16,-0.20,0.27,-1.15
-0.04,0.16,-1.17,-0.96,-0.29,-0.41
-0.05,0.15,-1.17,-2.47,-0.24,0.49
-0.06,0.14,-1.16,-4.63,0.09,0.00
-0.06,0.14,-1.16,-6.02,0.26,-0.21
-0.05,0.14,-1.15,-7.60,0.37,0.92
-0.05,0.14,-1.14,-8.69,0.41,1.28
-0.04,0.15,-1.13,-9.51,0.00,0.53
-0.03,0.15,-1.14,-9.80,-0.17,-0.46
-0.03,0.15,-1.13,-9.91,-0.34,-0.09
-0.05,0.17,-1.11,-8.64,0.35,0.27
-0.07,0.18,-1.13,-6.78,0.76,-0.05
-0.05,0.18,-1.14,-5.21,0.53,0.05
-0.04,0.16,-1.15,-4.96,-0.20,1.68
-0.05,0.15,-1.15,-5.62,-1.07,2.55
-0.04,0.15,-1.14,-6.00,-2.03,2.47
-0.03,0.16,-1.15,-6.41,-3.07,3.34
-0.02,0.17,-1.13,-6.84,-4.26,4.75
-0.02,0.17,-1.14,-7.11,-5.51,4.47
-0.02,0.17,-1.13,-7.31,-6.32,3.92
-0.02,0.17,-1.13,-7.39,-6.37,4.34
-0.02,0.15,-1.13,-7.10,-6.34,3.92
-0.01,0.14,-1.13,-7.11,-6.82,3.42
-0.01,0.14,-1.13,-6.85,-7.25,3.47
-0.03,0.13,-1.15,-7.45,-7.02,3.30
-0.04,0.13,-1.15,-8.08,-6.31,2.29
-0.08,0.15,-1.15,-8.82,-4.52,1.08
-0.09,0.16,-1.15,-9.10,-2.24,0.89
-0.07,0.16,-1.14,-9.63,0.31,0.76
-0.06,0.19,-1.15,-10.05,1.80,0.00
-0.04,0.19,-1.13,-10.96,2.58,-1.02
-0.03,0.18,-1.13,-11.36,2.95,-1.56
-0.02,0.19,-1.13,-11.54,2.79,-1.36
-0.02,0.19,-1.11,-11.36,2.85,-1.36
-0.03,0.20,-1.11,-10.29,2.70,-1.97
-0.05,0.19,-1.09,-9.10,3.18,-1.92
-0.06,0.20,-1.09,-7.94,4.18,-1.79
-0.06,0.19,-1.10,-7.25,4.78,-1.68
-0.05,0.19,-1.08,-6.73,5.25,-1.62
-0.04,0.19,-1.09,-6.50,5.63,-1.37
-0.04,0.19,-1.08,-6.63,5.76,-1.65
-0.04,0.19,-1.09,-6.32,5.83,-1.74
-0.04,0.20,-1.09,-5.44,5.66,-2.27
-0.06,0.22,-1.09,-4.85,6.38,-2.27
-0.07,0.23,-1.09,-4.11,7.62,-2.58
-0.09,0.23,-1.09,-3.53,9.18,-2.55
-0.09,0.21,-1.10,-3.27,10.46,-1.88
-0.07,0.20,-1.10,-3.02,10.38,-0.95
-0.04,0.19,-1.11,-3.08,9.54,0.02
-0.02,0.19,-1.10,-3.21,7.76,0.78
0.00,0.19,-1.09,-3.21,5.85,0.92
0.00,0.18,-1.08,-3.50,4.09,0.40
-0.01,0.19,-1.08,-3.79,3.62,-0.55
-0.03,0.18,-1.07,-4.26,3.47,-1.33
-0.03,0.19,-1.08,-4.37,4.21,-1.77
-0.02,0.21,-1.08,-4.26,4.55,-1.56
-0.04,0.21,-1.07,-3.66,5.36,-1.95
-0.04,0.20,-1.07,-3.15,5.85,-2.99
-0.04,0.19,-1.08,-2.92,5.80,-3.11
-0.05,0.17,-1.09,-3.51,5.21,-2.85
-0.05,0.17,-1.11,-3.77,4.47,-2.17
-0.04,0.18,-1.12,-4.46,3.69,-1.33
-0.04,0.18,-1.13,-5.34,2.44,-0.66
-0.03,0.18,-1.12,-7.13,1.31,0.00
-0.02,0.18,-1.11,-8.79,0.50,0.52
-0.02,0.18,-1.09,-10.08,-0.21,0.56
-0.03,0.20,-1.07,-10.73,-0.67,0.34
-0.02,0.21,-1.06,-10.23,-0.78,-0.03
-0.02,0.20,-1.06,-9.18,-0.84,-0.46
-0.02,0.21,-1.05,-8.08,-1.19,-0.53
-0.04,0.23,-1.05,-7.25,-1.08,-1.11
-0.06,0.23,-1.04,-6.85,-0.08,-1.94
-0.09,0.22,-1.06,-6.03,1.37,-2.35
-0.10,0.22,-1.06,-5.53,3.47,-1.42
-0.09,0.21,-1.06,-4.84,5.07,0.02
-0.08,0.21,-1.06,-4.03,5.53,0.00
-0.06,0.22,-1.07,-3.27,5.48,-0.06
-0.04,0.22,-1.07,-2.89,4.79,0.70
-0.02,0.22,-1.06,-2.67,4.00,1.68
-0.02,0.21,-1.07,-2.76,2.43,1.95
-0.01,0.19,-1.07,-3.04,1.02,2.15
-0.01,0.19,-1.07,-3.30,-0.66,2.81
-0.02,0.19,-1.08,-3.28,-2.15,3.82
-0.03,0.19,-1.08,-2.55,-3.40,3.92
-0.03,0.20,-1.09,-2.03,-4.03,4.50
-0.03,0.19,-1.10,-1.59,-4.32,4.60
-0.04,0.19,-1.11,-1.80,-4.35,4.84
-0.03,0.18,-1.11,-2.11,-4.38,4.17
-0.02,0.17,-1.10,-3.13,-3.85,3.59
-0.02,0.17,-1.12,-4.46,-2.85,3.01
-0.03,0.17,-1.11,-5.66,-1.77,1.82
-0.05,0.19,-1.09,-5.89,-0.14,0.79
-0.04,0.20,-1.09,-5.63,1.91,-0.50
-0.04,0.21,-1.08,-4.78,3.89,-1.15
-0.03,0.22,-1.07,-4.21,5.33,-1.88
-0.02,0.20,-1.08,-3.22,5.77,-2.26
-0.02,0.19,-1.07,-2.27,5.07,-2.20
-0.03,0.19,-1.08,-1.27,4.32,-1.34
-0.04,0.18,-1.09,-0.84,3.54,-0.38
-0.05,0.18,-1.11,-0.82,2.38,0.81
-0.03,0.19,-1.11,-1.15,1.16,2.41
-0.02,0.18,-1.12,-2.08,-0.37,3.80
-0.01,0.17,-1.11,-2.61,-1.63,4.32
-0.01,0.17,-1.11,-3.45,-2.84,4.26
-0.00,0.16,-1.10,-4.24,-3.22,4.00
-0.01,0.17,-1.10,-4.90,-2.99,2.87
-0.02,0.17,-1.10,-4.72,-1.53,1.34
-0.03,0.17,-1.10,-3.85,0.17,0.14
-0.04,0.17,-1.10,-2.78,2.24,-0.98
-0.05,0.17,-1.10,-2.11,4.29,-2.09
-0.04,0.17,-1.11,-1.76,5.65,-3.13
-0.03,0.17,-1.12,-1.45,6.69,-3.77
-0.04,0.18,-1.12,-1.50,7.24,-3.40
-0.05,0.17,-1.13,-1.37,6.92,-2.89
-0.02,0.17,-1.12,-1.82,6.24,-1.98
-0.02,0.17,-1.12,-2.20,4.99,-1.28
-0.02,0.16,-1.12,-2.67,3.68,-0.53
-0.02,0.17,-1.13,-3.66,2.53,0.17
-0.02,0.17,-1.11,-4.44,1.57,0.49
-0.03,0.17,-1.11,-5.13,1.25,0.67
-0.03,0.18,-1.10,-5.34,1.28,0.31
-0.04,0.18,-1.11,-4.92,1.97,-0.05
-0.05,0.19,-1.11,-4.37,2.08,-0.11
-0.05,0.19,-1.12,-3.73,2.72,0.24
-0.03,0.17,-1.12,-3.18,2.60,0.52
-0.02,0.16,-1.12,-3.16,2.81,-0.18
-0.03,0.16,-1.12,-3.94,2.72,-0.92
-0.04,0.16,-1.11,-4.67,3.65,-1.74
-0.05,0.17,-1.11,-5.15,5.04,-2.11
-0.04,0.18,-1.12,-5.11,5.97,-2.02
-0.03,0.19,-1.10,-4.95,6.43,-2.46
-0.03,0.21,-1.10,-4.46,6.58,-2.98
-0.03,0.19,-1.10,-3.88,6.44,-2.69
-0.01,0.19,-1.09,-3.47,5.39,-1.59
-0.01,0.18,-1.09,-3.60,3.97,-1.13
-0.02,0.18,-1.09,-3.66,2.37,-0.92
-0.02,0.18,-1.10,-3.77,0.76,-0.44
-0.02,0.17,-1.10,-3.83,-0.56,0.69
-0.03,0.18,-1.11,-3.86,-1.92,1.15
-0.03,0.18,-1.11,-4.56,-2.40,1.02
-0.04,0.17,-1.11,-5.57,-2.84,1.57
-0.06,0.17,-1.11,-6.35,-2.34,1.91
-0.06,0.18,-1.10,-6.87,-1.65,2.31
-0.07,0.19,-1.09,-6.73,-0.58,2.09
-0.06,0.19,-1.09,-5.65,0.18,1.76
-0.04,0.19,-1.09,-5.05,0.43,1.60
-0.02,0.20,-1.07,-4.35,0.06,1.31
-0.02,0.20,-1.07,-4.21,-0.27,1.21
-0.01,0.20,-1.07,-4.00,-0.53,1.19
-0.01,0.19,-1.08,-3.89,-0.96,1.10
-0.01,0.17,-1.09,-3.86,-1.85,0.92
-0.00,0.17,-1.08,-4.20,-2.43,0.79
-0.02,0.17,-1.10,-4.27,-2.72,0.37
-0.04,0.18,-1.11,-4.09,-2.87,0.53
-0.05,0.17,-1.12,-4.26,-2.05,1.08
-0.04,0.16,-1.12,-4.46,-2.02,1.13
-0.06,0.18,-1.12,-4.24,-1.50,0.47
-0.06,0.18,-1.11,-4.24,-0.98,0.05
-0.06,0.17,-1.12,-4.60,0.14,-0.31
-0.07,0.16,-1.11,-5.18,1.04,-0.72
-0.07,0.18,-1.11,-5.74,2.53,-1.37
-0.06,0.18,-1.10,-6.21,3.66,-2.15
-0.06,0.18,-1.11,-6.40,4.40,-2.32
-0.05,0.19,-1.10,-5.85,4.43,-2.09
-0.04,0.20,-1.10,-4.52,4.37,-1.56
-0.04,0.20,-1.10,-3.31,3.40,-0.55
