acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.06,-0.03,-1.10,-2.55,1.91,-0.09
0.06,-0.04,-1.09,-1.66,1.88,-0.14
0.07,-0.05,-1.10,-1.48,1.34,-0.14
0.07,-0.06,-1.12,-1.65,0.95,-0.35
0.06,-0.06,-1.12,-2.29,0.50,-0.35
0.05,-0.06,-1.13,-2.90,0.38,-0.23
0.04,-0.06,-1.13,-3.95,1.05,-0.43
0.04,-0.06,-1.13,-4.90,1.27,-0.11
0.03,-0.06,-1.13,-5.74,3.33,0.37
0.03,-0.05,-1.14,-5.97,5.02,0.72
0.03,-0.04,-1.12,-5.39,5.94,0.95
0.05,-0.03,-1.11,-3.69,6.93,1.22
0.05,-0.02,-1.10,-2.06,7.15,1.05
0.07,-0.04,-1.11,-0.78,6.27,0.66
0.07,-0.04,-1.11,0.38,5.83,0.73
0.07,-0.05,-1.11,0.85,5.01,0.64
0.06,-0.05,-1.11,1.16,4.23,1.08
0.06,-0.06,-1.11,1.45,3.51,1.59
0.07,-0.06,-1.13,1.13,2.90,1.53
0.06,-0.07,-1.13,0.32,2.20,1.25
0.06,-0.07,-1.14,-0.66,1.77,0.85
0.06,-0.07,-1.15,-1.71,1.56,0.96
0.05,-0.07,-1.15,-3.08,1.59,1.16
0.04,-0.08,-1.16,-4.69,1.91,1.13
0.05,-0.07,-1.15,-6.00,2.02,0.98
0.04,-0.06,-1.15,-6.67,1.76,1.02
0.05,-0.05,-1.15,-7.22,1.94,1.15
0.05,-0.06,-1.15,-7.73,1.79,1.04
0.05,-0.06,-1.16,-7.82,1.21,1.07
0.06,-0.05,-1.14,-7.83,0.81,0.87
0.07,-0.03,-1.14,-6.92,0.18,1.36
0.07,-0.04,-1.13,-5.97,-0.08,1.50
0.07,-0.04,-1.14,-5.08,-0.12,1.33
0.06,-0.04,-1.13,-4.29,0.37,1.04
0.06,-0.05,-1.13,-3.91,0.76,0.49
0.06,-0.05,-1.13,-3.88,1.21,0.12
0.07,-0.06,-1.13,-4.46,1.19,-0.21
0.07,-0.06,-1.13,-5.08,0.99,-0.47
0.07,-0.07,-1.14,-6.29,0.85,-0.64
0.06,-0.07,-1.14,-7.24,0.47,-0.31
0.06,-0.05,-1.15,-7.98,-0.38,-0.05
0.07,-0.04,-1.16,-8.03,-1.07,0.43
0.06,-0.03,-1.15,-7.56,-1.15,0.72
0.06,-0.03,-1.15,-7.22,-1.22,1.05
0.04,-0.04,-1.14,-7.34,-0.08,0.84
0.04,-0.05,-1.12,-7.60,0.99,1.07
0.05,-0.05,-1.12,-7.47,2.14,1.19
0.06,-0.04,-1.12,-7.19,2.69,1.11
0.06,-0.03,-1.11,-6.49,2.84,0.79
0.08,-0.03,-1.11,-6.18,2.63,0.31
0.07,-0.04,-1.11,-5.59,2.05,0.29
0.07,-0.04,-1.11,-5.11,1.74,0.53
0.07,-0.04,-1.12,-4.67,1.37,0.76
0.07,-0.03,-1.11,-4.34,0.79,1.27
0.06,-0.04,-1.12,-4.21,0.55,1.25
0.07,-0.05,-1.12,-4.41,0.55,1.15
0.07,-0.06,-1.12,-5.16,0.29,0.98
0.06,-0.05,-1.12,-5.59,0.98,0.64
0.06,-0.05,-1.12,-6.09,1.39,0.61
0.08,-0.05,-1.11,-6.06,1.69,0.61
0.07,-0.05,-1.11,-6.47,1.82,0.11
0.08,-0.05,-1.11,-6.41,2.32,-0.03
0.09,-0.03,-1.11,-5.80,2.08,-0.21
0.08,-0.04,-1.11,-5.19,1.01,-0.17
0.08,-0.04,-1.11,-4.96,0.43,-0.15
0.08,-0.05,-1.11,-4.81,-0.40,-0.08
0.07,-0.05,-1.11,-4.61,-0.96,0.02
0.07,-0.05,-1.11,-4.78,-1.01,0.17
0.06,-0.04,-1.10,-4.50,-0.44,0.21
0.06,-0.04,-1.10,-4.29,0.38,0.05
0.07,-0.04,-1.10,-3.95,1.25,0.15
0.07,-0.04,-1.10,-3.62,2.55,0.35
0.07,-0.06,-1.10,-3.77,3.30,0.29
0.08,-0.06,-1.10,-4.12,3.86,0.08
0.09,-0.05,-1.10,-4.03,3.50,-0.40
0.09,-0.03,-1.11,-2.92,2.52,-0.29
0.10,-0.04,-1.12,-1.98,1.59,-0.53
0.10,-0.05,-1.11,-1.66,0.49,-0.93
0.09,-0.06,-1.13,-1.82,-0.60,-1.22
0.10,-0.07,-1.13,-2.15,-0.89,-1.30
0.07,-0.08,-1.12,-2.89,-0.87,-1.44
0.07,-0.08,-1.13,-3.95,-0.69,-1.89
0.07,-0.07,-1.13,-4.98,0.00,-2.06
0.06,-0.08,-1.12,-5.94,1.30,-2.32
0.07,-0.06,-1.13,-6.00,1.83,-2.14
0.08,-0.04,-1.11,-5.30,2.32,-2.37
0.08,-0.04,-1.10,-3.40,2.69,-2.63
0.10,-0.03,-1.11,-1.36,2.18,-3.05
0.10,-0.04,-1.10,0.11,1.33,-3.68
0.10,-0.06,-1.12,0.72,0.23,-4.35
0.08,-0.08,-1.13,0.08,-0.58,-4.53
0.06,-0.09,-1.14,-1.37,-1.13,-4.37
0.06,-0.09,-1.15,-2.99,-1.24,-4.14
0.05,-0.09,-1.14,-4.73,-1.62,-3.83
0.04,-0.08,-1.13,-5.62,-1.39,-3.82
0.04,-0.07,-1.11,-6.52,-1.10,-3.94
0.05,-0.07,-1.11,-6.18,-0.89,-3.28
0.06,-0.06,-1.09,-5.36,-0.50,-2.78
0.06,-0.05,-1.09,-4.12,-0.73,-2.78
