acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.01,0.18,-1.12,-1.66,5.62,3.25
0.02,0.20,-1.12,-1.74,6.89,3.18
0.03,0.19,-1.12,-1.86,6.95,2.99
0.03,0.19,-1.12,-2.14,6.67,2.78
0.05,0.18,-1.13,-2.82,5.98,2.40
0.05,0.17,-1.14,-3.94,5.45,1.73
0.04,0.18,-1.15,-5.28,4.81,1.10
0.04,0.19,-1.14,-6.50,4.61,0.75
0.04,0.20,-1.13,-6.69,4.69,0.40
0.03,0.20,-1.11,-6.52,5.42,0.21
0.03,0.21,-1.12,-5.82,5.89,-0.08
0.04,0.21,-1.11,-5.13,6.37,-0.18
0.04,0.21,-1.11,-4.11,5.92,-0.09
0.04,0.21,-1.12,-3.28,5.45,-0.26
0.05,0.21,-1.12,-2.56,4.75,0.18
0.04,0.20,-1.11,-2.08,4.09,0.09
0.03,0.19,-1.12,-1.91,3.88,0.78
0.03,0.18,-1.12,-1.76,4.00,0.44
0.02,0.18,-1.12,-2.27,4.44,0.50
0.03,0.18,-1.11,-2.67,4.60,0.92
0.02,0.18,-1.11,-2.96,4.78,1.08
0.02,0.17,-1.12,-3.83,4.84,0.40
0.02,0.18,-1.11,-4.41,5.02,0.21
0.03,0.19,-1.12,-4.84,4.52,0.27
0.03,0.18,-1.13,-5.69,3.94,-0.11
0.03,0.17,-1.14,-6.60,3.74,-0.69
0.03,0.17,-1.12,-7.86,3.15,-1.76
0.03,0.18,-1.13,-8.63,2.93,-1.62
0.03,0.19,-1.13,-8.93,2.72,-1.57
0.03,0.19,-1.11,-8.18,2.81,-1.08
0.03,0.20,-1.11,-7.44,3.02,-1.10
0.03,0.19,-1.10,-6.87,3.42,-1.22
0.03,0.20,-1.10,-6.37,3.86,-1.08
0.04,0.17,-1.11,-6.78,3.56,-0.92
0.04,0.17,-1.11,-7.28,4.00,-0.98
0.03,0.17,-1.12,-7.95,4.11,-1.13
0.03,0.17,-1.11,-8.79,4.34,-0.29
0.03,0.18,-1.11,-9.33,5.25,-0.20
0.01,0.19,-1.11,-8.67,5.56,0.08
0.02,0.20,-1.12,-8.41,5.97,-0.12
0.03,0.18,-1.11,-7.89,6.17,-0.38
0.04,0.18,-1.11,-7.82,5.37,-0.38
0.05,0.19,-1.11,-7.56,4.87,-0.47
0.05,0.19,-1.11,-7.39,3.33,-0.52
0.05,0.18,-1.11,-7.31,2.31,-0.72
0.05,0.18,-1.10,-6.66,1.36,-0.52
0.05,0.18,-1.11,-6.41,0.32,-0.95
0.04,0.19,-1.11,-6.06,0.14,-0.95
0.03,0.18,-1.10,-6.06,-0.05,-0.87
0.02,0.18,-1.10,-6.14,0.43,-1.10
0.02,0.18,-1.10,-6.34,1.19,-1.34
0.03,0.18,-1.11,-6.58,1.82,-1.44
0.02,0.18,-1.11,-6.64,2.27,-1.42
0.03,0.18,-1.12,-7.44,2.60,-1.28
0.03,0.18,-1.13,-7.79,2.34,-1.13
0.03,0.18,-1.13,-8.12,2.40,-0.98
0.04,0.17,-1.13,-8.85,2.08,-0.95
0.04,0.18,-1.13,-9.22,1.83,-0.79
0.04,0.19,-1.12,-9.34,2.02,-0.76
0.03,0.19,-1.12,-9.22,2.17,-1.10
0.04,0.18,-1.11,-9.31,2.00,-0.95
0.04,0.17,-1.12,-9.42,1.69,-0.93
0.04,0.18,-1.11,-9.69,1.31,-0.93
0.06,0.18,-1.11,-10.17,0.70,-1.37
0.05,0.19,-1.12,-10.31,0.20,-1.71
0.06,0.20,-1.11,-10.00,-0.95,-1.53
0.05,0.19,-1.11,-10.18,-0.98,-1.65
0.04,0.17,-1.13,-10.43,-1.11,-2.18
0.03,0.17,-1.12,-11.39,-0.81,-2.55
0.03,0.18,-1.13,-11.95,-0.24,-2.44
0.02,0.18,-1.11,-12.31,0.89,-2.32
0.03,0.18,-1.12,-12.75,1.28,-2.03
0.02,0.18,-1.11,-12.98,2.20,-1.59
0.03,0.19,-1.11,-13.56,2.82,-0.85
0.04,0.19,-1.10,-13.80,3.51,-0.32
0.03,0.20,-1.09,-13.47,3.97,-0.06
0.04,0.20,-1.08,-13.31,3.97,0.23
0.05,0.19,-1.08,-12.81,4.82,-0.02
0.05,0.19,-1.05,-12.41,5.33,-0.46
0.06,0.19,-1.06,-12.53,4.32,-1.16
0.07,0.18,-1.06,-13.04,3.27,-1.76
0.07,0.18,-1.06,-13.85,1.76,-2.09
0.07,0.17,-1.05,-14.95,0.02,-2.52
0.07,0.18,-1.04,-15.47,-1.15,-2.87
0.05,0.19,-1.03,-15.74,-1.89,-2.93
0.04,0.19,-1.01,-15.79,-1.71,-2.90
0.04,0.18,-0.99,-15.80,-0.90,-2.96
0.04,0.17,-0.97,-15.80,0.09,-3.22
0.04,0.16,-0.96,-16.40,1.24,-3.40
0.04,0.15,-0.93,-16.98,2.61,-3.54
0.04,0.13,-0.91,-17.65,4.20,-3.33
0.05,0.11,-0.88,-19.04,5.19,-3.73
0.06,0.09,-0.85,-20.18,6.50,-3.85
0.08,0.08,-0.81,-21.24,7.79,-3.66
0.07,0.06,-0.78,-22.43,9.85,-3.77
0.09,0.04,-0.72,-23.53,12.20,-3.85
0.11,0.01,-0.67,-24.26,14.67,-4.37
0.11,0.00,-0.63,-24.41,17.28,-5.34
0.11,0.00,-0.56,-23.34,20.98,-6.76
0.10,-0.00,-0.52,-21.85,23.34,-8.99
0.12,-0.02,-0.51,-21.10,24.32,-11.57
0.15,-0.06,-0.47,-21.40,23.62,-13.89
0.17,-0.08,-0.45,-21.51,21.34,-15.57
0.18,-0.08,-0.43,-21.79,17.34,-17.19
0.18,-0.08,-0.41,-23.01,13.36,-19.28
0.17,-0.11,-0.40,-24.23,8.95,-21.98
0.16,-0.10,-0.37,-24.72,5.34,-24.50
0.13,-0.08,-0.35,-23.89,2.06,-26.35
0.10,-0.06,-0.34,-22.44,0.29,-27.36
0.07,-0.06,-0.31,-19.15,-1.30,-27.86
0.08,-0.00,-0.31,-14.32,-3.68,-27.80
0.03,0.03,-0.29,-7.85,-4.78,-24.64
0.00,0.07,-0.29,0.73,-4.73,-22.75
0.00,0.05,-0.30,7.94,-5.37,-21.88
0.02,0.01,-0.36,11.86,-5.65,-20.82
0.05,-0.04,-0.39,14.06,-10.17,-21.94
0.07,-0.06,-0.46,14.37,-13.66,-23.40
0.04,-0.05,-0.48,14.66,-18.56,-24.11
0.03,-0.03,-0.53,15.31,-22.18,-24.95
0.01,-0.02,-0.55,15.80,-24.64,-26.31
-0.01,-0.02,-0.59,16.08,-25.62,-26.76
-0.05,-0.02,-0.63,17.25,-24.21,-25.89
-0.06,-0.01,-0.64,19.51,-23.94,-23.59
-0.10,0.00,-0.67,21.88,-21.34,-19.31
-0.13,0.01,-0.69,26.20,-16.69,-14.93
-0.13,0.02,-0.69,31.79,-10.55,-9.37
-0.13,0.03,-0.70,39.36,-4.08,-3.27
-0.12,0.07,-0.73,46.85,2.41,2.98
-0.10,0.07,-0.75,56.95,7.79,9.02
-0.08,0.08,-0.78,67.22,13.13,14.43
-0.06,0.07,-0.83,75.24,17.83,16.90
-0.02,-0.01,-0.94,78.09,19.59,18.60
0.01,-0.10,-0.98,75.65,16.12,20.08
0.07,-0.18,-1.10,68.70,15.53,19.07
0.00,-0.12,-1.13,63.30,23.33,13.39
-0.03,-0.13,-1.10,56.44,21.22,16.76
-0.03,-0.06,-1.12,53.57,22.70,21.91
0.02,-0.02,-1.11,53.24,26.92,22.38
0.03,-0.01,-1.09,56.24,30.09,23.65
0.03,-0.01,-1.09,61.11,32.32,24.27
0.08,-0.03,-1.10,67.08,32.02,22.90
0.14,-0.03,-1.12,72.90,30.31,19.51
0.16,-0.05,-1.13,78.27,23.50,17.07
0.23,-0.04,-1.14,81.48,9.36,16.40
0.20,-0.06,-1.16,85.42,0.75,13.80
0.16,-0.10,-1.18,89.31,-9.92,12.11
0.14,-0.12,-1.20,93.79,-15.59,10.29
0.10,-0.16,-1.24,96.53,-20.21,7.86
0.09,-0.14,-1.30,98.32,-20.55,3.92
0.05,-0.19,-1.36,96.23,-18.69,1.44
0.06,-0.25,-1.43,91.89,-18.82,-0.61
0.07,-0.22,-1.47,87.82,-16.99,-3.31
0.05,-0.13,-1.49,85.50,-15.05,-4.18
0.00,-0.08,-1.49,85.60,-12.43,-2.00
-0.02,-0.08,-1.49,86.09,-8.40,2.27
0.05,-0.09,-1.49,85.04,-4.75,6.03
-0.02,-0.13,-1.46,86.66,2.61,5.27
-0.03,-0.14,-1.49,85.57,6.40,7.95
0.01,-0.13,-1.45,85.30,9.40,8.72
0.08,-0.14,-1.47,86.67,7.69,6.11
0.12,-0.13,-1.48,92.00,-0.35,3.37
0.11,-0.09,-1.51,95.27,-8.11,1.50
0.07,-0.09,-1.56,96.84,-14.17,0.72
0.02,-0.11,-1.62,96.90,-18.92,1.54
0.02,-0.11,-1.66,95.39,-20.99,1.05
0.00,-0.09,-1.68,93.56,-20.87,2.00
-0.05,-0.07,-1.70,92.06,-18.67,4.67
-0.08,-0.07,-1.70,88.20,-13.91,7.76
-0.06,-0.09,-1.71,83.45,-7.97,9.60
-0.04,-0.13,-1.69,77.50,-0.93,9.83
-0.03,-0.18,-1.67,70.06,5.08,10.12
-0.01,-0.17,-1.63,63.73,10.63,10.58
-0.00,-0.15,-1.58,61.21,15.31,10.37
0.01,-0.12,-1.54,60.67,18.08,9.51
0.05,-0.11,-1.53,61.97,16.95,7.30
0.08,-0.10,-1.54,63.76,12.41,3.66
0.11,-0.07,-1.57,66.31,3.50,-0.35
0.15,-0.07,-1.61,66.44,-5.16,-3.02
0.09,-0.08,-1.59,66.27,-14.17,-6.37
0.02,-0.04,-1.67,67.05,-19.16,-9.88
-0.01,0.00,-1.64,66.49,-19.92,-6.02
-0.03,-0.01,-1.68,65.22,-15.88,-4.61
-0.07,-0.04,-1.71,63.04,-9.59,-0.15
-0.09,-0.05,-1.73,57.80,-1.21,6.20
-0.10,-0.09,-1.73,51.16,9.13,12.34
-0.08,-0.11,-1.70,43.54,19.07,17.59
-0.04,-0.11,-1.65,36.27,27.40,22.11
0.02,-0.12,-1.62,28.06,33.76,24.43
0.11,-0.11,-1.56,21.33,37.34,23.15
0.19,-0.05,-1.51,17.82,36.55,17.48
