acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.03,0.04,-1.11,-5.28,-15.11,0.46
0.01,0.04,-1.09,-3.65,-15.21,-0.11
0.01,0.03,-1.10,-2.90,-14.40,-1.39
0.01,0.02,-1.10,-3.27,-12.15,-2.67
-0.00,0.01,-1.10,-4.02,-9.21,-3.66
-0.01,0.01,-1.12,-5.31,-5.83,-3.76
-0.02,0.01,-1.11,-6.72,-2.35,-3.48
-0.02,0.01,-1.12,-8.52,0.66,-2.81
-0.01,0.01,-1.11,-10.11,3.25,-1.89
0.01,0.01,-1.11,-12.55,5.34,-0.90
0.00,0.01,-1.12,-13.88,6.08,-0.73
0.01,0.03,-1.12,-14.60,5.30,-1.37
0.03,0.02,-1.12,-16.27,4.24,-1.88
0.04,0.03,-1.12,-16.26,3.13,-1.27
0.04,0.04,-1.12,-16.49,2.00,-0.66
0.03,0.06,-1.11,-14.12,1.02,0.53
0.01,0.08,-1.10,-11.13,0.87,2.53
0.02,0.09,-1.10,-7.56,0.72,3.69
0.01,0.08,-1.09,-4.14,1.74,3.63
0.02,0.07,-1.08,-0.84,2.41,3.30
0.03,0.07,-1.10,1.98,3.16,3.05
0.03,0.05,-1.09,3.86,3.45,3.22
0.03,0.04,-1.11,4.87,3.48,3.92
0.04,0.02,-1.13,4.70,2.85,4.32
0.05,0.01,-1.14,3.36,2.06,3.68
0.04,-0.01,-1.16,1.18,1.13,2.76
0.03,-0.01,-1.17,-1.33,0.00,1.98
0.04,-0.00,-1.18,-3.33,-0.35,2.05
0.03,-0.00,-1.16,-4.81,-0.17,2.53
0.03,-0.00,-1.15,-5.83,-0.40,2.81
0.05,0.01,-1.14,-5.82,-0.41,2.70
0.06,0.02,-1.13,-5.34,-0.44,2.24
0.06,0.03,-1.13,-4.46,-0.66,1.60
0.06,0.02,-1.12,-3.40,-0.69,0.61
0.06,0.03,-1.13,-1.91,-0.63,0.03
0.06,0.03,-1.13,-0.73,-0.96,-0.55
0.05,0.03,-1.15,0.24,-1.05,-0.95
0.06,0.01,-1.15,0.44,-1.73,-0.96
0.05,0.01,-1.16,-0.06,-2.27,-0.84
0.04,0.01,-1.16,-0.95,-2.98,-0.93
0.04,-0.01,-1.16,-2.24,-3.24,-0.98
0.03,-0.01,-1.16,-3.71,-3.33,-1.07
0.03,-0.01,-1.15,-5.24,-3.05,-1.07
0.03,0.00,-1.14,-6.50,-2.40,-1.11
0.03,-0.00,-1.14,-7.48,-1.31,-0.99
0.03,0.00,-1.14,-7.98,-0.95,-0.53
0.04,0.01,-1.12,-8.14,-0.44,-0.29
0.03,0.01,-1.13,-8.58,-0.66,0.58
0.05,0.01,-1.12,-8.85,-0.85,0.93
0.05,0.02,-1.11,-8.46,-1.22,1.39
0.04,0.03,-1.11,-7.08,-1.71,2.11
0.03,0.02,-1.10,-5.88,-1.74,2.46
0.04,0.01,-1.09,-5.13,-1.31,2.63
0.04,-0.00,-1.08,-4.15,-0.84,2.60
0.04,0.01,-1.09,-3.63,0.08,2.37
0.05,0.01,-1.09,-3.19,0.21,2.29
0.06,0.01,-1.10,-2.66,0.32,1.76
0.06,-0.01,-1.11,-3.18,-0.17,1.62
0.06,-0.01,-1.12,-4.11,-1.02,1.27
0.06,-0.01,-1.13,-4.82,-2.32,1.25
0.06,-0.01,-1.13,-5.39,-3.36,1.66
0.05,0.00,-1.14,-5.47,-4.08,1.85
0.05,0.00,-1.14,-5.22,-4.53,2.11
0.03,0.00,-1.14,-5.33,-4.38,2.55
0.04,0.00,-1.13,-5.02,-3.36,2.64
0.03,0.00,-1.13,-4.47,-2.24,2.92
0.04,0.00,-1.13,-4.44,-1.16,2.50
0.03,-0.00,-1.14,-4.72,0.20,1.73
0.05,-0.01,-1.13,-5.07,1.76,1.30
0.05,-0.01,-1.13,-5.34,2.44,0.61
0.06,-0.00,-1.14,-5.39,2.76,0.49
0.06,0.00,-1.14,-5.98,2.23,0.32
0.06,-0.02,-1.14,-6.87,1.71,-0.03
0.06,-0.01,-1.14,-7.02,0.27,-0.40
0.06,0.01,-1.14,-7.04,-0.84,-0.38
0.04,0.01,-1.12,-6.78,-1.76,0.11
0.04,0.01,-1.13,-6.49,-2.09,0.32
0.02,0.00,-1.12,-6.21,-1.79,0.21
0.02,0.01,-1.12,-6.53,-0.69,-0.32
0.02,0.00,-1.13,-6.66,0.44,-0.41
0.02,-0.00,-1.12,-7.10,1.54,-0.82
0.02,0.01,-1.11,-7.30,2.96,-0.69
0.01,0.02,-1.11,-6.47,4.50,-0.73
