acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.21,0.03,-1.13,-3.36,3.10,-0.24
0.20,0.03,-1.14,-3.53,2.92,-0.34
0.20,0.02,-1.13,-4.08,2.44,-0.24
0.19,0.03,-1.14,-4.12,1.77,-0.05
0.20,0.03,-1.14,-4.56,1.28,0.12
0.18,0.03,-1.14,-4.73,0.87,0.35
0.18,0.02,-1.13,-4.85,0.84,0.55
0.18,0.02,-1.12,-4.75,1.04,0.55
0.18,0.02,-1.13,-5.13,1.19,0.66
0.18,0.02,-1.13,-5.62,1.18,1.28
0.17,0.02,-1.13,-6.05,1.18,1.25
0.18,0.03,-1.14,-6.08,1.21,1.68
0.18,0.03,-1.13,-6.21,0.99,1.82
0.18,0.04,-1.12,-5.73,1.08,1.74
0.17,0.03,-1.13,-4.87,1.08,2.02
0.17,0.03,-1.13,-3.97,1.30,1.68
0.18,0.03,-1.13,-3.22,1.56,1.73
0.18,0.03,-1.13,-3.02,2.09,1.56
0.18,0.03,-1.13,-3.44,1.92,1.27
0.19,0.01,-1.14,-3.89,1.82,0.63
0.19,0.01,-1.13,-4.93,2.00,0.20
0.19,0.01,-1.14,-5.56,2.05,-0.47
0.19,0.01,-1.13,-6.24,1.85,-0.99
0.19,0.01,-1.13,-6.63,1.21,-0.95
0.19,0.01,-1.13,-6.92,1.05,-0.95
0.20,0.02,-1.12,-6.63,1.16,-1.21
0.18,0.02,-1.12,-6.00,1.21,-1.18
0.19,0.01,-1.12,-5.18,1.42,-1.13
0.19,0.01,-1.13,-5.04,1.02,-0.92
0.19,0.01,-1.12,-5.27,1.07,-0.89
0.20,0.01,-1.12,-5.68,0.29,-1.10
0.20,0.01,-1.12,-6.24,0.21,-1.18
0.20,0.01,-1.11,-6.27,-0.06,-1.19
0.20,0.02,-1.11,-6.23,-0.50,-1.27
0.19,0.02,-1.12,-5.45,-0.60,-1.08
0.19,0.02,-1.11,-4.58,-0.61,-0.99
0.18,0.02,-1.10,-3.71,-0.26,-0.90
0.18,0.03,-1.10,-3.24,0.47,-0.90
0.18,0.02,-1.10,-2.69,0.84,-0.75
0.18,0.01,-1.11,-3.01,1.24,-0.60
0.19,0.00,-1.11,-3.68,1.79,-0.43
0.19,0.00,-1.12,-4.58,1.31,-0.23
0.18,-0.00,-1.12,-5.89,1.40,-0.29
0.20,0.00,-1.12,-6.55,0.93,-0.27
0.20,0.00,-1.11,-7.33,0.58,-0.38
